ID,Name,Glottocode,Glottolog_Name,Family,classification_wals,classification_ethnologue,classification_glottolog
WAKA,WAKA,waka1275,Waka,Atlantic-Congo,NC.MUMUYE-YANDANG,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Mumuye-Yandang,Mumuye","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,CentralAdamawa,Mumuye-Yandang,Yandangic,Waka-Yendang-Teme,Waka-Yandang"
WAKUNG,WAKUNG,mroc1235,Mro Chin,Sino-Tibetan,ST.KUKI-CHIN,"Sino-Tibetan,Tibeto-Burman,Kuki-Chin,Peripheral,Southern","Sino-Tibetan,Kuki-Chin-Naga,Kuki-Chin,PeripheralKuki-Chin,Khomic"
WALA,WALA,urip1239,Uripiv-Wala-Rano-Atchin,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,NorthandCentralVanuatu,NortheastVanuatu-BanksIslands,MalekulaCoastal","Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,CentralVanuatu,Malakula,EasternMalakulalinkage"
WALADE_LAU,WALADE_LAU,lauu1247,Lau,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,SoutheastSolomonic,Malaita-SanCristobal,Malaita,Northern","Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,SoutheastSolomonic,Longgu-Malaita-Makira,Malaita-Makira,Malaita,Central-NorthernMalaita,NorthMalaitan"
WALANI_SILTE,WALANI_SILTE,wola1253,Wolane,Afro-Asiatic,AA.SEMITIC,"Afro-Asiatic,Semitic,South,Ethiopian,South,Transversal,Harari-EastGurage","Afro-Asiatic,Semitic,WestSemitic,Ethiosemitic,SouthEthiopic,Harari-EastGurage,Silte-Wolane"
WALAPAI,WALAPAI,hava1248,Havasupai-Walapai-Yavapai,Cochimi-Yuman,Hok.YUMAN,"Cochimi-Yuman,Yuman,Pai","Cochimi-Yuman,Yuman,GeneralYuman,Pai"
WALI,WALI,wali1263,Wali (Ghana),Atlantic-Congo,NC.OTI-VOLTA,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Gur,Central,Northern,Oti-Volta,Western,Northwest","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,CentralGur,NorthernCentralGur,Bwamu-Oti-Volta,Oti-Volta,NuclearOti-Volta,Gurma-Yom-Oti-VoltaOccidental,Oti-VoltaOccidental,NuclearOti-VoltaOccidental,NorthwestOti-Volta,Safaliba-Dagaare,Dagaaric,Central-SouthDagaric,SouthDagaric"
WALING,WALING,wali1261,Waling,Sino-Tibetan,ST.HIMALAYISH,"Sino-Tibetan,Tibeto-Burman,WesternTibeto-Burman,Himalayan,Kiranti,Eastern","Sino-Tibetan,Himalayish,Mahakiranti,Kiranti,EasternKiranti,SouthernKiranti,Bantawic"
WALIO,WALIO,nucl1453,Walio,Walioic,LS.LEONHARD_SCHULTZE,"Sepik,LeonhardSchultze","Walioic,Pai-Sinen-Walio"
WALIO_2,WALIO_2,nucl1453,Walio,Walioic,LS.LEONHARD_SCHULTZE,"Sepik,LeonhardSchultze","Walioic,Pai-Sinen-Walio"
WALI_2,WALI_2,wali1263,Wali (Ghana),Atlantic-Congo,NC.OTI-VOLTA,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Gur,Central,Northern,Oti-Volta,Western,Northwest","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,CentralGur,NorthernCentralGur,Bwamu-Oti-Volta,Oti-Volta,NuclearOti-Volta,Gurma-Yom-Oti-VoltaOccidental,Oti-VoltaOccidental,NuclearOti-VoltaOccidental,NorthwestOti-Volta,Safaliba-Dagaare,Dagaaric,Central-SouthDagaric,SouthDagaric"
WALI_SUDAN,WALI_SUDAN,wali1262,Wali (Sudan),Nubian,ESu.NUBIAN,"Nilo-Saharan,Satellite-Core,Core,EasternSudanic,Northern(klanguages),Nubian,Central,Hill,Unclassified","Nubian,CentralNubian,KordofanNubian,WesternKordofanNubian"
WALLISIAN_EAST_UVEAN,WALLISIAN_EAST_UVEAN,wall1257,East Uvean,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,CentralPacific,EastFijian-Polynesian,Polynesian,Nuclear,Samoic-Outlier,EastUvean-Niuafo'ou","Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,CentralPacificlinkage,TokalauFijian,Polynesian,NuclearPolynesian,EastUvean-Niuafo'ou"
WALLOON,WALLOON,wall1255,Walloon,Indo-European,IE.ROMANCE,"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Rhaetian,Oil,French","Indo-European,ClassicalIndo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian,Oil"
WALLOON_2,WALLOON_2,wall1255,Walloon,Indo-European,IE.ROMANCE,"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Rhaetian,Oil,French","Indo-European,ClassicalIndo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian,Oil"
WALMAJARRI,WALMAJARRI,walm1241,Walmajarri-Juwaliny,Pama-Nyungan,PN.WESTERN_PAMA-NYUNGAN,"Australian,Pama-Nyungan,South-West,Ngumbin","Pama-Nyungan,DesertNyungic,Ngumpin-Yapa,Ngumpin,WesternNgumpin"
WALMAN,WALMAN,valm1241,Walman,Nuclear Torricelli,Tor.WEST_PALEI,"Torricelli,Wapei-Palei,Wapei","NuclearTorricelli,Wapei-Palei,WestPalai"
WALMAN_CHINAPELI,WALMAN_CHINAPELI,valm1241,Walman,Nuclear Torricelli,Tor.WEST_PALEI,"Torricelli,Wapei-Palei,Wapei","NuclearTorricelli,Wapei-Palei,WestPalai"
WALO_KUMBE,WALO_KUMBE,bank1259,Bankan Tey Dogon,Dogon,Dog.DOGON,"Niger-Congo,Atlantic-Congo,Volta-Congo,Dogon","Dogon,NanganDogon"
WALSER,WALSER,wals1238,Walser,Indo-European,IE.GERMANIC,"Indo-European,Germanic,West,HighGerman,German,UpperGerman,Alemannic","Indo-European,ClassicalIndo-European,Germanic,NorthwestGermanic,WestGermanic,HighGerman,UpperGerman,Middle-ModernHighGerman,ModernHighGerman,Alemannic,SouthAlemannic"
WAM,WAM,womp1235,Wom (Papua New Guinea),Nuclear Torricelli,Tor.KOMBIO-ARAPESH,"Torricelli,Kombio-Arapesh,Kombio",NuclearTorricelli
WAMAS,WAMAS,wama1247,Wamas,Nuclear Trans New Guinea,TNG.MABUSO,"Trans-NewGuinea,Madang,Croisilles,Mabuso,Hanseman,Wamas-Samosa-Murupi-Mosimo","NuclearTransNewGuinea,Madang,Croisilles,Mabuso,Hanseman,Wamas-Samosa-Murupi-Mosimo"
WAMBAYA,WAMBAYA,wamb1258,Wambayan,Mirndi,Mir.WAMBAYAN,"Australian,WestBarkly","Mirndi,Ngurlun"
WAMBAYA_2,WAMBAYA_2,wamb1258,Wambayan,Mirndi,Mir.WAMBAYAN,"Australian,WestBarkly","Mirndi,Ngurlun"
WAMBON,WAMBON,wamb1259,Wambon,Nuclear Trans New Guinea,TNG.DUMUT,"Trans-NewGuinea,Ok-Awyu,Awyu-Dumut,Dumut","NuclearTransNewGuinea,Asmat-Awyu-Ok,Awyu-Ok,GreaterAwyu,Awyu-Dumut,Dumut,Ketum-Wambon"
WAMBULE,WAMBULE,wamb1257,Wambule,Sino-Tibetan,ST.HIMALAYISH,"Sino-Tibetan,Tibeto-Burman,WesternTibeto-Burman,Himalayan,Kiranti,Western","Sino-Tibetan,Himalayish,Mahakiranti,Kiranti,Chaurasiya"
WAMDIU,WAMDIU,marg1266,Marghi South,Afro-Asiatic,AA.BIU-MANDARA,"Afro-Asiatic,Chadic,Biu-Mandara,A,A.2,2","Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Bura-Marghi,Marghic,Kilba-SouthMargi"
WAMEY,WAMEY,wame1240,Wamey,Atlantic-Congo,NC.TENDA,"Niger-Congo,Atlantic-Congo,Atlantic,Northern,EasternSenegal-Guinea,Tenda","Atlantic-Congo,North-CentralAtlantic,Tenda"
WAMOANG,WAMOANG,waam1236,Waamwang,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,NewCaledonian,Northern,North,Hmwaveke","Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,SouthernMelanesian,NewCaledonian,MainlandNewCaledonian,NorthernNewCaledonian,Mid-NorthernNewCaledonian,Voh-Kone-Cem-Pac,Voh-Kone"
WAMPANOAG_NATICK,WAMPANOAG_NATICK,wamp1249,Wampanoag,Algic,Alg.ALGONQUIAN,"Algic,Algonquian,EasternAlgonquian","Algic,Algonquian-Blackfoot,Algonquian,EasternAlgonquian,Maritimes-SouthernNewEnglandAlgonquian,SouthernNewEnglandAlgonquian"
WAMPAR,WAMPAR,wamp1247,Wampar,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceanic,NorthNewGuinea,HuonGulf,Markham,Lower,Wampar","Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,NorthNewGuinealinkage,HuonGulf,Markham,LowerMarkham"
WAMPAR_2,WAMPAR_2,wamp1247,Wampar,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceanic,NorthNewGuinea,HuonGulf,Markham,Lower,Wampar","Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,NorthNewGuinealinkage,HuonGulf,Markham,LowerMarkham"
WAMPUR,WAMPUR,wamp1248,Wampur,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceanic,NorthNewGuinea,HuonGulf,Markham,Upper,Mountain","Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,NorthNewGuinealinkage,HuonGulf,Markham,UpperMarkham,MountainUpperMarkham"
WAN,WAN,wann1242,Wan,Mande,Man.EASTERN_MANDE,"Niger-Congo,Mande,Eastern,Southeastern,Nwa-Ben,Wan-Mwan","Mande,EasternMande,SoutheasternMande,Nwa-Ben,Wan-Mwan"
WANAMBRE,WANAMBRE,wana1269,Mokati,Nuclear Trans New Guinea,TNG.NORTH_ADELBERT,"Trans-NewGuinea,Madang,Croisilles,NorthernAdelbert,Kumil-Tibor,Tibor","NuclearTransNewGuinea,Madang,Croisilles,GreaterNorthernAdelbert,NorthernAdelbert,Kumil-Tibor,Tibor"
WANAM_YELMEK,WANAM_YELMEK,,,,Bul.BulakaRiver,"South-CentralPapuan,Yelmek-Maklew","BulakaRiver,Jelmek"
WANANG,WANANG,koch1250,Koch,Sino-Tibetan,ST.BRAHMAPUTRAN,"Sino-Tibetan,Tibeto-Burman,Sal,Boro-Garo,Koch","Sino-Tibetan,Brahmaputran,Bodo-Garo,Kochic"
WANANG_KOCH_1,WANANG_KOCH_1,koch1250,Koch,Sino-Tibetan,ST.BRAHMAPUTRAN,"Sino-Tibetan,Tibeto-Burman,Sal,Boro-Garo,Koch","Sino-Tibetan,Brahmaputran,Bodo-Garo,Kochic"
WANANG_KOCH_2,WANANG_KOCH_2,koch1250,Koch,Sino-Tibetan,ST.BRAHMAPUTRAN,"Sino-Tibetan,Tibeto-Burman,Sal,Boro-Garo,Koch","Sino-Tibetan,Brahmaputran,Bodo-Garo,Kochic"
WANANO,WANANO,guan1269,Kotiria,Tucanoan,Tuc.TUCANOAN,"Tucanoan,EasternTucanoan","Tucanoan,EasternTucanoan,EasternEasternTucanoan,EasternEasternTucanoanII,Kotiria-Piratapuyo"
WANAP,WANAP,wana1268,Wanap,Nuclear Torricelli,Tor.WANAP,"Torricelli,Wapei-Palei,Palei","NuclearTorricelli,Wapei-Palei"
WANAP_2,WANAP_2,wana1268,Wanap,Nuclear Torricelli,Tor.WANAP,"Torricelli,Wapei-Palei,Palei","NuclearTorricelli,Wapei-Palei"
WANAP_3,WANAP_3,wana1268,Wanap,Nuclear Torricelli,Tor.WANAP,"Torricelli,Wapei-Palei,Palei","NuclearTorricelli,Wapei-Palei"
WANA_PASHTO,WANA_PASHTO,cent1973,Central Pashto,Indo-European,IE.IRANIAN,"Indo-European,Indo-Iranian,Iranian,Eastern,Southeastern,Pashto","Indo-European,ClassicalIndo-European,Indo-Iranian,Iranian,Pashto,NuclearPashto"
WANCHO,WANCHO,wanc1238,Wancho Naga,Sino-Tibetan,ST.BRAHMAPUTRAN,"Sino-Tibetan,Tibeto-Burman,Sal,Boro-Garo,NorthernNaga","Sino-Tibetan,Brahmaputran,Patkaian,SouthPatkaian,SouthwesternPatkaian,Wanchoic"
WANDA,WANDA,wand1264,Wanda,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,M,Nyiha-Safwa(M.21)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,CorridorBantu,Mbozi,Mwika,Fipaic,Maluwawaru"
WANDALA,WANDALA,wand1278,Wandala,Afro-Asiatic,AA.BIU-MANDARA,"Afro-Asiatic,Chadic,Biu-Mandara,A,A.4,MandaraProper,Mandara","Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Mandaraic,Wandala-Malgwa-Glavda,Wandala-Malgwa"
WANDAMEN,WANDAMEN,wand1267,Wandamen,Austronesian,An.SOUTH_HALMAHERA-WEST_NEW_GUINEA,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,SouthHalmahera-WestNewGuinea,WestNewGuinea,CenderawasihBay,Yapen,Central-Western","Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,SouthHalmahera-WestNewGuinea,CenderawasihBay,Yapen,Central-WesternYapen,Ansus-Ambai"
WANDARANG,WANDARANG,wand1263,Wandarang,Mangarrayi-Maran,MM.MARA,"Australian,Gunwingguan,Maran,Mara","Mangarrayi-Maran,Maran"
WANDJI,WANDJI,wand1266,Wandji,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Nzebi(B.501)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,West-CoastalBantu,Nzadic,Lweric,Dingic,Loange-Atlantic,Kwilu-Ngounie,Kasai-Ngounie,MoyenKasai-Ngounie,InteriorKasai-Ngounie,WestKasai-Ngounie,NorthwestKasai-Ngounie,Nzebi-Laali-Yaa,Njebi(B.50),NdjaviB"
WANDJI_2,WANDJI_2,wand1266,Wandji,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Nzebi(B.501)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,West-CoastalBantu,Nzadic,Lweric,Dingic,Loange-Atlantic,Kwilu-Ngounie,Kasai-Ngounie,MoyenKasai-Ngounie,InteriorKasai-Ngounie,WestKasai-Ngounie,NorthwestKasai-Ngounie,Nzebi-Laali-Yaa,Njebi(B.50),NdjaviB"
WANDJI_3,WANDJI_3,wand1266,Wandji,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Nzebi(B.501)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,West-CoastalBantu,Nzadic,Lweric,Dingic,Loange-Atlantic,Kwilu-Ngounie,Kasai-Ngounie,MoyenKasai-Ngounie,InteriorKasai-Ngounie,WestKasai-Ngounie,NorthwestKasai-Ngounie,Nzebi-Laali-Yaa,Njebi(B.50),NdjaviB"
WANDOMI,WANDOMI,kama1367,Kamasau,Nuclear Torricelli,Tor.MARIENBERG,"Torricelli,Marienberg","NuclearTorricelli,Marienberg,Elepi-Kamasau-Marienberg"
WANECI,WANECI,wane1241,Waneci,Indo-European,IE.IRANIAN,"Indo-European,Indo-Iranian,Iranian,Eastern,Southeastern,Pashto","Indo-European,ClassicalIndo-European,Indo-Iranian,Iranian,Pashto"
WANGA,WANGA,wang1294,Wanga,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,J,Masaba-Luhya(E.32)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,GreatLakesBantu,GreaterLuyia,Luyia,Saamia-Wanga-Bukusu,Saamia-Wanga,Central-EasternLuyia"
WANGAAYBUWAN_NGIYAMBAA,WANGAAYBUWAN_NGIYAMBAA,wang1291,Ngiyambaa,Pama-Nyungan,PN.SOUTHEASTERN_PAMA-NYUNGAN,"Australian,Pama-Nyungan,Wiradhuric","Pama-Nyungan,SoutheasternPama-Nyungan,Wiradhuric"
WANGA_2,WANGA_2,wang1294,Wanga,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,J,Masaba-Luhya(E.32)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,GreatLakesBantu,GreaterLuyia,Luyia,Saamia-Wanga-Bukusu,Saamia-Wanga,Central-EasternLuyia"
WANGGANGURU,WANGGANGURU,wang1290,Wangganguru,Pama-Nyungan,PN.CENTRAL_PAMA-NYUNGAN,"Australian,Pama-Nyungan,Karnic,Palku","Pama-Nyungan,Karnic,Palku,Arabana-Wangganguru"
WANGGANGURU_2,WANGGANGURU_2,wang1290,Wangganguru,Pama-Nyungan,PN.CENTRAL_PAMA-NYUNGAN,"Australian,Pama-Nyungan,Karnic,Palku","Pama-Nyungan,Karnic,Palku,Arabana-Wangganguru"
WANGGOM,WANGGOM,wang1299,Wanggom,Nuclear Trans New Guinea,TNG.NDEIRAM,"Trans-NewGuinea,Ok-Awyu,Awyu-Dumut,Dumut","NuclearTransNewGuinea,Asmat-Awyu-Ok,Awyu-Ok,GreaterAwyu,Awyu-Dumut,Ndeiram"
WANGKATJA,WANGKATJA,pint1251,Pintiini,Pama-Nyungan,PN.WESTERN_PAMA-NYUNGAN,"Australian,Pama-Nyungan,South-West,Wati","Pama-Nyungan,DesertNyungic,Wati,Pintupic,NuclearPintupic,Wangkatja-Tjarra"
WANGKA_WIRU,WANGKA_WIRU,pitj1243,Pitjantjatjara,Pama-Nyungan,PN.WESTERN_PAMA-NYUNGAN,"Australian,Pama-Nyungan,South-West,Wati","Pama-Nyungan,DesertNyungic,Wati,Pintupic,NuclearPintupic,Wangkatja-Tjarra,Tjarra"
WANGKUMARA,WANGKUMARA,wong1246,Wangkumara,Pama-Nyungan,PN.CENTRAL_PAMA-NYUNGAN,"Australian,Pama-Nyungan,Karnic,Ngura","Pama-Nyungan,Karnic,Badjiri-EasternKarnic,EasternKarnic,WilsonRiver(GreyRange)"
WANGMO_BOUYEI,WANGMO_BOUYEI,bouy1240,Bouyei,Tai-Kadai,TK.KAM-TAI,"Kra-Dai,Kam-Tai,Tai,Northern","Tai-Kadai,Kam-Tai,Daic-Beic,Daic,NorthernDaic-Sek,NorthernDaic,NorthernTai"
WANJI,WANJI,vwan1235,Vwanji,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,G,Bena-Kinga(G.66)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,SouthernTanzaniaHighlandsBantu,Wanji-Sangu"
WANLENG_WA,WANLENG_WA,para1301,South Wa,Austroasiatic,AuA.PALAUNGIC,"Austro-Asiatic,Mon-Khmer,NorthernMon-Khmer,Palaungic,EasternPalaungic,Waic,Wa","Austroasiatic,Khasi-Palaung,Palaungic,EastPalaungic,Waic,Wa-Lawa,NuclearWaic"
WANO,WANO,wano1243,Wano,Nuclear Trans New Guinea,TNG.DANI,"Trans-NewGuinea,West,Dani,Wano","NuclearTransNewGuinea,Dani"
WANO_2,WANO_2,wano1243,Wano,Nuclear Trans New Guinea,TNG.DANI,"Trans-NewGuinea,West,Dani,Wano","NuclearTransNewGuinea,Dani"
WANTOAT,WANTOAT,want1252,Wantoat,Nuclear Trans New Guinea,TNG.FINISTERRE,"Trans-NewGuinea,Finisterre-Huon,Finisterre,Wantoat","NuclearTransNewGuinea,Finisterre-Huon,Finisterre-Saruwaged,Wantoatic,Wantoat-Awara"
WANUKAKA,WANUKAKA,wanu1241,Wanukaka,Austronesian,An.CENTRAL_MALAYO-POLYNESIAN,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,Sumba-Hawu,Sumba","Austronesian,Malayo-Polynesian,Bima-Lembata,Flores-Sumba-Hawu,Sumba-Hawu,Sumba,Central-EastSumbanese,CentralSumbanese"
WANUMA,WANUMA,usan1239,Usan,Nuclear Trans New Guinea,TNG.NORTH_ADELBERT,"Trans-NewGuinea,Madang,Croisilles,NorthernAdelbert,Numugen,Karian-Usan-Yaban","NuclearTransNewGuinea,Madang,Croisilles,GreaterNorthernAdelbert,NorthernAdelbert,Numugenan,Karian-Usan-Yaben"
WANZI_GELAO,WANZI_GELAO,qaua1234,Central Gelao-Qau,Tai-Kadai,TK.KADAI,"Kra-Dai,Kra,WesternKra","Tai-Kadai,Kadaic,SouthwesternKra,WesternKra,Gauic,Gelaoic"
WAN_2,WAN_2,wann1242,Wan,Mande,Man.EASTERN_MANDE,"Niger-Congo,Mande,Eastern,Southeastern,Nwa-Ben,Wan-Mwan","Mande,EasternMande,SoutheasternMande,Nwa-Ben,Wan-Mwan"
WAORANI,WAORANI,waor1240,Waorani,Waorani,Wao.WAORANI,Languageisolate_auc,Waorani
WAPAN,WAPAN,wapa1235,Wapan,Atlantic-Congo,NC.JUKUNOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Jukunoid,Central,Jukun-Mbembe-Wurbo,Kororofa","Atlantic-Congo,Volta-Congo,Benue-Congo,Jukunoid,CentralJukunoid,Jukun-Mbembe-Wurbo,Jukun,Kororofa"
WAPHA,WAPHA,waph1238,Wãpha,Atlantic-Congo,NC.JUKUNOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Jukunoid,Central,Jukun-Mbembe-Wurbo,Jukun","Atlantic-Congo,Volta-Congo,Benue-Congo,Jukunoid,CentralJukunoid,Jukun-Mbembe-Wurbo,Jukun,Jibu-Wase"
WAPISHANA,WAPISHANA,wapi1253,Wapishana,Arawakan,Arw.NEGRO-RORAIMA,"Maipurean,Northern,Maritime,Wapixana","Arawakan,Negro-Roraima,Pidjanan,Wapishanan,Wapishana-Atorai"
WAPISIANA,WAPISIANA,wapi1253,Wapishana,Arawakan,Arw.NEGRO-RORAIMA,"Maipurean,Northern,Maritime,Wapixana","Arawakan,Negro-Roraima,Pidjanan,Wapishanan,Wapishana-Atorai"
WAPIXANA,WAPIXANA,wapi1253,Wapishana,Arawakan,Arw.NEGRO-RORAIMA,"Maipurean,Northern,Maritime,Wapixana","Arawakan,Negro-Roraima,Pidjanan,Wapishanan,Wapishana-Atorai"
WAPPO,WAPPO,wapp1239,Wappo,Yuki-Wappo,WY.WAPPO,Yukian,Yuki-Wappo
WARA,WARA,wara1292,Samue,Atlantic-Congo,NC.SAMU,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Gur,Wara-Natioro","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,Samu"
WARAO,WARAO,wara1303,Warao,Warao,War.WARAO,Languageisolate_wba,Warao
WARAY,WARAY,wara1290,Warray,Gunwinyguan,Gun.WESTERN_GUNWINYGUAN,"Australian,Gunwingguan,Warayan","Gunwinyguan,WesternGunwinyguan,Warrayic"
WARAY_WARAY,WARAY_WARAY,wara1300,Waray (Philippines),Austronesian,An.GREATER_CENTRAL_PHILIPPINE,"Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Bisayan,Central,Warayan,Samar-Waray","Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Bisayan,CentralBisayan,Warayan,Samar-Waray"
WARA_2,WARA_2,wara1292,Samue,Atlantic-Congo,NC.SAMU,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Gur,Wara-Natioro","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,Samu"
WARA_3,WARA_3,wara1292,Samue,Atlantic-Congo,NC.SAMU,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Gur,Wara-Natioro","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,Samu"
WARA_4,WARA_4,wara1292,Samue,Atlantic-Congo,NC.SAMU,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Gur,Wara-Natioro","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,Samu"
WARA_PNG,WARA_PNG,wara1294,Anta-Komnzo-Wára-Wérè-Kémä,Yam,Ya.TONDA,"South-CentralPapuan,Morehead-UpperMaro,Tonda","Yam,Morehead-Maro,Tonda,EasternTonda"
WARDAMAN,WARDAMAN,ward1246,Wardaman,Yangmanic,Yng.YANGMANIC,"Australian,Gunwingguan,Yangmanic",Yangmanic
WAREKENA,WAREKENA,guar1293,Baniva de Maroa,Arawakan,Arw.ALTO_ORINOCO,"Maipurean,Northern,UpperAmazon,WesternNawiki,Warekena","Arawakan,AltoOrinoco,Parenic"
WAREMBORI,WAREMBORI,ware1253,Warembori,Austronesian,An.SOUTH_HALMAHERA-WEST_NEW_GUINEA,LowerMamberamo,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,SouthHalmahera-WestNewGuinea,LowerMamberamo"
WARGAMAY,WARGAMAY,warr1255,Warrgamay,Pama-Nyungan,PN.NORTHERN_PAMA-NYUNGAN,"Australian,Pama-Nyungan,Dyirbalic",Pama-Nyungan
WARGLA,WARGLA,taga1278,Ouargli,Afro-Asiatic,AA.BERBER,"Afro-Asiatic,Berber,Northern,Zenati,Mzab-Wargla","Afro-Asiatic,Berber,GreaterZenatic,Zenatic,NorthernSaharanOasisBerber,Ouargli-OuedRigh"
WARIHIO,WARIHIO,huar1255,Huarijio,Uto-Aztecan,UA.TARAHUMARAN,"Uto-Aztecan,SouthernUto-Aztecan,Taracahitic,Tarahumaran","Uto-Aztecan,SouthernUto-Aztecan,Tarahumara-Guarijio"
WARIS,WARIS,wari1266,Waris,Border,Bor.BORDER,"Border,Waris","Border,Warisic,NuclearWarisic"
