glottolog_name,Glottocode,asjp_id,tip_name
Pirahã,pira1253,PIRAHA,Mur.MURA.PIRAHA
Yurok,yuro1248,YUROK,Alg.YUROK.YUROK
Wiyot,wiyo1248,WIYOT,Alg.WIYOT.WIYOT
Cheyenne,chey1247,CHEYENNE,Alg.ALGONQUIAN.CHEYENNE
Arapaho,arap1274,ARAPAHO,Alg.ALGONQUIAN.ARAPAHO
Gros Ventre,gros1243,GROS_VENTRE,Alg.ALGONQUIAN.GROS_VENTRE
Siksika,siks1238,BLACKFOOT,Alg.ALGONQUIAN.BLACKFOOT
Powhatan,powh1243,POWHATAN_UnnamedInSource,Alg.ALGONQUIAN.POWHATAN_UnnamedInSource
Wampanoag,wamp1249,WAMPANOAG_NATICK,Alg.ALGONQUIAN.WAMPANOAG_NATICK
Mahican,mahi1248,MAHICAN,Alg.ALGONQUIAN.MAHICAN
Munsee,muns1251,DELAWARE_MUNSEE,Alg.ALGONQUIAN.DELAWARE_MUNSEE
Unami,unam1242,UNAMI_UnnamedInSource,Alg.ALGONQUIAN.UNAMI_UnnamedInSource
Malecite-Passamaquoddy,male1292,PASSAMAQUODDY_MALISEET_UnnamedInSource,Alg.ALGONQUIAN.PASSAMAQUODDY_MALISEET_UnnamedInSource
Mi'kmaq,mikm1235,MICMAC,Alg.ALGONQUIAN.MICMAC
Pequot-Mohegan,pequ1242,MOHEGAN,Alg.ALGONQUIAN.MOHEGAN
Eastern Abenaki,east2544,ABNAKI_EASTERN,Alg.ALGONQUIAN.ABNAKI_EASTERN
Western Abenaki,west2630,ABNAKI_WESTERN,Alg.ALGONQUIAN.ABNAKI_WESTERN
Atikamekw,atik1240,ATIKAMEKW,Alg.ALGONQUIAN.ATIKAMEKW
Montagnais,mont1268,MONTAGNAIS,Alg.ALGONQUIAN.MONTAGNAIS
Naskapi,nask1242,NASKAPI,Alg.ALGONQUIAN.NASKAPI
Woods Cree,wood1236,CREE_WOODS,Alg.ALGONQUIAN.CREE_WOODS
Menominee,meno1252,MENOMINEE,Alg.ALGONQUIAN.MENOMINEE
Shawnee,shaw1249,SHAWNEE,Alg.ALGONQUIAN.SHAWNEE
Miami,miam1252,KASKASKIA_ILLINOIS,Alg.ALGONQUIAN.KASKASKIA_ILLINOIS
Miami,miam1252,MIAMI,Alg.ALGONQUIAN.MIAMI
Meskwaki,mesk1242,FOX,Alg.ALGONQUIAN.FOX
Kickapoo,kick1244,KICKAPOO,Alg.ALGONQUIAN.KICKAPOO
Potawatomi,pota1247,POTAWATOMI,Alg.ALGONQUIAN.POTAWATOMI
,,OTTAWA,Alg.ALGONQUIAN.OTTAWA
Algonquin,algo1255,ALGONQUIN,Alg.ALGONQUIAN.ALGONQUIN
Severn Ojibwa,seve1240,OJIBWA_SEVERN,Alg.ALGONQUIAN.OJIBWA_SEVERN
Chippewa,chip1241,CHIPPEWA,Alg.ALGONQUIAN.CHIPPEWA
Eastern Ojibwa,east2542,OJIBWA_EASTERN,Alg.ALGONQUIAN.OJIBWA_EASTERN
Canichana,cani1243,CANICHANA,Can.CANICHANA.CANICHANA
Candoshi-Shapra,cand1248,CANDOSHI,Cnd.CANDOSHI.CANDOSHI
Enlhet Norte,nort2971,SANAPANA_ENLHET,Mas.MASCOIAN.SANAPANA_ENLHET
Angaité,anga1316,SANAPANA_ANGAITE,Mas.MASCOIAN.SANAPANA_ANGAITE
Enxet Sur,sout2989,LENGUA,Mas.MASCOIAN.LENGUA
Enxet Sur,sout2989,LENGUA_2,Mas.MASCOIAN.LENGUA_2
Yuchi,yuch1247,YUCHI,Yuc.YUCHI.YUCHI
Omurano,omur1241,OMURANO,Zap.ZAPAROAN.OMURANO
Kamakan,kama1372,KAMAKAN,MGe.KAMAKAN.KAMAKAN
Tonkawa,tonk1249,TONKAWA,Ton.TONKAWA.TONKAWA
Kadiwéu,kadi1248,KADIWEU,Gcu.KADIWEU.KADIWEU
Abipon,abip1241,ABIPON,Gcu.SOUTH_GUAICURUAN.ABIPON
Mocoví,moco1246,MOCOVI,Gcu.SOUTH_GUAICURUAN.MOCOVI
Pilagá,pila1245,PILAGA,Gcu.SOUTH_GUAICURUAN.PILAGA
Toba,toba1269,TOBA,Gcu.SOUTH_GUAICURUAN.TOBA
,,PAYAGUA,Pay.PAYAGUA.PAYAGUA
Maká,maca1260,MACA,Mat.MATACOAN.MACA
Nivaclé,niva1238,NIVACLE,Mat.MATACOAN.NIVACLE
Riverine Chorote,iyoj1235,CHOROTE,Mat.MATACOAN.CHOROTE
Forest Chorote,iyow1239,CHOROTE_IYOWUJWA,Mat.MATACOAN.CHOROTE_IYOWUJWA
Güisnay,wich1264,MATACO,Mat.MATACOAN.MATACO
Vejoz,wich1263,WICHI_LHAMTES_VEJOZ,Mat.MATACOAN.WICHI_LHAMTES_VEJOZ
Vejoz,wich1263,WICHI_LHAMTES,Mat.MATACOAN.WICHI_LHAMTES
Güisnay,wich1264,WICHI_LHAMTES_GUISNAY,Mat.MATACOAN.WICHI_LHAMTES_GUISNAY
Fulniô,fuln1247,FULNIO,MGe.YATE.FULNIO
Creek,cree1270,CREEK,Mus.MUSKOGEAN.CREEK
Mikasuki,mika1239,MIKASUKI,Mus.MUSKOGEAN.MIKASUKI
Chickasaw,chic1270,CHICKASAW,Mus.MUSKOGEAN.CHICKASAW
Choctaw,choc1276,CHOCTAW,Mus.MUSKOGEAN.CHOCTAW
Alabama,alab1237,ALABAMA,Mus.MUSKOGEAN.ALABAMA
Koasati,koas1236,KOASATI,Mus.MUSKOGEAN.KOASATI
Timucua,timu1245,TIMUCUA,Tim.TIMUCUA.TIMUCUA
Huastec,huas1242,HUASTEC,May.MAYAN.HUASTEC
Chicomuceltec,chic1271,CHICOMUCELTEC,May.MAYAN.CHICOMUCELTEC
Huastec,huas1242,HUASTEC_VERACRUZ,May.MAYAN.HUASTEC_VERACRUZ
Itza',itza1241,ITZAJ,May.MAYAN.ITZAJ
Mopan,mopa1243,MOPAN,May.MAYAN.MOPAN
Mopan,mopa1243,MOPAN_SAN_LUIS_PETEN,May.MAYAN.MOPAN_SAN_LUIS_PETEN
Yucatec Maya,yuca1254,MAYA_YUCATAN,May.MAYAN.MAYA_YUCATAN
Lacandon,laca1243,LACANDON,May.MAYAN.LACANDON
Yucatec Maya,yuca1254,MAYA_YUCATECA,May.MAYAN.MAYA_YUCATECA
Tojolabal,tojo1241,TOJOLABAL,May.MAYAN.TOJOLABAL
Chuj,chuj1250,CHUJ_SAN_MATEO_IXTATAN,May.MAYAN.CHUJ_SAN_MATEO_IXTATAN
Chuj,chuj1250,CHUJ,May.MAYAN.CHUJ
Mocho,moch1257,MOCHO,May.MAYAN.MOCHO
Akateko,west2635,ACATECO_SAN_MIGUEL_ACATAN,May.MAYAN.ACATECO_SAN_MIGUEL_ACATAN
Q'anjob'al,qanj1241,QANJOBAL_SANTA_EULALIA,May.MAYAN.QANJOBAL_SANTA_EULALIA
Popti',popt1235,JAKALTEKO_EASTERN,May.MAYAN.JAKALTEKO_EASTERN
Popti',popt1235,JACALTEC,May.MAYAN.JACALTEC
Popti',popt1235,JACALTECO_WESTERN,May.MAYAN.JACALTECO_WESTERN
Chol,chol1282,CHOL_TILA,May.MAYAN.CHOL_TILA
Chol,chol1282,CHOL_TUMBALA,May.MAYAN.CHOL_TUMBALA
Tabasco Chontal,taba1266,CHONTAL_TABASCO,May.MAYAN.CHONTAL_TABASCO
Ch'orti',chor1273,CHORTI,May.MAYAN.CHORTI
,,CHOLTI,May.MAYAN.CHOLTI
Ch'orti',chor1273,CHORTI_JOCOTAN,May.MAYAN.CHORTI_JOCOTAN
Tzeltal,tzel1254,TZELTAL_BACHAJON,May.MAYAN.TZELTAL_BACHAJON
Tzeltal,tzel1254,TZELTAL_OXCHUC,May.MAYAN.TZELTAL_OXCHUC
,,TZOTZIL_ZINACANTAN_1600,May.MAYAN.TZOTZIL_ZINACANTAN_1600
Tzotzil,tzot1259,TZOTZIL_VENUSTIANO_CARRANZA,May.MAYAN.TZOTZIL_VENUSTIANO_CARRANZA
Tzotzil,tzot1259,TZOTZIL_SAN_ANDRES,May.MAYAN.TZOTZIL_SAN_ANDRES
Tzotzil,tzot1259,TZOTZIL_HUIXTAN,May.MAYAN.TZOTZIL_HUIXTAN
Tzotzil,tzot1259,ZINACANTAN_TZOTZIL,May.MAYAN.ZINACANTAN_TZOTZIL
Aguacateco,agua1252,AGUACATECO_AGUACATAN,May.MAYAN.AGUACATECO_AGUACATAN
Aguacateco,agua1252,AGUACATEC,May.MAYAN.AGUACATEC
Ixil,ixil1251,IXIL_CHAJUL,May.MAYAN.IXIL_CHAJUL
Tektiteko,tekt1235,TECO_TECTITAN,May.MAYAN.TECO_TECTITAN
Mam,mamm1241,NORTHERN_MAM_SAN_ILDEFONSO_IXTAHUACAN,May.MAYAN.NORTHERN_MAM_SAN_ILDEFONSO_IXTAHUACAN
Tektiteko,tekt1235,MAM_TECTITAN,May.MAYAN.MAM_TECTITAN
Mam,mamm1241,MAM_TACANA_3,May.MAYAN.MAM_TACANA_3
Mam,mamm1241,MAM_TACANA_1,May.MAYAN.MAM_TACANA_1
Mam,mamm1241,MAM_TACANA_2,May.MAYAN.MAM_TACANA_2
Mam,mamm1241,MAM_NORTHERN,May.MAYAN.MAM_NORTHERN
Mam,mamm1241,MAM_SAN_SEBASTIAN_H,May.MAYAN.MAM_SAN_SEBASTIAN_H
Mam,mamm1241,MAM_SANTIAGO_CHIMALTENANGO,May.MAYAN.MAM_SANTIAGO_CHIMALTENANGO
Mam,mamm1241,MAM_TODOS_SANTOS_CUCHUMATAN_3,May.MAYAN.MAM_TODOS_SANTOS_CUCHUMATAN_3
Mam,mamm1241,MAM_TODOS_SANTOS_CUCHUMATAN_1,May.MAYAN.MAM_TODOS_SANTOS_CUCHUMATAN_1
Mam,mamm1241,MAM_TODOS_SANTOS_CUCHUMATAN_2,May.MAYAN.MAM_TODOS_SANTOS_CUCHUMATAN_2
Mam,mamm1241,MAM_SAN_ILDEFONSO_IXTAHUACAN,May.MAYAN.MAM_SAN_ILDEFONSO_IXTAHUACAN
Mam,mamm1241,MAM_SAN_JUAN_ATITLAN,May.MAYAN.MAM_SAN_JUAN_ATITLAN
Mam,mamm1241,MAM_SAN_RAFAEL_PETZAL,May.MAYAN.MAM_SAN_RAFAEL_PETZAL
Mam,mamm1241,MAM_SAN_GASPAR_IXCHIL,May.MAYAN.MAM_SAN_GASPAR_IXCHIL
Mam,mamm1241,MAM_SAN_PEDRO_NECTA,May.MAYAN.MAM_SAN_PEDRO_NECTA
Mam,mamm1241,MAM_SANTA_BARBARA,May.MAYAN.MAM_SANTA_BARBARA
Mam,mamm1241,MAM_CABRICAN,May.MAYAN.MAM_CABRICAN
Mam,mamm1241,SOUTHERN_MAM_SAN_JUAN_OSTUNCALCO,May.MAYAN.SOUTHERN_MAM_SAN_JUAN_OSTUNCALCO
Mam,mamm1241,MAM_SAN_MIGUEL_SIGUILA,May.MAYAN.MAM_SAN_MIGUEL_SIGUILA
Mam,mamm1241,MAM_CAJOLA,May.MAYAN.MAM_CAJOLA
Mam,mamm1241,MAM_CONSEPCION_CHIQUIRICHAPA,May.MAYAN.MAM_CONSEPCION_CHIQUIRICHAPA
Mam,mamm1241,MAM_SAN_JUAN_OSTUNCALCO,May.MAYAN.MAM_SAN_JUAN_OSTUNCALCO
Mam,mamm1241,MAM_SAN_MARTIN_SACATEPEQUEZ,May.MAYAN.MAM_SAN_MARTIN_SACATEPEQUEZ
Poqomchi',poqo1254,POQOMCHI_WESTERN,May.MAYAN.POQOMCHI_WESTERN
Poqomam,poqo1253,WESTERN_POCOMAM_SAN_CRISTOBAL_VERAPAZ,May.MAYAN.WESTERN_POCOMAM_SAN_CRISTOBAL_VERAPAZ
Poqomam,poqo1253,POCOMAM_EASTERN,May.MAYAN.POCOMAM_EASTERN
Poqomam,poqo1253,POCOMAM_SAN_LUIS_JILOTEPEQUE,May.MAYAN.POCOMAM_SAN_LUIS_JILOTEPEQUE
Q'eqchi',kekc1242,EASTERN_KEKCHI_CAHABON,May.MAYAN.EASTERN_KEKCHI_CAHABON
Q'eqchi',kekc1242,KEKCHI,May.MAYAN.KEKCHI
Q'eqchi',kekc1242,WESTERN_KEKCHI_SAN_JUAN_CHAMELCO,May.MAYAN.WESTERN_KEKCHI_SAN_JUAN_CHAMELCO
Uspanteco,uspa1245,USPANTEKO,May.MAYAN.USPANTEKO
Sipacapense,sipa1247,SIPAKAPENSE,May.MAYAN.SIPAKAPENSE
Sacapulteco,saca1238,SACAPULTECO_SACAPULAS_CENTRO,May.MAYAN.SACAPULTECO_SACAPULAS_CENTRO
Tz'utujil,tzut1248,TZUTUJIL_WESTERN,May.MAYAN.TZUTUJIL_WESTERN
Tz'utujil,tzut1248,TZUTUJIL_SANTIAGO_ATITLAN,May.MAYAN.TZUTUJIL_SANTIAGO_ATITLAN
Tz'utujil,tzut1248,TZUTUJIL_SAN_JUAN_LA_LAGUNA,May.MAYAN.TZUTUJIL_SAN_JUAN_LA_LAGUNA
Kaqchikel,kaqc1270,SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA,May.MAYAN.SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA
Kaqchikel,kaqc1270,WESTERN_CAKCHIQUEL_PATZUN,May.MAYAN.WESTERN_CAKCHIQUEL_PATZUN
Kaqchikel,kaqc1270,NORTHERN_CAKCHIQUEL_TECPAN,May.MAYAN.NORTHERN_CAKCHIQUEL_TECPAN
Kaqchikel,kaqc1270,NORTHERN_CAKCHIQUEL_SAN_MARTIN_JILOTEPEQUE,May.MAYAN.NORTHERN_CAKCHIQUEL_SAN_MARTIN_JILOTEPEQUE
Achi,achi1256,EASTERN_QUICHE_RABINAL,May.MAYAN.EASTERN_QUICHE_RABINAL
K'iche',kich1262,WESTERN_QUICHE_SANTA_CATARINA_IXTAHUACAN,May.MAYAN.WESTERN_QUICHE_SANTA_CATARINA_IXTAHUACAN
K'iche',kich1262,CENTRAL_QUICHE,May.MAYAN.CENTRAL_QUICHE
K'iche',kich1262,WESTERN_QUICHE_TOTONICAPAN,May.MAYAN.WESTERN_QUICHE_TOTONICAPAN
K'iche',kich1262,WESTERN_QUICHE_MOMOSTENANGO,May.MAYAN.WESTERN_QUICHE_MOMOSTENANGO
K'iche',kich1262,CENTRAL_QUICHE_SANTA_MARIA_CHIQUIMULA,May.MAYAN.CENTRAL_QUICHE_SANTA_MARIA_CHIQUIMULA
K'iche',kich1262,KICHE,May.MAYAN.KICHE
K'iche',kich1262,QUICHE,May.MAYAN.QUICHE
K'iche',kich1262,KICHEE_SANTA_MARIA_CHIQUIMULA_2,May.MAYAN.KICHEE_SANTA_MARIA_CHIQUIMULA_2
K'iche',kich1262,KICHEE_SANTA_CRUZ_DE_EL_QUICHE,May.MAYAN.KICHEE_SANTA_CRUZ_DE_EL_QUICHE
K'iche',kich1262,KICHEE_SAN_ANTONIO_ILOTENANGO,May.MAYAN.KICHEE_SAN_ANTONIO_ILOTENANGO
K'iche',kich1262,KICHEE_JOYABAJ_2,May.MAYAN.KICHEE_JOYABAJ_2
K'iche',kich1262,KICHEE_ZACUALPA,May.MAYAN.KICHEE_ZACUALPA
K'iche',kich1262,KICHEE_ALDEA_ARGUETA_SOLOLA,May.MAYAN.KICHEE_ALDEA_ARGUETA_SOLOLA
K'iche',kich1262,KICHEE_NAHUALA_1,May.MAYAN.KICHEE_NAHUALA_1
K'iche',kich1262,KICHEE_SANTA_CLARA_LA_LAGUNA,May.MAYAN.KICHEE_SANTA_CLARA_LA_LAGUNA
K'iche',kich1262,KICHEE_SANTA_LUCIA_UTATLAN,May.MAYAN.KICHEE_SANTA_LUCIA_UTATLAN
K'iche',kich1262,KICHEE_NAHUALA_2,May.MAYAN.KICHEE_NAHUALA_2
K'iche',kich1262,KICHEE_JOYABAJ_1,May.MAYAN.KICHEE_JOYABAJ_1
K'iche',kich1262,KICHEE_CUBULCO,May.MAYAN.KICHEE_CUBULCO
K'iche',kich1262,KICHEE_SAN_MIGUEL_CHICAJ,May.MAYAN.KICHEE_SAN_MIGUEL_CHICAJ
Achi,achi1256,KICHEE_RABINAL,May.MAYAN.KICHEE_RABINAL
K'iche',kich1262,KICHEE_SANTA_MARIA_CHIQUIMULA_1,May.MAYAN.KICHEE_SANTA_MARIA_CHIQUIMULA_1
K'iche',kich1262,KICHEE_CUNEN_1,May.MAYAN.KICHEE_CUNEN_1
K'iche',kich1262,KICHEE_CUNEN_2,May.MAYAN.KICHEE_CUNEN_2
K'iche',kich1262,KICHEE_CHICHICASTENANGO,May.MAYAN.KICHEE_CHICHICASTENANGO
K'iche',kich1262,KICHEE_TOTONICAPAN_1,May.MAYAN.KICHEE_TOTONICAPAN_1
K'iche',kich1262,KICHEE_TOTONICAPAN_2,May.MAYAN.KICHEE_TOTONICAPAN_2
K'iche',kich1262,KICHEE_MOMOSTENANGO,May.MAYAN.KICHEE_MOMOSTENANGO
K'iche',kich1262,KICHEE_CANTEL,May.MAYAN.KICHEE_CANTEL
K'iche',kich1262,KICHEE_SAMAYAC_1,May.MAYAN.KICHEE_SAMAYAC_1
K'iche',kich1262,KICHEE_SAMAYAC_2,May.MAYAN.KICHEE_SAMAYAC_2
K'iche',kich1262,KICHEE_SAN_JOSE_CHIQUILAJA_QUETZ,May.MAYAN.KICHEE_SAN_JOSE_CHIQUILAJA_QUETZ
K'iche',kich1262,KICHEE_ZUNIL,May.MAYAN.KICHEE_ZUNIL
Jebero,jebe1250,JEBERO,Cah.CAHUAPANAN.JEBERO
Shawi,chay1248,CHAYAHUITA,Cah.CAHUAPANAN.CHAYAHUITA
Svan,svan1243,SVAN,Krt.KARTVELIAN.SVAN
Georgian,nucl1302,GEORGIAN,Krt.KARTVELIAN.GEORGIAN
Laz,lazz1240,LAZ,Krt.KARTVELIAN.LAZ
Mingrelian,ming1252,MINGRELIAN,Krt.KARTVELIAN.MINGRELIAN
,,KAKI_AE,Ele.TATE.KAKI_AE
,,CUICA,TC.TIMOTE_CUICA.CUICA
,,MIRRIPU_TIMOTE,TC.TIMOTE_CUICA.MIRRIPU_TIMOTE
Tanahmerah,tana1288,TANAHMERAH,TNG.TANAHMERAH.TANAHMERAH
Duna,duna1248,DUNA,TNG.DUNA.DUNA
Bogaya,boga1247,BOGAYA,TNG.DUNA.BOGAYA
Elseng,else1239,SAWA,Mrw.MORWAP.SAWA
Awyi,awyi1241,AWJI,Bor.BORDER.AWJI
Taikat,taik1255,TAIKAT,Bor.BORDER.TAIKAT
Manem,mane1266,MANEM,Bor.BORDER.MANEM
Senggi,seng1285,SENGI,Bor.BORDER.SENGI
Imonda,imon1245,IMONDA,Bor.BORDER.IMONDA
Waris,wari1266,WARIS,Bor.BORDER.WARIS
Daonda,daon1243,DAONDA,Bor.BORDER.DAONDA
Amanab,aman1265,AMANAB,Bor.BORDER.AMANAB
Sowanda,sowa1245,WAINA,Bor.BORDER.WAINA
Basque,basq1248,BASQUE,Bas.BASQUE.BASQUE
Nihali,niha1238,NIHALI,Nah.NAHALI.NIHALI
Nihali,niha1238,NIHALI_2,Nah.NAHALI.NIHALI_2
Nihali,niha1238,NAHALI,Nah.NAHALI.NAHALI
Usku,usku1243,USKU,Usk.USKU.USKU
Nadëb,nade1244,NADEB,Nad.NADAHUP.NADEB
Dâw,daww1239,DAW,Nad.NADAHUP.DAW
Hup,hupd1244,JUPDA,Nad.NADAHUP.JUPDA
Yuhup,yuhu1238,YUHUP,Nad.NADAHUP.YUHUP
Nyang'i,nyan1313,NYANGI,ESu.KULIAK.NYANGI
Soo,sooo1256,TEPES,ESu.KULIAK.TEPES
Ik,ikkk1242,IK_2,ESu.KULIAK.IK_2
Ik,ikkk1242,IK,ESu.KULIAK.IK
,,AFOA,TNG.GOILALAN.AFOA
Tauade,taua1242,TAUADE,TNG.GOILALAN.TAUADE
Kunimaipa,kuni1267,KUNIMAIPA,TNG.GOILALAN.KUNIMAIPA
Fuyug,fuyu1242,FUYUG_GAGAGRA,TNG.GOILALAN.FUYUG_GAGAGRA
,,MAFULU,TNG.GOILALAN.MAFULU
Gaam,gaam1241,INGASSANA,ESu.EASTERN_JEBEL.INGASSANA
Aka,akaa1242,AKA,ESu.EASTERN_JEBEL.AKA
Molo,molo1257,MOLO,ESu.EASTERN_JEBEL.MOLO
Majang,maja1242,MESENGO,ESu.SURMIC.MESENGO
Kacipo-Balesi,kaci1244,BAALE,ESu.SURMIC.BAALE
Kacipo-Balesi,kaci1244,ZILMAMU,ESu.SURMIC.ZILMAMU
Didinga,didi1258,DIDINGA,ESu.SURMIC.DIDINGA
Narim,nari1240,NARIM_LARIM,ESu.SURMIC.NARIM_LARIM
Murle,murl1244,MURLE,ESu.SURMIC.MURLE
Tennet,tenn1246,TENNET,ESu.SURMIC.TENNET
Kwegu,kweg1241,KWEGU,ESu.SURMIC.KWEGU
Me'en,meen1242,MEEN,ESu.SURMIC.MEEN
Mursi,murs1242,MURSI,ESu.SURMIC.MURSI
Tirma-Chai,suri1267,SURI_CHAI,ESu.SURMIC.SURI_CHAI
Tirma-Chai,suri1267,TIRMA,ESu.SURMIC.TIRMA
Temein,nucl1339,TEMEIN,ESu.TEMEIN.TEMEIN
Afitti,afit1238,AFITTI,ESu.NYIMANG.AFITTI
Ama (Sudan),amas1236,AMA_AFRICA,ESu.NYIMANG.AMA_AFRICA
Bari,bari1284,KUKU,ESu.NILOTIC.KUKU
Bari,bari1284,NGYEPU,ESu.NILOTIC.NGYEPU
Bari,bari1284,BARI_SUDAN,ESu.NILOTIC.BARI_SUDAN
Bari,bari1284,NYANGGWARA,ESu.NILOTIC.NYANGGWARA
Kakwa,kakw1240,KAKWA,ESu.NILOTIC.KAKWA
Mandari,mand1425,MONDARI,ESu.NILOTIC.MONDARI
Dongotono,dong1294,DONGOTONO,ESu.NILOTIC.DONGOTONO
Lokoya,loko1254,LOKOYA,ESu.NILOTIC.LOKOYA
Ngasa,ngas1238,ONGAMO,ESu.NILOTIC.ONGAMO
Masai,masa1300,MAASAI,ESu.NILOTIC.MAASAI
Samburu,samb1315,CAMUS,ESu.NILOTIC.CAMUS
Samburu,samb1315,SAMPUR,ESu.NILOTIC.SAMPUR
Teso,teso1249,TESO,ESu.NILOTIC.TESO
Turkana,turk1308,TURKANA,ESu.NILOTIC.TURKANA
Karamojong,kara1483,KARIMOJONG,ESu.NILOTIC.KARIMOJONG
Nyangatom,nyan1315,NYANGATOM_2,ESu.NILOTIC.NYANGATOM_2
Nyangatom,nyan1315,NYANGATOM,ESu.NILOTIC.NYANGATOM
Omotik,omot1239,OMOTIK,ESu.NILOTIC.OMOTIK
Barabayiiga-Gisamjanga,dato1239,DATOOGA_DIALECT_2,ESu.NILOTIC.DATOOGA_DIALECT_2
Barabayiiga-Gisamjanga,dato1239,DATOOGA_DIALECT_3,ESu.NILOTIC.DATOOGA_DIALECT_3
Barabayiiga-Gisamjanga,dato1239,DATOOGA_DIALECT_4,ESu.NILOTIC.DATOOGA_DIALECT_4
Barabayiiga-Gisamjanga,dato1239,DATOOGA_DIALECT_6,ESu.NILOTIC.DATOOGA_DIALECT_6
Barabayiiga-Gisamjanga,dato1239,DATOOGA_DIALECT_5,ESu.NILOTIC.DATOOGA_DIALECT_5
Markweeta,mark1255,ENDO,ESu.NILOTIC.ENDO
Pökoot,poko1263,POKOT,ESu.NILOTIC.POKOT
Okiek,okie1245,SOGOO,ESu.NILOTIC.SOGOO
Sabaot,saba1262,SABAOT,ESu.NILOTIC.SABAOT
Kipsigis,kips1239,KALENJIN,ESu.NILOTIC.KALENJIN
Nandi,nand1266,NANDI_2,ESu.NILOTIC.NANDI_2
Nandi,nand1266,NANDI,ESu.NILOTIC.NANDI
Tugen,tuge1241,NORTH_TUGEN,ESu.NILOTIC.NORTH_TUGEN
Nuer,nuer1246,NUER,ESu.NILOTIC.NUER
Northwestern Dinka,nort2816,DINKA_NORTHWESTERN,ESu.NILOTIC.DINKA_NORTHWESTERN
Southeastern Dinka,sout2834,DINKA_SOUTHEASTERN,ESu.NILOTIC.DINKA_SOUTHEASTERN
Northeastern Dinka,nort2815,DINKA_NORTHEASTERN,ESu.NILOTIC.DINKA_NORTHEASTERN
Southwestern Dinka,sout2832,REK,ESu.NILOTIC.REK
South Central Dinka,sout2833,DINKA_SOUTH_CENTRAL,ESu.NILOTIC.DINKA_SOUTH_CENTRAL
Northern Burun,buru1301,BURUN,ESu.NILOTIC.BURUN
Jumjum,jumj1238,JUMJUM,ESu.NILOTIC.JUMJUM
Mabaan,maba1273,MABAAN,ESu.NILOTIC.MABAAN
Shilluk,shil1265,SHILLUK,ESu.NILOTIC.SHILLUK
Luwo,luwo1239,GIUR,ESu.NILOTIC.GIUR
Päri,pari1256,PARI,ESu.NILOTIC.PARI
Anuak,anua1242,ANYUAK,ESu.NILOTIC.ANYUAK
Shilluk,shil1265,SHILLUK_2,ESu.NILOTIC.SHILLUK_2
Acoli,acol1236,ACHOLI,ESu.NILOTIC.ACHOLI
Acoli,acol1236,ACHOLI_2,ESu.NILOTIC.ACHOLI_2
Lango (Uganda),lang1324,LANGO,ESu.NILOTIC.LANGO
Alur,alur1250,ALUR,ESu.NILOTIC.ALUR
Adhola,adho1243,ADHOLA,ESu.NILOTIC.ADHOLA
Luo (Kenya and Tanzania),luok1236,LUO,ESu.NILOTIC.LUO
Tima,tima1241,TIMA,Krd.KATLA_TIMA.TIMA
Katla,katl1237,KATLA,Krd.KATLA_TIMA.KATLA
Lumun,lumu1239,LUMUN,Krd.TALODI_PROPER.LUMUN
Dagik,dagi1241,DENGEBU,Krd.TALODI_PROPER.DENGEBU
Ngile,ngil1242,NGILE,Krd.TALODI_PROPER.NGILE
Tocho,toch1257,TOCHO,Krd.TALODI_PROPER.TOCHO
Tasomi-Tata,talo1250,JOMANG,Krd.TALODI_PROPER.JOMANG
Nding,ndin1245,NDING,Krd.TALODI_PROPER.NDING
Ko,kooo1244,KO1,Krd.HEIBAN.KO1
Warnang,warn1244,WARNANG,Krd.HEIBAN.WARNANG
Moro,moro1285,MORO,Krd.HEIBAN.MORO
Tira,tira1254,TIRO,Krd.HEIBAN.TIRO
Shwai,shwa1239,SHIRUMBA,Krd.HEIBAN.SHIRUMBA
Koalib-Rere,koal1240,RERE,Krd.HEIBAN.RERE
Logol,logo1262,LOGOL,Krd.HEIBAN.LOGOL
Otoro,otor1240,UTORO,Krd.HEIBAN.UTORO
Ebang,heib1243,ABUL,Krd.HEIBAN.ABUL
Ebang,heib1243,EBANG,Krd.HEIBAN.EBANG
Laru (North Sudan),laro1243,LARU_SUDAN,Krd.HEIBAN.LARU_SUDAN
Pa-Hng,pahn1237,GUNDONG_PA_HNG,HM.HMONG_MIEN.GUNDONG_PA_HNG
Pa-Hng,pahn1237,PA_HNG,HM.HMONG_MIEN.PA_HNG
Younuo Bunu,youn1235,YOUNUO_BUNU,HM.HMONG_MIEN.YOUNUO_BUNU
Younuo Bunu,youn1235,HUANGLUO_BUNU,HM.HMONG_MIEN.HUANGLUO_BUNU
Jiongnai Bunu,jion1236,LIUXIANG_BUNU,HM.HMONG_MIEN.LIUXIANG_BUNU
Jiongnai Bunu,jion1236,LONGHUA_BUNU,HM.HMONG_MIEN.LONGHUA_BUNU
Jiongnai Bunu,jion1236,LONGHUA_BUNU_2,HM.HMONG_MIEN.LONGHUA_BUNU_2
She,shee1238,CHENHU_SHE,HM.HMONG_MIEN.CHENHU_SHE
She,shee1238,HAIFENG_SHE,HM.HMONG_MIEN.HAIFENG_SHE
She,shee1238,SHE_CHINA,HM.HMONG_MIEN.SHE_CHINA
She,shee1238,LIANHUA_SHE,HM.HMONG_MIEN.LIANHUA_SHE
