glottolog_name,Glottocode,asjp_id,tip_name
Shuar,shua1257,JIVARO_SHUAR,Jiv.JIVAROAN.JIVARO_SHUAR
Andaqui,anda1286,ANDAQUI,Bar.ANDAQUI.ANDAQUI
Molale,mola1238,MOLALA,Pen.MOLALA.MOLALA
Nez Perce,nezp1238,NEZ_PERCE,Pen.SAHAPTIAN.NEZ_PERCE
Umatilla,umat1237,UMATILLA_SAHAPTIN,Pen.SAHAPTIAN.UMATILLA_SAHAPTIN
Qawasqar,qawa1238,QAWASQAR,Ala.ALACALUFAN.QAWASQAR
Aleut,aleu1260,ALEUT,EA.ALEUT.ALEUT
Central Siberian Yupik,cent2128,ST_LAWRENCE_YUPIK,EA.ESKIMO.ST_LAWRENCE_YUPIK
Central Siberian Yupik,cent2128,YUPIK_CENTRAL_SIBERIAN_CHAPLINO,EA.ESKIMO.YUPIK_CENTRAL_SIBERIAN_CHAPLINO
Old Sirenik,sire1246,YUPIK_SIRENIK,EA.ESKIMO.YUPIK_SIRENIK
Central Alaskan Yupik,cent2127,C_YUPIK,EA.ESKIMO.C_YUPIK
Kalaallisut,kala1399,EAST_GREENLANDIC,EA.ESKIMO.EAST_GREENLANDIC
North Alaskan Inupiatun,nort2943,INUPIAQ,EA.ESKIMO.INUPIAQ
Kalaallisut,kala1399,WEST_GREENLANDIC,EA.ESKIMO.WEST_GREENLANDIC
Eastern Canadian Inuktitut,east2534,INUKTITUT_EASTERN_CANADIAN,EA.ESKIMO.INUKTITUT_EASTERN_CANADIAN
Western Canadian Inuktitut,west2618,KANGIRYUARMIUTUN,EA.ESKIMO.KANGIRYUARMIUTUN
Pisaflores Tepehua,pisa1237,TEPEHUA_PISA_FLORES,Tot.TOTONACAN.TEPEHUA_PISA_FLORES
Huehuetla Tepehua,hueh1236,TEPEHUA_HUEHUETLA,Tot.TOTONACAN.TEPEHUA_HUEHUETLA
Tlachichilco Tepehua,tlac1235,TEPEHUA_TLACHICHILCO,Tot.TOTONACAN.TEPEHUA_TLACHICHILCO
Yecuatla Totonac,yecu1235,TOTONAC_MISANTLA,Tot.TOTONACAN.TOTONAC_MISANTLA
,,TOTONAC_TEJERIA,Tot.TOTONACAN.TOTONAC_TEJERIA
,,TOTONAC_COATEPEC,Tot.TOTONACAN.TOTONAC_COATEPEC
,,TOTONAC_OLINTLA,Tot.TOTONACAN.TOTONAC_OLINTLA
Upper Necaxa Totonac,uppe1275,TOTONAC_UPPER_NEXACA,Tot.TOTONACAN.TOTONAC_UPPER_NEXACA
Xicotepec De Juárez Totonac,xico1235,XICOTEPEC_TOTONAC,Tot.TOTONACAN.XICOTEPEC_TOTONAC
Filomeno Mata Totonac,filo1235,TOTONAC_FILOMENA_MATA,Tot.TOTONACAN.TOTONAC_FILOMENA_MATA
Papantla Totonac,papa1238,PAPANTLA_TOTONAC,Tot.TOTONACAN.PAPANTLA_TOTONAC
Highland Totonac,high1243,TOTONAC_COYUTLA,Tot.TOTONACAN.TOTONAC_COYUTLA
Highland Totonac,high1243,TOTONAC_HIGHLAND,Tot.TOTONACAN.TOTONAC_HIGHLAND
,,TOTONAC_OZELONACAXTLA,Tot.TOTONACAN.TOTONAC_OZELONACAXTLA
Alsea-Yaquina,alse1251,ALSEA,OC.ALSEA.ALSEA
Kutenai,kute1249,KUTENAI,Ktn.KUTENAI.KUTENAI
Quileute,quil1240,QUILEUTE,Chk.CHIMAKUAN.QUILEUTE
Makah,maka1318,MAKAH,Wak.SOUTHERN_WAKASHAN.MAKAH
Ditidaht,diti1235,DITIDAHT,Wak.SOUTHERN_WAKASHAN.DITIDAHT
Nuu-chah-nulth,nuuc1236,NOOTKA,Wak.SOUTHERN_WAKASHAN.NOOTKA
Haisla,hais1244,HAISLA,Wak.NORTHERN_WAKASHAN.HAISLA
Kwak'wala,kwak1269,KWAKWALA,Wak.NORTHERN_WAKASHAN.KWAKWALA
Heiltsuk-Oowekyala,heil1246,HEILTSUK,Wak.NORTHERN_WAKASHAN.HEILTSUK
Heiltsuk-Oowekyala,heil1246,OOWEKYALA,Wak.NORTHERN_WAKASHAN.OOWEKYALA
Siuslaw,sius1254,SIUSLAW,OC.SIUSLAWAN.SIUSLAW
Bella Coola,bell1243,BELLA_COOLA,Sal.BELLA_COOLA.BELLA_COOLA
Tillamook,till1254,TILLAMOOK,Sal.TILLAMOOK.TILLAMOOK
Lillooet,lill1248,LILLOOET,Sal.INTERIOR_SALISH.LILLOOET
Shuswap,shus1248,SHUSWAP,Sal.INTERIOR_SALISH.SHUSWAP
Thompson,thom1243,THOMPSON,Sal.INTERIOR_SALISH.THOMPSON
Columbia-Wenatchi,colu1241,COLUMBIA_WENATCHI,Sal.INTERIOR_SALISH.COLUMBIA_WENATCHI
Okanagan,okan1243,OKANAGAN_COLVILLE,Sal.INTERIOR_SALISH.OKANAGAN_COLVILLE
Coeur d'Alene,coeu1236,COEUR_DALENE,Sal.INTERIOR_SALISH.COEUR_DALENE
Kalispel-Pend d'Oreille,kali1308,MONTANA_SALISH,Sal.INTERIOR_SALISH.MONTANA_SALISH
Kalispel-Pend d'Oreille,kali1308,KALISPEL_PEND_DOREILLE,Sal.INTERIOR_SALISH.KALISPEL_PEND_DOREILLE
Spokane,spok1245,SPOKANE,Sal.INTERIOR_SALISH.SPOKANE
Quinault,quin1251,QUINAULT,Sal.TSAMOSAN.QUINAULT
Upper Chehalis,uppe1439,CHEHALIS_UPPER,Sal.TSAMOSAN.CHEHALIS_UPPER
Cowlitz,cowl1242,COWLITZ,Sal.TSAMOSAN.COWLITZ
Twana,twan1247,TWANA,Sal.CENTRAL_SALISH.TWANA
Northern Lushootseed,lush1252,LUSHOOTSEED,Sal.CENTRAL_SALISH.LUSHOOTSEED
Southern Puget Sound Salish,sout2965,PUGET_SALISH,Sal.CENTRAL_SALISH.PUGET_SALISH
Sechelt,sech1246,SECHELT,Sal.CENTRAL_SALISH.SECHELT
Comox,como1259,COMOX,Sal.CENTRAL_SALISH.COMOX
Comox,como1259,SLIAMMON,Sal.CENTRAL_SALISH.SLIAMMON
Squamish,squa1248,SQUAMISH,Sal.CENTRAL_SALISH.SQUAMISH
Nooksack,nook1247,NOOKSACK,Sal.CENTRAL_SALISH.NOOKSACK
Halkomelem,halk1245,STOLO,Sal.CENTRAL_SALISH.STOLO
Halkomelem,halk1245,COWICHAN,Sal.CENTRAL_SALISH.COWICHAN
Halkomelem,halk1245,MUSQUEAM,Sal.CENTRAL_SALISH.MUSQUEAM
Clallam,clal1241,CLALLAM,Sal.CENTRAL_SALISH.CLALLAM
Northern Straits Salish,stra1244,SAMISH,Sal.CENTRAL_SALISH.SAMISH
Northern Straits Salish,stra1244,SONGISH,Sal.CENTRAL_SALISH.SONGISH
Northern Straits Salish,stra1244,SAANICH,Sal.CENTRAL_SALISH.SAANICH
Northern Straits Salish,stra1244,SALISH_STRAITS,Sal.CENTRAL_SALISH.SALISH_STRAITS
Cholón,chol1284,CHOLON,Chl.CHOLON.CHOLON
Puinave,puin1248,PUINABE,Pui.PUINAVE.PUINABE
Puinave,puin1248,PUINAVE,Pui.PUINAVE.PUINAVE
Nukak Makú,nuka1242,NUKAK_MAKU,CN.CACUA_NUKAK.NUKAK_MAKU
Nukak Makú,nuka1242,NUKAK,CN.CACUA_NUKAK.NUKAK
Kakua,cacu1241,CACUA,CN.CACUA_NUKAK.CACUA
Kakua,cacu1241,KAKUA,CN.CACUA_NUKAK.KAKUA
Vilela,vile1241,VILELA,LV.LULE_VILELA.VILELA
,,GUACHI,Gch.GUACHI.GUACHI
Nuclear Wintu,nucl1651,WINTU,Pen.WINTUAN.WINTU
Northwest Maidu,nort2951,MAIDU_KONKAU,Pen.MAIDUAN.MAIDU_KONKAU
Northwest Maidu,nort2951,MAIDU_NORTHWEST_NAKUM,Pen.MAIDUAN.MAIDU_NORTHWEST_NAKUM
Nisenan,nise1244,NISENAN,Pen.MAIDUAN.NISENAN
Northeast Maidu,nort2952,NE_MAIDU,Pen.MAIDUAN.NE_MAIDU
Wappo,wapp1239,WAPPO,WY.WAPPO.WAPPO
Northern Yukian,yuki1243,YUKI,WY.YUKIAN.YUKI
Tol,toll1241,JICAQUE,Tol.TOL.JICAQUE
Maybrat,maib1239,MAI_BRAT,WP.NORTH_CENTRAL_BIRDS_HEAD.MAI_BRAT
Achumawi,achu1247,ACHUMAWI,Hok.PALAIHNIHAN.ACHUMAWI
Atsugewi,atsu1245,ATSUGEWI,Hok.PALAIHNIHAN.ATSUGEWI
Hanis,coos1249,HANIS_COOS,OC.COOSAN.HANIS_COOS
Shasta,shas1239,SHASTA,Hok.SHASTA.SHASTA
Chimariko,chim1301,CHIMARIKO,Hok.CHIMARIKO.CHIMARIKO
Seri,seri1257,SERI,Hok.SERI.SERI
Southeastern Pomo,sout2982,SOUTHEASTERN_POMO,Hok.POMOAN.SOUTHEASTERN_POMO
Eastern Pomo,east2545,POMO_EASTERN,Hok.POMOAN.POMO_EASTERN
Kashaya,kash1280,KASHAYA,Hok.POMOAN.KASHAYA
Southern Pomo,sout2984,SOUTHERN_POMO,Hok.POMOAN.SOUTHERN_POMO
Northeastern Russian River Pomo,nort2967,POMO_NORTHEASTERN,Hok.POMOAN.POMO_NORTHEASTERN
Central Pomo,cent2138,POMO_CENTRAL,Hok.POMOAN.POMO_CENTRAL
Northern Pomo,nort2966,POMO_NORTHERN,Hok.POMOAN.POMO_NORTHERN
Cochimi,coch1272,COCHIMI,Hok.YUMAN.COCHIMI
Kiliwa,kili1268,KILIWA,Hok.YUMAN.KILIWA
Paipai,paip1241,PAIPAI,Hok.YUMAN.PAIPAI
Tipai-Kumeyaay-Huerteno,kumi1248,DIEGUENO,Hok.YUMAN.DIEGUENO
Cocopa,coco1261,COCOPA,Hok.YUMAN.COCOPA
Tipai-Kumeyaay-Huerteno,kumi1248,TIPAI,Hok.YUMAN.TIPAI
Havasupai-Walapai-Yavapai,hava1248,YAVAPAI,Hok.YUMAN.YAVAPAI
Havasupai-Walapai-Yavapai,hava1248,WALAPAI,Hok.YUMAN.WALAPAI
Havasupai-Walapai-Yavapai,hava1248,HAVASUPAI,Hok.YUMAN.HAVASUPAI
Mohave,moha1256,MOHAVE,Hok.YUMAN.MOHAVE
Mohave,moha1256,MOJAVE,Hok.YUMAN.MOJAVE
Maricopa,mari1440,MARICOPA,Hok.YUMAN.MARICOPA
Quechan,quec1382,YUMA,Hok.YUMAN.YUMA
Hoti,yuwa1244,YUWANA,Yuw.YUWANA.YUWANA
Hoti,yuwa1244,YUWANA_2,Yuw.YUWANA.YUWANA_2
Sáliba,sali1298,SALIBA_COLUMBIA,Slv.SALIBA.SALIBA_COLUMBIA
Piaroa,piar1243,PIAROA,Slv.PIAROA.PIAROA
Comecrudan,come1251,COMECRUDO,Com.COMECRUDAN.COMECRUDO
Highland Oaxaca Chontal,high1242,HIGHLAND_TEQUISTLATEC,Teq.TEQUISTLATECAN.HIGHLAND_TEQUISTLATEC
Lowland Oaxaca Chontal,lowl1260,OAXACA_CHONTAL,Teq.TEQUISTLATECAN.OAXACA_CHONTAL
Hopi,hopi1249,HOPI,UA.HOPI.HOPI
Shoshoni,shos1248,SHOSHONI,UA.NUMIC.SHOSHONI
Comanche,coma1245,COMANCHE,UA.NUMIC.COMANCHE
Panamint,pana1305,TUMPISA,UA.NUMIC.TUMPISA
Panamint,pana1305,PANAMINT,UA.NUMIC.PANAMINT
Northern Paiute,nort2954,NORTHERN_PAIUTE_BANNOCK,UA.NUMIC.NORTHERN_PAIUTE_BANNOCK
Northern Paiute,nort2954,NORTHERN_PAIUTE,UA.NUMIC.NORTHERN_PAIUTE
Mono (USA),mono1275,WESTERN_MONO,UA.NUMIC.WESTERN_MONO
Kawaiisu,kawa1283,KAWAIISU,UA.NUMIC.KAWAIISU
Ute-Southern Paiute,utes1238,SOUTHERN_PAIUTE,UA.NUMIC.SOUTHERN_PAIUTE
,,UTE_SOUTHERN_PAIUTE,UA.NUMIC.UTE_SOUTHERN_PAIUTE
Ute-Southern Paiute,utes1238,UTE_1,UA.NUMIC.UTE_1
Ute-Southern Paiute,utes1238,UTE_2,UA.NUMIC.UTE_2
Tübatulabal,tuba1278,TUBATULABAL,UA.TUBATULABAL.TUBATULABAL
Serrano,serr1255,SERRANO,UA.TAKIC.SERRANO
Serrano,serr1255,GABRIELINO,UA.TAKIC.GABRIELINO
,,KITANEMUK,UA.TAKIC.KITANEMUK
Luiseno-Juaneño,luis1253,LUISENO,UA.TAKIC.LUISENO
Cahuilla,cahu1264,CAHUILLA,UA.TAKIC.CAHUILLA
Cupeño,cupe1243,CUPENO,UA.TAKIC.CUPENO
Northern Tepehuan,nort2959,NORTHERN_TEPEHUAN,UA.TEPIMAN.NORTHERN_TEPEHUAN
Southeastern Tepehuan,sout2976,SOUTHERN_TEPEHUAN,UA.TEPIMAN.SOUTHERN_TEPEHUAN
Tepecano,tepe1278,TEPECANO,UA.TEPIMAN.TEPECANO
Pima Bajo,pima1248,PIMA_BAJO,UA.TEPIMAN.PIMA_BAJO
Pima Bajo,pima1248,LOWER_PIMA,UA.TEPIMAN.LOWER_PIMA
Tohono O'odham,toho1245,TOHONO_OODHAM,UA.TEPIMAN.TOHONO_OODHAM
Tohono O'odham,toho1245,UPPER_PIMA,UA.TEPIMAN.UPPER_PIMA
Central Tarahumara,cent2131,CENTRAL_TARAHUMARA,UA.TARAHUMARAN.CENTRAL_TARAHUMARA
Huarijio,huar1255,HUARIJIO,UA.TARAHUMARAN.HUARIJIO
Huarijio,huar1255,GUARIJIO,UA.TARAHUMARAN.GUARIJIO
Huarijio,huar1255,WARIHIO,UA.TARAHUMARAN.WARIHIO
Tubar,tuba1279,TUBAR,UA.TUBAR.TUBAR
Teguima,opat1246,EUDEVE,UA.CAHITA.EUDEVE
Teguima,opat1246,OPATA,UA.CAHITA.OPATA
Yaqui,yaqu1251,YAQUI,UA.CAHITA.YAQUI
Yaqui,yaqu1251,YAQUI_2,UA.CAHITA.YAQUI_2
Mayo,mayo1264,MAYO,UA.CAHITA.MAYO
Mayo,mayo1264,MAYO_LOS_CAPOMOS,UA.CAHITA.MAYO_LOS_CAPOMOS
Huichol,huic1243,HUICHOL,UA.CORACHOL.HUICHOL
El Nayar Cora,elna1235,EL_NAYAR_CORA,UA.CORACHOL.EL_NAYAR_CORA
,,NAHUATL_AMILCINGO_ZACUALPAN,UA.AZTECAN.NAHUATL_AMILCINGO_ZACUALPAN
,,NAHUATL_HUEYAPAN_TETELA_DEL_VOLCAN,UA.AZTECAN.NAHUATL_HUEYAPAN_TETELA_DEL_VOLCAN
,,NAHUATL_ACAXOCHITLAN,UA.AZTECAN.NAHUATL_ACAXOCHITLAN
,,NAHUATL_COYOTEPEC,UA.AZTECAN.NAHUATL_COYOTEPEC
,,NAHUATL_SAN_FRANCISCO_TLALNEPANTLA,UA.AZTECAN.NAHUATL_SAN_FRANCISCO_TLALNEPANTLA
Tetelcingo Nahuatl,tete1251,TETELCINGO_NAHUATL,UA.AZTECAN.TETELCINGO_NAHUATL
Tlaxcala-Puebla-Central Nahuatl,cent2132,NAHUATL_SAN_MIGUEL_AYOTLA,UA.AZTECAN.NAHUATL_SAN_MIGUEL_AYOTLA
Tlaxcala-Puebla-Central Nahuatl,cent2132,NAHUATL_SAN_PEDRO_TLALCUAPAN_SANTA_ANA_CHIAUTEMPAN,UA.AZTECAN.NAHUATL_SAN_PEDRO_TLALCUAPAN_SANTA_ANA_CHIAUTEMPAN
Classical Nahuatl,clas1250,CLASSICAL_NAHUATL,UA.AZTECAN.CLASSICAL_NAHUATL
Northern Puebla Nahuatl,nort2957,NAHUATL_XILOCUAUTLA_HUAUCHINANGO,UA.AZTECAN.NAHUATL_XILOCUAUTLA_HUAUCHINANGO
Northern Puebla Nahuatl,nort2957,NAHUATL_DEL_NORTE_DEL_ESTADO_DE_PUEBLA,UA.AZTECAN.NAHUATL_DEL_NORTE_DEL_ESTADO_DE_PUEBLA
Pochutec,poch1244,POCHUTLA_NAHUATL,UA.AZTECAN.POCHUTLA_NAHUATL
Morelos Nahuatl,more1259,NAHUATL_TEPOTZTLAN,UA.AZTECAN.NAHUATL_TEPOTZTLAN
,,NAHUATL_SAN_JERONINO_AMANALCO,UA.AZTECAN.NAHUATL_SAN_JERONINO_AMANALCO
,,NAHUATL_XOXOCOTLA_PUENTE_DE_IXTLA,UA.AZTECAN.NAHUATL_XOXOCOTLA_PUENTE_DE_IXTLA
,,NAHUATL_AXOCHIAPAN,UA.AZTECAN.NAHUATL_AXOCHIAPAN
Tlamacazapa Nahuatl,tlam1239,NAHUATL_ATLACHOLOAYA_XOCHITEPEC,UA.AZTECAN.NAHUATL_ATLACHOLOAYA_XOCHITEPEC
Tlamacazapa Nahuatl,tlam1239,NAHUATL_CUENTEPEC_TEMIXCO,UA.AZTECAN.NAHUATL_CUENTEPEC_TEMIXCO
Coatepec Nahuatl,coat1240,NAHUATL_CHILACACHAPA_CUETZALA_DEL_PROGRESO,UA.AZTECAN.NAHUATL_CHILACACHAPA_CUETZALA_DEL_PROGRESO
Coatepec Nahuatl,coat1240,NAHUATL_COATEPEC_COSTALES,UA.AZTECAN.NAHUATL_COATEPEC_COSTALES
Coatepec Nahuatl,coat1240,NAHUATL_COATEPEC_COSTALES_TELEOLOAPAN,UA.AZTECAN.NAHUATL_COATEPEC_COSTALES_TELEOLOAPAN
,,NAHUATL_XALATZALA_TLAPA,UA.AZTECAN.NAHUATL_XALATZALA_TLAPA
,,NAHUATL_XALPATLAHUAC,UA.AZTECAN.NAHUATL_XALPATLAHUAC
,,NAHUATL_QUETZALAPA_AZOYU,UA.AZTECAN.NAHUATL_QUETZALAPA_AZOYU
Michoacán Nahuatl,mich1245,NAHUATL_POMARO_AQUILA,UA.AZTECAN.NAHUATL_POMARO_AQUILA
Western Durango Nahuatl,west2778,NAHUATL_SAN_AGUSTIN_DE_BUENAVENTURA,UA.AZTECAN.NAHUATL_SAN_AGUSTIN_DE_BUENAVENTURA
,,NAHUATL_SAN_PEDRO_JICORA,UA.AZTECAN.NAHUATL_SAN_PEDRO_JICORA
Southeastern Puebla Nahuatl,sout2973,NAHUATL_SAN_JOSE_MIAHUATLAN,UA.AZTECAN.NAHUATL_SAN_JOSE_MIAHUATLAN
Sierra Negra Nahuatl,sier1248,NAHUATL_SAN_PABLO_ZOQUITLAN,UA.AZTECAN.NAHUATL_SAN_PABLO_ZOQUITLAN
Central Puebla Nahuatl,cent2133,NAHUATL_HUATLATLAUCA,UA.AZTECAN.NAHUATL_HUATLATLAUCA
,,NAHUATL_JICOCINGO_ZACATLAN,UA.AZTECAN.NAHUATL_JICOCINGO_ZACATLAN
,,NAHUATL_SANTA_ANA_TLACOTENCO,UA.AZTECAN.NAHUATL_SANTA_ANA_TLACOTENCO
Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,zaca1241,NAHUATL_CUACUILA_HUAUCHINANGO,UA.AZTECAN.NAHUATL_CUACUILA_HUAUCHINANGO
,,NAHUATL_JALATLACO,UA.AZTECAN.NAHUATL_JALATLACO
Highland Puebla Nahuatl,high1278,NAHUATL_STA_MA_COAPAN,UA.AZTECAN.NAHUATL_STA_MA_COAPAN
,,NAHUATL_CHICHIQUILA,UA.AZTECAN.NAHUATL_CHICHIQUILA
Huaxcaleca Nahuatl,huax1236,NAHUATL_RAFAEL_DELGADO,UA.AZTECAN.NAHUATL_RAFAEL_DELGADO
,,NAHUATL_SANTA_MARIA_TEOPOXCO,UA.AZTECAN.NAHUATL_SANTA_MARIA_TEOPOXCO
Northern Oaxaca Nahuatl,nort2958,NAHUATL_SAN_BERNARDINO_TEOTITLAN_DEL_CAMINO,UA.AZTECAN.NAHUATL_SAN_BERNARDINO_TEOTITLAN_DEL_CAMINO
Central Guerrero Nahuatl,guer1241,NAHUATL_SAN_AGUSTIN_OAPAN,UA.AZTECAN.NAHUATL_SAN_AGUSTIN_OAPAN
,,NAHUATL_XAALITLA_TEPECUAUILCO,UA.AZTECAN.NAHUATL_XAALITLA_TEPECUAUILCO
Central Guerrero Nahuatl,guer1241,NAHUATL_HUITZILTEPEC_ZUMPANGO_DEL_RIO,UA.AZTECAN.NAHUATL_HUITZILTEPEC_ZUMPANGO_DEL_RIO
Central Guerrero Nahuatl,guer1241,NAHUATL_ATLIACA_TIXTLA,UA.AZTECAN.NAHUATL_ATLIACA_TIXTLA
Central Guerrero Nahuatl,guer1241,NAHUATL_ACATLAN,UA.AZTECAN.NAHUATL_ACATLAN
Central Guerrero Nahuatl,guer1241,NAHUATL_ZITLALA,UA.AZTECAN.NAHUATL_ZITLALA
Pipil,pipi1250,PIPIL,UA.AZTECAN.PIPIL
Isthmus-Mecayapan Nahuatl,isth1242,NAHUATL_MECAYAPAN,UA.AZTECAN.NAHUATL_MECAYAPAN
Isthmus-Pajapan Nahuatl,isth1241,NAHUATL_PAJAPAN,UA.AZTECAN.NAHUATL_PAJAPAN
Tabasco Nahuatl,taba1265,TABASCO_NAHUATL_CUPILCO,UA.AZTECAN.TABASCO_NAHUATL_CUPILCO
,,NAHUATL_AYOTOXCO,UA.AZTECAN.NAHUATL_AYOTOXCO
,,NAHUATL_REYES_DE_VALLARTA_TUZAMAPAN,UA.AZTECAN.NAHUATL_REYES_DE_VALLARTA_TUZAMAPAN
Highland Puebla Nahuatl,high1278,HIGHLAND_PUEBLA_NAHUATL,UA.AZTECAN.HIGHLAND_PUEBLA_NAHUATL
Highland Puebla Nahuatl,high1278,NAHUATL_SIERRA_DE_ZACAPOAXTLA,UA.AZTECAN.NAHUATL_SIERRA_DE_ZACAPOAXTLA
,,NAHUATL_CHILOCOYO_HUEHUETLA,UA.AZTECAN.NAHUATL_CHILOCOYO_HUEHUETLA
,,NAHUATL_IXTACAMAXTITLAN,UA.AZTECAN.NAHUATL_IXTACAMAXTITLAN
,,NAHUATL_CHIGNAUTLA,UA.AZTECAN.NAHUATL_CHIGNAUTLA
,,NAHUATL_CUAMELC0_TIANGUISTENGO,UA.AZTECAN.NAHUATL_CUAMELC0_TIANGUISTENGO
,,NAHUATL_CUATLAMAYAN_ANTONIO_SANTOS,UA.AZTECAN.NAHUATL_CUATLAMAYAN_ANTONIO_SANTOS
,,NAHUATL_CHINANCAHUATL_ZACUALTIPAN,UA.AZTECAN.NAHUATL_CHINANCAHUATL_ZACUALTIPAN
,,NAHUATL_ZAHUASTIPAN_SAN_AUGUSTIN_METZQUITITLAN,UA.AZTECAN.NAHUATL_ZAHUASTIPAN_SAN_AUGUSTIN_METZQUITITLAN
,,NAHUATL_LAS_BALSAS,UA.AZTECAN.NAHUATL_LAS_BALSAS
,,NAHUATL_XOCHIATIPAN,UA.AZTECAN.NAHUATL_XOCHIATIPAN
,,NAHUATL_MONTEGRANDE_PLATON_SANCHEZ,UA.AZTECAN.NAHUATL_MONTEGRANDE_PLATON_SANCHEZ
Central Huasteca Nahuatl,cent2134,NAHUATL_CHICONTEPEC,UA.AZTECAN.NAHUATL_CHICONTEPEC
Western Huasteca Nahuatl,west2624,NAHUATL_COXCATLAN,UA.AZTECAN.NAHUATL_COXCATLAN
,,NAHUATL_TLALNEPANTLA_TAMAZUNCHALE,UA.AZTECAN.NAHUATL_TLALNEPANTLA_TAMAZUNCHALE
,,NAHUATL_XILITLA,UA.AZTECAN.NAHUATL_XILITLA
,,NAHUATL_HUEYATI_YAHUALICA,UA.AZTECAN.NAHUATL_HUEYATI_YAHUALICA
Eastern Huasteca Nahuatl,east2538,NAHUATL_BUENOS_AIRES_ALAMO,UA.AZTECAN.NAHUATL_BUENOS_AIRES_ALAMO
,,NAHUATL_IXHUATLAN_DE_MADERO,UA.AZTECAN.NAHUATL_IXHUATLAN_DE_MADERO
,,NAHUATL_LA_REFORMA_TEPEHUACAN_DE_GUERRERO,UA.AZTECAN.NAHUATL_LA_REFORMA_TEPEHUACAN_DE_GUERRERO
Camsá,cams1241,KAMSA,Cam.CAMSA.KAMSA
Sanumá,sanu1240,SANIMA,Yan.YANOMAM.SANIMA
Sanumá,sanu1240,SANUMA,Yan.YANOMAM.SANUMA
Yanomamö,yano1261,YANOMAME,Yan.YANOMAM.YANOMAME
Yanomám,yano1262,YANOMAM,Yan.YANOMAM.YANOMAM
Yanomám,yano1262,YANOMAMI,Yan.YANOMAM.YANOMAMI
Ninam,nina1238,YANAM,Yan.YANOMAM.YANAM
Ninam,nina1238,YANAM_2,Yan.YANOMAM.YANAM_2
Ninam,nina1238,NINAM,Yan.YANOMAM.NINAM
Ninam,nina1238,SHIRISHANA,Yan.YANOMAM.SHIRISHANA
Molof,molo1262,MOLOF,Mol.MOLOF.MOLOF
,,PAUPE,Sep.SEPIK_HILL.PAUPE
Kehu,kehu1238,KEHU,Keh.KEHU.KEHU
Japanese,nucl1643,EI_JAPANESE,Jap.JAPANESE.EI_JAPANESE
Japanese,nucl1643,TAKARAJIMA_JAPANESE,Jap.JAPANESE.TAKARAJIMA_JAPANESE
Japanese,nucl1643,JAPANESE_KYOTO,Jap.JAPANESE.JAPANESE_KYOTO
Japanese,nucl1643,TOKYO_JAPANESE,Jap.JAPANESE.TOKYO_JAPANESE
Japanese,nucl1643,JAPANESE_2,Jap.JAPANESE.JAPANESE_2
Japanese,nucl1643,JAPANESE,Jap.JAPANESE.JAPANESE
Kunigami,kuni1268,YONAMINE,Jap.JAPANESE.YONAMINE
Central Okinawan,cent2126,SHURI,Jap.JAPANESE.SHURI
Central Okinawan,cent2126,NAHA,Jap.JAPANESE.NAHA
Kunigami,kuni1268,IZENA_KUNIGAMI,Jap.JAPANESE.IZENA_KUNIGAMI
Central Okinawan,cent2126,YAMAZATO_OKINAWAN,Jap.JAPANESE.YAMAZATO_OKINAWAN
Central Okinawan,cent2126,AKAJIMA_OKINAWAN,Jap.JAPANESE.AKAJIMA_OKINAWAN
Central Okinawan,cent2126,HIGA_OKINAWAN,Jap.JAPANESE.HIGA_OKINAWAN
Kikai,kika1239,KAMIKATETSU_KIKAI,Jap.JAPANESE.KAMIKATETSU_KIKAI
Yoron,yoro1243,YORON,Jap.JAPANESE.YORON
Toku-No-Shima,toku1246,TOKUWASE,Jap.JAPANESE.TOKUWASE
Northern Amami-Oshima,nort2935,NORTHERN_AMAMI_OSHIMA,Jap.JAPANESE.NORTHERN_AMAMI_OSHIMA
Northern Amami-Oshima,nort2935,SANI_AMAMI,Jap.JAPANESE.SANI_AMAMI
Miyako,miya1259,FUKUSATO_MIYAKO,Jap.JAPANESE.FUKUSATO_MIYAKO
Miyako,miya1259,MIYAKO,Jap.JAPANESE.MIYAKO
Miyako,miya1259,NISHIHARA_MIYAKO,Jap.JAPANESE.NISHIHARA_MIYAKO
Miyako,miya1259,AZA_IRABU_MIYAKO,Jap.JAPANESE.AZA_IRABU_MIYAKO
Miyako,miya1259,KUNINAKA_MIYAKO,Jap.JAPANESE.KUNINAKA_MIYAKO
Yaeyama,yaey1239,KOMI_YAEYAMA,Jap.JAPANESE.KOMI_YAEYAMA
Yaeyama,yaey1239,HATERUMA_YAEYAMA,Jap.JAPANESE.HATERUMA_YAEYAMA
Yaeyama,yaey1239,KOHAMA_YAEYAMA,Jap.JAPANESE.KOHAMA_YAEYAMA
Yaeyama,yaey1239,KABIRA_YAEYAMA,Jap.JAPANESE.KABIRA_YAEYAMA
Yaeyama,yaey1239,YAEYAMA,Jap.JAPANESE.YAEYAMA
Yaeyama,yaey1239,KUROSHIMA_YAEYAMA,Jap.JAPANESE.KUROSHIMA_YAEYAMA
Yaeyama,yaey1239,UEHARA_YAEYAMA,Jap.JAPANESE.UEHARA_YAEYAMA
Yonaguni,yona1241,YONAGUNI,Jap.JAPANESE.YONAGUNI
Yaeyama,yaey1239,TAKETOMI_YAEYAMA,Jap.JAPANESE.TAKETOMI_YAEYAMA
