tip_name,asjp_id,glottocode,glottolog_name
Bor.BORDER.DAONDA,DAONDA,daon1243,Daonda
Bor.BORDER.AMANAB,AMANAB,aman1265,Amanab
Bor.BORDER.WAINA,WAINA,sowa1245,Sowanda
Bas.BASQUE.BASQUE,BASQUE,basq1248,Basque
Nah.NAHALI.NIHALI,NIHALI,niha1238,Nihali
Nah.NAHALI.NIHALI_2,NIHALI_2,niha1238,Nihali
Nah.NAHALI.NAHALI,NAHALI,niha1238,Nihali
Usk.USKU.USKU,USKU,usku1243,Usku
Nad.NADAHUP.NADEB,NADEB,nade1244,Nadëb
Nad.NADAHUP.DAW,DAW,daww1239,Dâw
Nad.NADAHUP.JUPDA,JUPDA,hupd1244,Hup
Nad.NADAHUP.YUHUP,YUHUP,yuhu1238,Yuhup
ESu.KULIAK.NYANGI,NYANGI,nyan1313,Nyang'i
ESu.KULIAK.TEPES,TEPES,sooo1256,Soo
ESu.KULIAK.IK_2,IK_2,ikkk1242,Ik
ESu.KULIAK.IK,IK,ikkk1242,Ik
TNG.GOILALAN.AFOA,AFOA,,
TNG.GOILALAN.TAUADE,TAUADE,taua1242,Tauade
TNG.GOILALAN.KUNIMAIPA,KUNIMAIPA,kuni1267,Kunimaipa
TNG.GOILALAN.FUYUG_GAGAGRA,FUYUG_GAGAGRA,fuyu1242,Fuyug
TNG.GOILALAN.MAFULU,MAFULU,,
ESu.EASTERN_JEBEL.INGASSANA,INGASSANA,gaam1241,Gaam
ESu.EASTERN_JEBEL.AKA,AKA,akaa1242,Aka
ESu.EASTERN_JEBEL.MOLO,MOLO,molo1257,Molo
ESu.SURMIC.MESENGO,MESENGO,maja1242,Majang
ESu.SURMIC.BAALE,BAALE,kaci1244,Kacipo-Balesi
ESu.SURMIC.ZILMAMU,ZILMAMU,kaci1244,Kacipo-Balesi
ESu.SURMIC.DIDINGA,DIDINGA,didi1258,Didinga
ESu.SURMIC.NARIM_LARIM,NARIM_LARIM,nari1240,Narim
ESu.SURMIC.MURLE,MURLE,murl1244,Murle
ESu.SURMIC.TENNET,TENNET,tenn1246,Tennet
ESu.SURMIC.KWEGU,KWEGU,kweg1241,Kwegu
ESu.SURMIC.MEEN,MEEN,meen1242,Me'en
ESu.SURMIC.MURSI,MURSI,murs1242,Mursi
ESu.SURMIC.SURI_CHAI,SURI_CHAI,suri1267,Tirma-Chai
ESu.SURMIC.TIRMA,TIRMA,suri1267,Tirma-Chai
ESu.TEMEIN.TEMEIN,TEMEIN,nucl1339,Temein
ESu.NYIMANG.AFITTI,AFITTI,afit1238,Afitti
ESu.NYIMANG.AMA_AFRICA,AMA_AFRICA,amas1236,Ama (Sudan)
ESu.NILOTIC.KUKU,KUKU,bari1284,Bari
ESu.NILOTIC.NGYEPU,NGYEPU,bari1284,Bari
ESu.NILOTIC.BARI_SUDAN,BARI_SUDAN,bari1284,Bari
ESu.NILOTIC.NYANGGWARA,NYANGGWARA,bari1284,Bari
ESu.NILOTIC.KAKWA,KAKWA,kakw1240,Kakwa
ESu.NILOTIC.MONDARI,MONDARI,mand1425,Mandari
ESu.NILOTIC.DONGOTONO,DONGOTONO,dong1294,Dongotono
ESu.NILOTIC.LOKOYA,LOKOYA,loko1254,Lokoya
ESu.NILOTIC.ONGAMO,ONGAMO,ngas1238,Ngasa
ESu.NILOTIC.MAASAI,MAASAI,masa1300,Masai
ESu.NILOTIC.CAMUS,CAMUS,samb1315,Samburu
ESu.NILOTIC.SAMPUR,SAMPUR,samb1315,Samburu
ESu.NILOTIC.TESO,TESO,teso1249,Teso
ESu.NILOTIC.TURKANA,TURKANA,turk1308,Turkana
ESu.NILOTIC.KARIMOJONG,KARIMOJONG,kara1483,Karamojong
ESu.NILOTIC.NYANGATOM_2,NYANGATOM_2,nyan1315,Nyangatom
ESu.NILOTIC.NYANGATOM,NYANGATOM,nyan1315,Nyangatom
ESu.NILOTIC.OMOTIK,OMOTIK,omot1239,Omotik
ESu.NILOTIC.DATOOGA_DIALECT_2,DATOOGA_DIALECT_2,dato1239,Barabayiiga-Gisamjanga
ESu.NILOTIC.DATOOGA_DIALECT_3,DATOOGA_DIALECT_3,dato1239,Barabayiiga-Gisamjanga
ESu.NILOTIC.DATOOGA_DIALECT_4,DATOOGA_DIALECT_4,dato1239,Barabayiiga-Gisamjanga
ESu.NILOTIC.DATOOGA_DIALECT_6,DATOOGA_DIALECT_6,dato1239,Barabayiiga-Gisamjanga
ESu.NILOTIC.DATOOGA_DIALECT_5,DATOOGA_DIALECT_5,dato1239,Barabayiiga-Gisamjanga
ESu.NILOTIC.ENDO,ENDO,mark1255,Markweeta
ESu.NILOTIC.POKOT,POKOT,poko1263,Pökoot
ESu.NILOTIC.SOGOO,SOGOO,okie1245,Okiek
ESu.NILOTIC.SABAOT,SABAOT,saba1262,Sabaot
ESu.NILOTIC.KALENJIN,KALENJIN,kips1239,Kipsigis
ESu.NILOTIC.NANDI_2,NANDI_2,nand1266,Nandi
ESu.NILOTIC.NANDI,NANDI,nand1266,Nandi
ESu.NILOTIC.NORTH_TUGEN,NORTH_TUGEN,tuge1241,Tugen
ESu.NILOTIC.NUER,NUER,nuer1246,Nuer
ESu.NILOTIC.DINKA_NORTHWESTERN,DINKA_NORTHWESTERN,nort2816,Northwestern Dinka
ESu.NILOTIC.DINKA_SOUTHEASTERN,DINKA_SOUTHEASTERN,sout2834,Southeastern Dinka
ESu.NILOTIC.DINKA_NORTHEASTERN,DINKA_NORTHEASTERN,nort2815,Northeastern Dinka
ESu.NILOTIC.REK,REK,sout2832,Southwestern Dinka
ESu.NILOTIC.DINKA_SOUTH_CENTRAL,DINKA_SOUTH_CENTRAL,sout2833,South Central Dinka
ESu.NILOTIC.BURUN,BURUN,buru1301,Northern Burun
ESu.NILOTIC.JUMJUM,JUMJUM,jumj1238,Jumjum
ESu.NILOTIC.MABAAN,MABAAN,maba1273,Mabaan
ESu.NILOTIC.SHILLUK,SHILLUK,shil1265,Shilluk
ESu.NILOTIC.GIUR,GIUR,luwo1239,Luwo
ESu.NILOTIC.PARI,PARI,pari1256,Päri
ESu.NILOTIC.ANYUAK,ANYUAK,anua1242,Anuak
ESu.NILOTIC.SHILLUK_2,SHILLUK_2,shil1265,Shilluk
ESu.NILOTIC.ACHOLI,ACHOLI,acol1236,Acoli
ESu.NILOTIC.ACHOLI_2,ACHOLI_2,acol1236,Acoli
ESu.NILOTIC.LANGO,LANGO,lang1324,Lango (Uganda)
ESu.NILOTIC.ALUR,ALUR,alur1250,Alur
ESu.NILOTIC.ADHOLA,ADHOLA,adho1243,Adhola
ESu.NILOTIC.LUO,LUO,luok1236,Luo (Kenya and Tanzania)
Krd.KATLA_TIMA.TIMA,TIMA,tima1241,Tima
Krd.KATLA_TIMA.KATLA,KATLA,katl1237,Katla
Krd.TALODI_PROPER.LUMUN,LUMUN,lumu1239,Lumun
Krd.TALODI_PROPER.DENGEBU,DENGEBU,dagi1241,Dagik
Krd.TALODI_PROPER.NGILE,NGILE,ngil1242,Ngile
Krd.TALODI_PROPER.TOCHO,TOCHO,toch1257,Tocho
Krd.TALODI_PROPER.JOMANG,JOMANG,talo1250,Tasomi-Tata
Krd.TALODI_PROPER.NDING,NDING,ndin1245,Nding
Krd.HEIBAN.KO1,KO1,kooo1244,Ko
Krd.HEIBAN.WARNANG,WARNANG,warn1244,Warnang
Krd.HEIBAN.MORO,MORO,moro1285,Moro
Krd.HEIBAN.TIRO,TIRO,tira1254,Tira
Krd.HEIBAN.SHIRUMBA,SHIRUMBA,shwa1239,Shwai
Krd.HEIBAN.RERE,RERE,koal1240,Koalib-Rere
Krd.HEIBAN.LOGOL,LOGOL,logo1262,Logol
Krd.HEIBAN.UTORO,UTORO,otor1240,Otoro
Krd.HEIBAN.ABUL,ABUL,heib1243,Ebang
Krd.HEIBAN.EBANG,EBANG,heib1243,Ebang
Krd.HEIBAN.LARU_SUDAN,LARU_SUDAN,laro1243,Laru (North Sudan)
HM.HMONG_MIEN.GUNDONG_PA_HNG,GUNDONG_PA_HNG,pahn1237,Pa-Hng
HM.HMONG_MIEN.PA_HNG,PA_HNG,pahn1237,Pa-Hng
HM.HMONG_MIEN.YOUNUO_BUNU,YOUNUO_BUNU,youn1235,Younuo Bunu
HM.HMONG_MIEN.HUANGLUO_BUNU,HUANGLUO_BUNU,youn1235,Younuo Bunu
HM.HMONG_MIEN.LIUXIANG_BUNU,LIUXIANG_BUNU,jion1236,Jiongnai Bunu
HM.HMONG_MIEN.LONGHUA_BUNU,LONGHUA_BUNU,jion1236,Jiongnai Bunu
HM.HMONG_MIEN.LONGHUA_BUNU_2,LONGHUA_BUNU_2,jion1236,Jiongnai Bunu
HM.HMONG_MIEN.CHENHU_SHE,CHENHU_SHE,shee1238,She
HM.HMONG_MIEN.HAIFENG_SHE,HAIFENG_SHE,shee1238,She
HM.HMONG_MIEN.SHE_CHINA,SHE_CHINA,shee1238,She
HM.HMONG_MIEN.LIANHUA_SHE,LIANHUA_SHE,shee1238,She
HM.HMONG_MIEN.YANGHAO_HMONG,YANGHAO_HMONG,nort2747,Northern Qiandong Miao
HM.HMONG_MIEN.HMU,HMU,nort2747,Northern Qiandong Miao
HM.HMONG_MIEN.ZHENFENG_HMONG,ZHENFENG_HMONG,nort2747,Northern Qiandong Miao
HM.HMONG_MIEN.XIANGXI_HMONG,XIANGXI_HMONG,west2430,Western Xiangxi Miao
HM.HMONG_MIEN.LAYIPING_HMONG,LAYIPING_HMONG,west2430,Western Xiangxi Miao
HM.HMONG_MIEN.JIWEI_HMONG,JIWEI_HMONG,west2430,Western Xiangxi Miao
HM.HMONG_MIEN.WESTERN_XIANGXI_HMONG,WESTERN_XIANGXI_HMONG,west2430,Western Xiangxi Miao
HM.HMONG_MIEN.NUMAO_BUNU,NUMAO_BUNU,buna1273,Bunu
HM.HMONG_MIEN.BUNU,BUNU,buna1273,Bunu
HM.HMONG_MIEN.DAHUA_BUNU,DAHUA_BUNU,buna1273,Bunu
HM.HMONG_MIEN.JINGCUN_BUNU,JINGCUN_BUNU,buna1273,Bunu
HM.HMONG_MIEN.HMONG_DAW,HMONG_DAW,hmon1333,Hmong Daw
HM.HMONG_MIEN.PHETCHABUN_HMONG,PHETCHABUN_HMONG,hmon1333,Hmong Daw
HM.HMONG_MIEN.HMONG_NJUA,HMONG_NJUA,hmon1264,Hmong Njua
HM.HMONG_MIEN.TAK_HMONG,TAK_HMONG,hmon1264,Hmong Njua
HM.HMONG_MIEN.DAPING_MIEN,DAPING_MIEN,dzao1238,Dzao Min
HM.HMONG_MIEN.SHUANGLONG_MIEN,SHUANGLONG_MIEN,biao1254,Biao-Jiao Mien
HM.HMONG_MIEN.DONGSHAN_BIAO_MON,DONGSHAN_BIAO_MON,biao1256,Biao Mon
HM.HMONG_MIEN.CHANGPING_BIAO_MON,CHANGPING_BIAO_MON,biao1256,Biao Mon
HM.HMONG_MIEN.DAPINGJIANG_MIEN,DAPINGJIANG_MIEN,iumi1238,Iu Mien
HM.HMONG_MIEN.YAO,YAO,iumi1238,Iu Mien
HM.HMONG_MIEN.CHIANGRAI_MIEN,CHIANGRAI_MIEN,iumi1238,Iu Mien
HM.HMONG_MIEN.TAIPAN_MIEN,TAIPAN_MIEN,iumi1238,Iu Mien
HM.HMONG_MIEN.HAINAN_KIM_MUN,HAINAN_KIM_MUN,kimm1245,Kim Mun
HM.HMONG_MIEN.HAININH_MIEN,HAININH_MIEN,kimm1245,Kim Mun
ST.HRUSISH.BENGRU_HRUSO,BENGRU_HRUSO,,
ST.TUJIA.NORTHERN_TUJIA,NORTHERN_TUJIA,nort2732,Northern Tujia
ST.BAI.JIANCHUAN_BAI_2,JIANCHUAN_BAI_2,cent2004,Central Bai
ST.BAI.QILIQIAO_BAI_2,QILIQIAO_BAI_2,sout2730,Southern Bai
ST.BAI.ZHOUCHENG_BAI_2,ZHOUCHENG_BAI_2,sout2730,Southern Bai
ST.BAI.ERYUAN_BAI,ERYUAN_BAI,cent2004,Central Bai
ST.BAI.YUNLONG_BAI,YUNLONG_BAI,cent2004,Central Bai
ST.BAI.XIANGYUN_BAI,XIANGYUN_BAI,sout2730,Southern Bai
ST.BAI.LANPING_BAI,LANPING_BAI,nort2724,Northern Bai
ST.BAI.JIANCHUAN_BAI,JIANCHUAN_BAI,cent2004,Central Bai
ST.BAI.HEQING_BAI,HEQING_BAI,cent2004,Central Bai
ST.BAI.TUOLUO_BAI,TUOLUO_BAI,nort2724,Northern Bai
ST.BAI.GONGXING_BAI,GONGXING_BAI,nort2724,Northern Bai
ST.BAI.ENQI_BAI,ENQI_BAI,nort2724,Northern Bai
ST.BAI.EGA_BAI,EGA_BAI,nort2724,Northern Bai
ST.BAI.LUOBENZHUO_BAI_2,LUOBENZHUO_BAI_2,nort2724,Northern Bai
ST.BAI.JINMAN_BAI,JINMAN_BAI,nort2724,Northern Bai
ST.BAI.LUOBENZHUO_BAI,LUOBENZHUO_BAI,nort2724,Northern Bai
ST.BAI.MAZHELONG_BAI,MAZHELONG_BAI,sout2730,Southern Bai
ST.BAI.JINXING_BAI,JINXING_BAI,cent2004,Central Bai
ST.BAI.DASHI_BAI,DASHI_BAI,cent2004,Central Bai
ST.BAI.QILIQIAO_BAI,QILIQIAO_BAI,sout2730,Southern Bai
ST.BAI.SHI_BAI,SHI_BAI,cent2004,Central Bai
ST.BAI.XISHAN_BAI,XISHAN_BAI,cent2004,Central Bai
ST.BAI.ZHAOZHUANG_BAI,ZHAOZHUANG_BAI,sout2730,Southern Bai
ST.BAI.ZHOUCHENG_BAI,ZHOUCHENG_BAI,sout2730,Southern Bai
ST.BAI.HEDIAN_BAI,HEDIAN_BAI,sout2730,Southern Bai
ST.BAI.JINDUN_BAI,JINDUN_BAI,cent2004,Central Bai
ST.BAI.LONGMEN_BAI,LONGMEN_BAI,cent2004,Central Bai
ST.BAI.JINDING_BAI,JINDING_BAI,nort2724,Northern Bai
ST.CHINESE.OLD_CHINESE,OLD_CHINESE,oldc1244,Old Chinese
ST.CHINESE.SUZHOU_WU,SUZHOU_WU,wuch1236,Wu Chinese
ST.CHINESE.XIANG,XIANG,xian1251,Xiang Chinese
ST.CHINESE.MIDDLE_CHINESE,MIDDLE_CHINESE,midd1344,Middle Chinese
ST.CHINESE.DUNGAN,DUNGAN,dung1253,Dungan
ST.CHINESE.KUNMING_MANDARIN,KUNMING_MANDARIN,mand1415,Mandarin Chinese
ST.CHINESE.MANDARIN_2,MANDARIN_2,mand1415,Mandarin Chinese
ST.CHINESE.MANDARIN,MANDARIN,mand1415,Mandarin Chinese
ST.CHINESE.CANTONESE,CANTONESE,yuec1235,Yue Chinese
ST.CHINESE.HAKKA,HAKKA,hakk1236,Hakka Chinese
ST.CHINESE.YONGAN_CHINESE,YONGAN_CHINESE,minz1235,Min Zhong Chinese
ST.CHINESE.FUZHOU,FUZHOU,mind1253,Min Dong Chinese
ST.CHINESE.FUZHOU_CHINESE,FUZHOU_CHINESE,mind1253,Min Dong Chinese
ST.CHINESE.PUTIAN_CHINESE,PUTIAN_CHINESE,puxi1243,Pu-Xian Chinese
ST.CHINESE.HAINAN_MINNAN_CHINESE,HAINAN_MINNAN_CHINESE,minn1241,Min Nan Chinese
ST.CHINESE.CHAOYANG_CHINESE,CHAOYANG_CHINESE,minn1241,Min Nan Chinese
ST.CHINESE.AMOY_MINNAN_CHINESE,AMOY_MINNAN_CHINESE,minn1241,Min Nan Chinese
ST.CHINESE.DONGSHAN_CHINESE,DONGSHAN_CHINESE,minn1241,Min Nan Chinese
Sul.SULUNG.PUROIK,PUROIK,sulu1241,Eastern Puroik
Sul.SULUNG.SULUNG,SULUNG,sulu1241,Eastern Puroik
ST.WESTERN_ARUNACHAL.BUGUN,BUGUN,bugu1246,Bugun
ST.KHO_BWA.CHUG,CHUG,chug1252,Duhumbi
ST.KHO_BWA.LISH,LISH,lish1235,Khispi
ST.KHO_BWA.SARTANG,SARTANG,sart1249,Sartang
ST.WESTERN_ARUNACHAL.SHERDUKPEN,SHERDUKPEN,sher1257,Sherdukpen
ST.DIGAROAN.IDU_MISHMI,IDU_MISHMI,idum1241,Idu
ST.DIGAROAN.TARAON,TARAON,diga1241,Tawra
ST.DHAMMAI_UNCLASSIFIED.DHAMMAI,DHAMMAI,saja1240,Sajolang
ST.DHAMMAI_UNCLASSIFIED.MIJI,MIJI,saja1240,Sajolang
ST.KHO_BWA.KORO_INDIA,KORO_INDIA,koro1316,Koro
ST.TANI.ASHING,ASHING,bori1243,Bori-Karko
ST.TANI.MISING,MISING,misi1242,Mising-Padam-Miri-Minyong
ST.TANI.BENGNI,BENGNI,bori1243,Bori-Karko
ST.TANI.BOKAR,BOKAR,bori1243,Bori-Karko
ST.TANI.APATANI,APATANI,apat1240,Apatani
ST.TANI.BANGNI_NYISHI,BANGNI_NYISHI,nyis1236,Nyishi-Hill Miri
ST.TANI.DOUYU_BANGNI,DOUYU_BANGNI,nyis1236,Nyishi-Hill Miri
ST.TANI.ADI_GALO,ADI_GALO,galo1242,Galo
ST.TANI.GALO,GALO,galo1242,Galo
ST.TANI.NISHING,NISHING,nyis1236,Nyishi-Hill Miri
ST.TANI.NISI,NISI,nyis1236,Nyishi-Hill Miri
ST.TANI.NA_INDIA,NA_INDIA,naaa1245,Na
ST.TANI.NISI_TAGIN,NISI_TAGIN,tagi1241,Tagin
ST.DHIMALIC.DHIMAL,DHIMAL,dhim1246,Dhimal
ST.MRU.MRU,MRU,mruu1242,Mru
ST.NORTHERN_NAGA.YOGLI,YOGLI,tase1235,Pangwa Naga
ST.NORTHERN_NAGA.NOCTE,NOCTE,noct1238,Nocte Naga
ST.NORTHERN_NAGA.NAGA_NOCTE,NAGA_NOCTE,noct1238,Nocte Naga
ST.NORTHERN_NAGA.NAGA_WANCHO,NAGA_WANCHO,wanc1238,Wancho Naga
ST.NORTHERN_NAGA.WANCHO,WANCHO,wanc1238,Wancho Naga
ST.NORTHERN_NAGA.CHANG,CHANG,chan1313,Chang Naga
ST.NORTHERN_NAGA.CHANG_2,CHANG_2,chan1313,Chang Naga
ST.NORTHERN_NAGA.NAGA_CHANG,NAGA_CHANG,chan1313,Chang Naga
ST.NORTHERN_NAGA.KONYAK,KONYAK,kony1248,Konyak Naga
ST.NORTHERN_NAGA.NAGA_KONYAK,NAGA_KONYAK,kony1248,Konyak Naga
ST.NORTHERN_NAGA.NAGA_PHOM,NAGA_PHOM,phom1236,Phom Naga
ST.NORTHERN_NAGA.PHOM,PHOM,phom1236,Phom Naga
ST.JINGHPO.JINGPHO,JINGPHO,kach1280,Southern Jinghpaw
ST.JINGHPO.JINGPHO_2,JINGPHO_2,kach1280,Southern Jinghpaw
ST.JINGHPO.SINGPHO,SINGPHO,sing1264,Northern Jinghpaw
ST.BODO_GARO.RABHA,RABHA,rabh1238,Rabha
ST.BODO_GARO.A_TONG,A_TONG,aton1241,Atong (India)
ST.BODO_GARO.WANANG,WANANG,koch1250,Koch
ST.BODO_GARO.GARO,GARO,garo1247,Garo
ST.BODO_GARO.DEURI,DEURI,deor1238,Deori
ST.BODO_GARO.KOK_BOROK_2,KOK_BOROK_2,kokb1239,Kok Borok
ST.BODO_GARO.TIPPERA_TONGPAI,TIPPERA_TONGPAI,tipp1239,Tippera
ST.BODO_GARO.RIANG,RIANG,rian1262,Riang (India)
ST.BODO_GARO.USUI,USUI,usui1238,Usui
ST.BODO_GARO.TIWA,TIWA,tiwa1253,Tiwa (India)
ST.BODO_GARO.DIMASA,DIMASA,dima1251,Dimasa
ST.BODO_GARO.BODO_INDIA,BODO_INDIA,bodo1269,Bodo-Mech
ST.BODO_GARO.KACHARI,KACHARI,kach1279,Kachari
ST.KUKI_CHIN.MOSHANG,MOSHANG,tase1235,Pangwa Naga
ST.KUKI_CHIN.CHOTHE,CHOTHE,chot1239,Chothe
ST.KUKI_CHIN.NAGA_TARAO,NAGA_TARAO,tara1313,Tarao
ST.KUKI_CHIN.KOIRENG,KOIRENG,koir1240,Koireng
ST.KUKI_CHIN.CHIN_ZYPHE,CHIN_ZYPHE,zyph1238,Zyphe
ST.KUKI_CHIN.LAKHER_MARA,LAKHER_MARA,mara1382,Mara
ST.KUKI_CHIN.CHIN_SIYIN,CHIN_SIYIN,siyi1240,Sizang Chin
ST.KUKI_CHIN.CHIN_TEDIM,CHIN_TEDIM,tedi1235,Tedim Chin
ST.KUKI_CHIN.CHIN_THADO,CHIN_THADO,thad1238,Thado Chin
ST.KUKI_CHIN.CHIN_HAKA,CHIN_HAKA,haka1240,Haka Chin
ST.KUKI_CHIN.LUSHAI,LUSHAI,lush1249,Mizo
ST.KUKI_CHIN.HMAR,HMAR,hmar1241,Hmar
ST.KUKI_CHIN.HRANGKHOL,HRANGKHOL,hran1239,Hrangkhol
ST.KUKI_CHIN.KARBI,KARBI,karb1241,Hills Karbi
ST.KUKI_CHIN.NAGA_LOTHA,NAGA_LOTHA,loth1237,Lotha Naga
ST.KUKI_CHIN.NAGA_YIMCHUNGRU,NAGA_YIMCHUNGRU,yimc1240,Yimchungru Naga
ST.KUKI_CHIN.NAGA_AO,NAGA_AO,aona1235,Ao Naga
ST.KUKI_CHIN.NAGA_SANGTAM,NAGA_SANGTAM,sang1321,Sangtam Naga
ST.KUKI_CHIN.NAGA_POCHURI,NAGA_POCHURI,poch1243,Pochuri Naga
ST.KUKI_CHIN.NAGA_RENGMA,NAGA_RENGMA,nort2725,Northern Rengma Naga
ST.KUKI_CHIN.NAGA_SOUTHERN_RENGMA,NAGA_SOUTHERN_RENGMA,sout2732,Southern Rengma Naga
ST.KUKI_CHIN.NAGA_SUMI,NAGA_SUMI,sumi1235,Sumi Naga
ST.KUKI_CHIN.KHEZHA,KHEZHA,khez1235,Khezha Naga
ST.KUKI_CHIN.NAGA_MAO,NAGA_MAO,maon1238,Mao Naga
ST.KUKI_CHIN.ANGAMI,ANGAMI,anga1288,Angami Naga
ST.KUKI_CHIN.NAGA_CHOKRI,NAGA_CHOKRI,chok1243,Chokri Naga
ST.KUKI_CHIN.MEITEI,MEITEI,mani1292,Manipuri
ST.KUKI_CHIN.NAGA_TANGKHUL,NAGA_TANGKHUL,tang1336,East-Central Tangkhul Naga
ST.KUKI_CHIN.NAGA_KHOIBU,NAGA_KHOIBU,khoi1251,Khoibu
ST.KUKI_CHIN.NAGA_MARING,NAGA_MARING,mari1416,Maring Naga
ST.KUKI_CHIN.KABUI_RONGMEI,KABUI_RONGMEI,rong1266,Rongmei Naga
ST.KUKI_CHIN.NAGA_THANGAL,NAGA_THANGAL,,
ST.KUKI_CHIN.NAGA_MARAM,NAGA_MARAM,mara1379,Maram Naga
ST.KUKI_CHIN.NAGA_LIANGMAI,NAGA_LIANGMAI,lian1251,Liangmai Naga
ST.KUKI_CHIN.NAGA_ZEME,NAGA_ZEME,,
ST.KUKI_CHIN.NAGA_MZIEME,NAGA_MZIEME,,
ST.LEPCHA.LEPCHA,LEPCHA,lepc1244,Lepcha
ST.MAHAKIRANTI.KHAM,KHAM,gama1251,Gamale Kham
ST.MAHAKIRANTI.KHAM_TAKALE,KHAM_TAKALE,west2420,Western Parbate Kham
ST.MAHAKIRANTI.TAKA_KHAM,TAKA_KHAM,west2420,Western Parbate Kham
ST.MAHAKIRANTI.CHEPANG,CHEPANG,chep1245,Chepang
ST.MAHAKIRANTI.MAGAR,MAGAR,east2352,Eastern Magar
ST.MAHAKIRANTI.MAGAR_2,MAGAR_2,east2352,Eastern Magar
ST.MAHAKIRANTI.THANGMI,THANGMI,than1259,Thangmi
ST.MAHAKIRANTI.DOLAKHA_NEWAR,DOLAKHA_NEWAR,newa1246,Kathmandu Valley Newari
ST.MAHAKIRANTI.KHWOPA_NEWAR,KHWOPA_NEWAR,newa1246,Kathmandu Valley Newari
ST.MAHAKIRANTI.DUMI,DUMI,dumi1241,Dumi
ST.MAHAKIRANTI.DUMI_2,DUMI_2,dumi1241,Dumi
ST.MAHAKIRANTI.KHALING,KHALING,khal1275,Khaling
ST.MAHAKIRANTI.JERUNG,JERUNG,jeru1240,Jerung
ST.MAHAKIRANTI.WAMBULE,WAMBULE,wamb1257,Wambule
ST.MAHAKIRANTI.THULUNG,THULUNG,thul1246,Thulung
ST.MAHAKIRANTI.SUNWAR,SUNWAR,sunw1242,Sunwar
ST.MAHAKIRANTI.BAHING,BAHING,bahi1252,Bahing
ST.MAHAKIRANTI.SUNWAR_2,SUNWAR_2,sunw1242,Sunwar
ST.MAHAKIRANTI.LIMBU,LIMBU,limb1266,Limbu
ST.MAHAKIRANTI.MEWA_KHOLA_LIMBU,MEWA_KHOLA_LIMBU,limb1266,Limbu
ST.MAHAKIRANTI.LOHORUNG,LOHORUNG,nort2727,Lohorung
ST.MAHAKIRANTI.CHHINTANGE,CHHINTANGE,chhi1245,Chintang
ST.MAHAKIRANTI.YAKHA,YAKHA,yakk1236,Yakkha
ST.MAHAKIRANTI.PUMA,PUMA,puma1239,Puma
ST.MAHAKIRANTI.CAMLING,CAMLING,caml1239,Camling
ST.MAHAKIRANTI.DUNGMALI,DUNGMALI,dung1252,Dungmali
ST.MAHAKIRANTI.WALING,WALING,wali1261,Waling
ST.MAHAKIRANTI.SAMPANG,SAMPANG,samp1249,Sampang
ST.MAHAKIRANTI.KULUNG,KULUNG,kulu1253,Kulung (Nepal)
ST.MAHAKIRANTI.NACHERING,NACHERING,nach1240,Nachering
ST.TANI.KAMAN,KAMAN,miju1243,Kman
ST.NUNGISH.RAWANG,RAWANG,rawa1265,Rawang
ST.NUNGISH.DRUNG,DRUNG,drun1238,Drung
ST.NUNGISH.ANONG,ANONG,nung1282,Nung (Myanmar)
ST.NUNGISH.NUNG_CHINA,NUNG_CHINA,drun1238,Drung
ST.KAREN.KAREN_SGAW,KAREN_SGAW,sgaw1245,S'gaw Karen
ST.KAREN.KAREN_PAO,KAREN_PAO,paok1235,Pa'o Karen
ST.KAREN.KAREN_PWO_EASTERN,KAREN_PWO_EASTERN,pwoe1235,Pwo Eastern Karen
ST.KAREN.KAREN_PWO_WESTERN,KAREN_PWO_WESTERN,pwow1235,Pwo Western Karen
ST.KAREN.KAREN_YINTALE,KAREN_YINTALE,yint1235,Yintale Karen
ST.KAREN.KAREN_YINBAW,KAREN_YINBAW,yinb1236,Yinbaw Karen
ST.KAREN.KAYAN,KAYAN,kaya1315,Kayan Lahwi
ST.KAREN.BWE_KAREN,BWE_KAREN,bwek1238,Bwe Karen
ST.KAREN.KAREN_GEBA,KAREN_GEBA,geba1237,Geba Karen
ST.KAREN.KAREN_MANUMANAW,KAREN_MANUMANAW,manu1255,Manumanaw Karen
ST.KAREN.KAYAH_LI_EASTERN,KAYAH_LI_EASTERN,east2342,Eastern Kayah
ST.KAREN.KAYAH_WESTERN,KAYAH_WESTERN,west2409,Western Kayah
ST.BURMESE_LOLO.BURMESE,BURMESE,nucl1310,Burmese
ST.BURMESE_LOLO.YANGON_BURMESE,YANGON_BURMESE,nucl1310,Burmese
ST.BURMESE_LOLO.HPON,HPON,hpon1238,Hpon
ST.BURMESE_LOLO.MARU,MARU,maru1249,Maru
ST.BURMESE_LOLO.PELA,PELA,pela1242,Pela
ST.BURMESE_LOLO.ACHANG,ACHANG,acha1249,Longchuan Achang
ST.BURMESE_LOLO.XIANDAO,XIANDAO,acha1249,Longchuan Achang
ST.BURMESE_LOLO.ZAIWA,ZAIWA,zaiw1241,Zaiwa
ST.BURMESE_LOLO.LASHI,LASHI,lash1243,Lashi
ST.BURMESE_LOLO.LASHI_2,LASHI_2,lash1243,Lashi
ST.BURMESE_LOLO.NUSU,NUSU,nusu1239,Nusu
ST.BURMESE_LOLO.LAHU,LAHU,lahu1253,Lahu
ST.BURMESE_LOLO.LAHU_2,LAHU_2,lahu1253,Lahu
