entry_id,entry_name,entrytag_name,entrytag_level,entrytag_path,drh_link,data_source,reason,ID,Glottocode
2104,الطريقة التجانية في تونس ق18-ق19 ATARIKA TJENIA FI TOUNES  XVIII-XIXème siècle,Arabic,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],https://religiondatabase.org/browse/2104,Database of Religious History (DRH) [default],merge,,
2111,Tsinburbura Traditional Religion,Afro-Asiatic,2,Language[1747]->Afro-Asiatic[1977],https://religiondatabase.org/browse/2111,Database of Religious History (DRH) [default],merge,,
2114,Tijaniyyah Sufi Movement in North-Western Nigeria,Arabic,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],https://religiondatabase.org/browse/2114,Database of Religious History (DRH) [default],merge,,
2116,Qadiriyyah Movement in the Sokoto Caliphate.,Arabic,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],https://religiondatabase.org/browse/2116,Database of Religious History (DRH) [default],merge,,
2121,Believers in the Sanctity of Canute III Magnussøn,Unclassifiable,2,Language[1747]->Unclassifiable[1973],https://religiondatabase.org/browse/2121,Database of Religious History (DRH) [default],merge,,
2122,Jama'at Izalat al-Bid'ah wa Iqamat al-Sunnah (JIBWIS),Arabic,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],https://religiondatabase.org/browse/2122,Database of Religious History (DRH) [default],merge,,
2141,(Ahl al-Sunnah Group for Preaching and Jihad)جماعة أهل السنة للدعوة والجهاد,Arabic,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],https://religiondatabase.org/browse/2141,Database of Religious History (DRH) [default],merge,,
2147,الدولة الحفصية Hafsid Dynasty,Arabic,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],https://religiondatabase.org/browse/2147,Database of Religious History (DRH) [default],merge,,
2148,الدولة الحسينية The Husaynid Dynasty,Arabic,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],https://religiondatabase.org/browse/2148,Database of Religious History (DRH) [default],merge,,
2160,Manichaeans,Greek,5,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341],https://religiondatabase.org/browse/2160,Database of Religious History (DRH) [default],merge,,
2166,Judaism in Byzantium,Greek,5,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341],https://religiondatabase.org/browse/2166,Database of Religious History (DRH) [default],merge,,
2168,"Dzibilchaltún, arquitectura, poder y cambio religioso en el norte de Yucatán",Mayan,2,Language[1747]->Mayan[1870],https://religiondatabase.org/browse/2168,Database of Religious History (DRH) [default],merge,,
2214,Tiwanaku Religion,Aymaran,2,Language[1747]->Aymaran[1981],https://religiondatabase.org/browse/2214,Database of Religious History (DRH) [default],merge,,
2225,"Culdees, Céli Dé, Céili Dé, Céle Dé,  ""Clients of God"", ""Servants of God"", ""Spouses of God"", ""Companions of God"", Kelidei, Kaledei; Céile Dé",Unclassifiable,2,Language[1747]->Unclassifiable[1973],https://religiondatabase.org/browse/2225,Database of Religious History (DRH) [default],merge,,
2233,The Way of Former Heaven (Xiantiandao 先天道),Classical-Middle-Modern Sinitic,4,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038]->Classical-Middle-Modern Sinitic[4342],https://religiondatabase.org/browse/2233,Database of Religious History (DRH) [default],merge,,
2238,XX ــــــــ    ـق  XVIII   الطريقة التجانية في الجزائر :ق,Arabic,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],https://religiondatabase.org/browse/2238,Database of Religious History (DRH) [default],merge,,
2239,Chaco Culture,Keresan,2,Language[1747]->Keresan[1827],https://religiondatabase.org/browse/2239,Database of Religious History (DRH) [default],merge,,
2240,"Inka and non-Inka groups in Cusco, Peru",Cuscan Quechua,5,Language[1747]->Quechuan[1831]->Quechua II[2262]->Quechua IIC[42239]->Cuscan Quechua[43102],https://religiondatabase.org/browse/2240,Database of Religious History (DRH) [default],merge,,
2244,"Catholicism in the Latin Empire, Catholicism in the Eastern Roman Empire (Byzantium), the Latin Patriarchate of Constantinople",Greek,5,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341],https://religiondatabase.org/browse/2244,Database of Religious History (DRH) [default],merge,,
2245,صقلية الإسلامية Islamic Sicily,Arabic,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],https://religiondatabase.org/browse/2245,Database of Religious History (DRH) [default],merge,,
2246,المذهب الحنفي بالبلاد التونسية The Hanafi school in Tunisia,Arabic,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],https://religiondatabase.org/browse/2246,Database of Religious History (DRH) [default],merge,,
2247,الفتح العربي الإسلامي لشمال إفريقيا The Arab-Islamic Conquest of North Africa,Arabic,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],https://religiondatabase.org/browse/2247,Database of Religious History (DRH) [default],merge,,
2248,الدولة المرادية في تونس The Muradid Dynasty in Tunisia,Arabic,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],https://religiondatabase.org/browse/2248,Database of Religious History (DRH) [default],merge,,
2256,الطريقة الرحمانية في الجزائر  ق18-ق20,Arabic,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],https://religiondatabase.org/browse/2256,Database of Religious History (DRH) [default],merge,,
2273,Yuan divination schools,Sino-Tibetan,2,Language[1747]->Sino-Tibetan[1946],https://religiondatabase.org/browse/2273,Database of Religious History (DRH) [default],merge,,
2276,Western Zhou (1045 BCE - 771 BCE),Classical-Middle-Modern Sinitic,4,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038]->Classical-Middle-Modern Sinitic[4342],https://religiondatabase.org/browse/2276,Database of Religious History (DRH) [default],merge,,
2278,الطريقة القادرية البودشيشية في المغرب الأقصى,Arabic,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],https://religiondatabase.org/browse/2278,Database of Religious History (DRH) [default],merge,,
2279,The Ndau people of Chimanimani area in Zimbabwe,Afro-Asiatic,2,Language[1747]->Afro-Asiatic[1977],https://religiondatabase.org/browse/2279,Personal Expertise,merge,,
2283,Ge Hong 葛洪 and Outer Alchemy 外丹,Classical-Middle-Modern Sinitic,4,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038]->Classical-Middle-Modern Sinitic[4342],https://religiondatabase.org/browse/2283,Database of Religious History (DRH) [default],merge,,
2286,Religious Practices of the Valdivians during Ecuador's Early Formative Period,Unknown,2,Language[1747]->Unknown[14806],https://religiondatabase.org/browse/2286,Database of Religious History (DRH) [default],merge,,
2287,Cara,Unclassified Barbacoan,3,Language[1747]->Barbacoan[1934]->Unclassified Barbacoan[2605],https://religiondatabase.org/browse/2287,Database of Religious History (DRH) [default],merge,,
2288,A subterranean ceremonial complex in the  southeast of Teotihuacan's Pyramid of the Sun,Otomanguean,2,Language[1747]->Otomanguean[1801],https://religiondatabase.org/browse/2288,Database of Religious History (DRH) [default],merge,,
2290,الطريقة القادرية في مصر ق13م-ق21م,Arabic,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],https://religiondatabase.org/browse/2290,Database of Religious History (DRH) [default],merge,,
2299,الحشاشين  ق11-ق13   =   Assassins   XI-XIII,Arabic,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],https://religiondatabase.org/browse/2299,Database of Religious History (DRH) [default],merge,,
2301,Kaloutsiani Mosque,Arabic,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],https://religiondatabase.org/browse/2301,Database of Religious History (DRH) [default],merge,,
2308,الفتح العربي الإسلامي للأندلس The Arab-Islamic Conquest of the Iberian Peninsula,Arabic,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],https://religiondatabase.org/browse/2308,Database of Religious History (DRH) [default],merge,,
2309,الدولة الأموية بالأندلس The Umayyad Dynasty in the Iberian Peninsula,Arabic,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],https://religiondatabase.org/browse/2309,Database of Religious History (DRH) [default],merge,,
2320,Sanjiejiao (三階教),Sinitic,3,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038],https://religiondatabase.org/browse/2320,Database of Religious History (DRH) [default],merge,,
2321,Falungong 法輪功 (Falun Gong) / Falun Dafa 法輪大法,Classical-Middle-Modern Sinitic,4,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038]->Classical-Middle-Modern Sinitic[4342],https://religiondatabase.org/browse/2321,Database of Religious History (DRH) [default],merge,,
2322,الدّولة الأمويّة في المشرق  بين662 م و750م (The Umayyad State in the Mashriq from 662 to 750),Arabic,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],https://religiondatabase.org/browse/2322,Database of Religious History (DRH) [default],merge,,
2324,"Justice and Development Party (PJD), Morocco",Arabic,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],https://religiondatabase.org/browse/2324,Database of Religious History (DRH) [default],merge,,
2325,"Outer alchemy (外丹, waidan)",Sinitic,3,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038],https://religiondatabase.org/browse/2325,Database of Religious History (DRH) [default],merge,,
2328,Church of Almighty God (Quannengshen jiaohui 全能神教會) / Eastern Lightning (Dongfang shandian 東方閃電),Classical-Middle-Modern Sinitic,4,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038]->Classical-Middle-Modern Sinitic[4342],https://religiondatabase.org/browse/2328,Database of Religious History (DRH) [default],merge,,
2331,الدولة العباسيبّة في المشرق  من 750 م الى 1517 م (The Abbasid State in the Mashriq from 750 to 1517),Arabic,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],https://religiondatabase.org/browse/2331,Database of Religious History (DRH) [default],merge,,
2332,Religion in the Minaean kingdom,Minaean,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Sayhadic[7094]->Minaean[8590],https://religiondatabase.org/browse/2332,Database of Religious History (DRH) [default],merge,,
2337,Inca,Quechuan,2,Language[1747]->Quechuan[1831],https://religiondatabase.org/browse/2337,Database of Religious History (DRH) [default],merge,,
2341,The Totonacapan Culture-Religion,Totonac,3,Language[1747]->Totonacan[1899]->Totonac[2469],https://religiondatabase.org/browse/2341,Database of Religious History (DRH) [default],merge,,
2344,Sican Culture religion,Unknown,2,Language[1747]->Unknown[14806],https://religiondatabase.org/browse/2344,Database of Religious History (DRH) [default],merge,,
2345,Contemporary Shingon,Japonic,2,Language[1747]->Japonic[1889],https://religiondatabase.org/browse/2345,Database of Religious History (DRH) [default],merge,,
2346,Igbo Traditional Religion,Pidgin,2,Language[1747]->Pidgin[1916],https://religiondatabase.org/browse/2346,Database of Religious History (DRH) [default],merge,,
2362,الدّولة السلجوقيّة(1037 م - 1194م),Arabic,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],https://religiondatabase.org/browse/2362,Database of Religious History (DRH) [default],merge,,
2363,"L'ordre Soufi Tunisien ""al-Hasaniyya"" الطريقة الحسنية التونسية",Arabic,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],https://religiondatabase.org/browse/2363,Database of Religious History (DRH) [default],merge,,
2365,Moriscos,Arabic,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],https://religiondatabase.org/browse/2365,Database of Religious History (DRH) [default],merge,,
2369,Le Mouvement Sanussiyya الحركة السنوسيّة,Arabic,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],https://religiondatabase.org/browse/2369,Database of Religious History (DRH) [default],merge,,
2371,Tewa Pueblo Religion,Tewa,3,Language[1747]->Kiowa-Tanoan[1825]->Tewa[2249],https://religiondatabase.org/browse/2371,Database of Religious History (DRH) [default],merge,,
2418,Nasca Culture Religion,Unknown,2,Language[1747]->Unknown[14806],https://religiondatabase.org/browse/2418,Database of Religious History (DRH) [default],merge,,
2419,Ecumenical Patriarchate,Greek,5,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341],https://religiondatabase.org/browse/2419,Database of Religious History (DRH) [default],merge,,
2420,Evangelistria of Kipseli Arta,Greek,5,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341],https://religiondatabase.org/browse/2420,Database of Religious History (DRH) [default],merge,,
2426,Chavin Culture Religion,Unknown,2,Language[1747]->Unknown[14806],https://religiondatabase.org/browse/2426,Database of Religious History (DRH) [default],merge,,
2429,Vyliza Monastery,Greek,5,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341],https://religiondatabase.org/browse/2429,Database of Religious History (DRH) [default],merge,,
2433,Hellenistic Religion in the Seleucid Empire,Greek,5,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341],https://religiondatabase.org/browse/2433,Database of Religious History (DRH) [default],merge,,
2445,Priesthoods in Ptolemaic Thebes (Luxor),Demotic Egyptian,5,Language[1747]->Afro-Asiatic[1977]->Egyptian[3238]->Egyptian (Ancient)[4435]->Demotic Egyptian[28673],https://religiondatabase.org/browse/2445,Database of Religious History (DRH) [default],merge,,
2453,The Otomi,Otomi,7,Language[1747]->Otomanguean[1801]->Western Otomanguean[2137]->Otopame-Chinantecan[3465]->Otopamean[4735]->Otomian[5983]->Otomi[7394],https://religiondatabase.org/browse/2453,Database of Religious History (DRH) [default],merge,,
2483,Malanda Ma Croix Koma,Chadic,3,Language[1747]->Afro-Asiatic[1977]->Chadic[3241],https://religiondatabase.org/browse/2483,Personal Expertise,merge,,
2484,Simon Kimbangu,Eastern Saharan,3,Language[1747]->Saharan[1775]->Eastern Saharan[2065],https://religiondatabase.org/browse/2484,Personal Expertise,merge,,
2485,Matswanism,Saharan,2,Language[1747]->Saharan[1775],https://religiondatabase.org/browse/2485,Personal Expertise,merge,,
2486,Ngunzanism,Afro-Asiatic,2,Language[1747]->Afro-Asiatic[1977],https://religiondatabase.org/browse/2486,Personal Expertise,merge,,
2490,Wu Zetian's State Buddhism,Literary Chinese,5,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038]->Classical-Middle-Modern Sinitic[4342]->Literary Chinese[5612],https://religiondatabase.org/browse/2490,Database of Religious History (DRH) [default],merge,,
2492,Tendai Buddhism,Japanesic,3,Language[1747]->Japonic[1889]->Japanesic[2444],https://religiondatabase.org/browse/2492,Database of Religious History (DRH) [default],merge,,
2496,Vietnamese popular religion,Viet-Muong,4,Language[1747]->Austroasiatic[1937]->Vietic[2623]->Viet-Muong[4266],https://religiondatabase.org/browse/2496,Database of Religious History (DRH) [default],merge,,
2506,Ismailis in Canada,Unclassifiable,2,Language[1747]->Unclassifiable[1973],https://religiondatabase.org/browse/2506,Database of Religious History (DRH) [default],merge,,
2508,Wari Religion,Quechuan,2,Language[1747]->Quechuan[1831],https://religiondatabase.org/browse/2508,Database of Religious History (DRH) [default],merge,,
2509,The Rarámuri,Tarahumara-Guarijio,4,Language[1747]->Uto-Aztecan[1803]->Southern Uto-Aztecan[2140]->Tarahumara-Guarijio[3476],https://religiondatabase.org/browse/2509,Database of Religious History (DRH) [default],merge,,
2548,Turkana religious practices,Nilotic,2,Language[1747]->Nilotic[1844],https://religiondatabase.org/browse/2548,Database of Religious History (DRH) [default],merge,,
2567,Zahiriyyah [in the Iberian Peninsula],Arabic,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],https://religiondatabase.org/browse/2567,Database of Religious History (DRH) [default],merge,,
2590,Quirigua Ceremonial Center,Epigraphic Mayan,7,Language[1747]->Mayan[1870]->Core Mayan[2397]->Western Mayan[3800]->Cholan-Tzeltalan[5170]->Cholan[6561]->Epigraphic Mayan[8144],https://religiondatabase.org/browse/2590,Database of Religious History (DRH) [default],merge,,
182,Pauline Christianity,Old Turkish,3,Language[1747]->Bookkeeping[1941]->Old Turkish[2665],https://religiondatabase.org/browse/182,Database of Religious History (DRH) [default],tip,OLD_TURKIC,oldt1247
520,Cham Ahiér,Haroi,9,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Malayo-Sumbawan[3523]->North and East Malayo-Sumbawan[4858]->Aceh-Chamic[6154]->Chamic[7578]->Coastal Chamic[9076]->Haroi[10308],https://religiondatabase.org/browse/520,Database of Religious History (DRH) [default],tip,HAROI,haro1237
530,Ingalik,Degexit'an,7,Language[1747]->Athabaskan-Eyak-Tlingit[1886]->Athabaskan-Eyak[2438]->Athabaskan[3881]->Central Alaska-Yukon Athabaskan[5259]->Koyukonic[6629]->Degexit'an[8206],https://religiondatabase.org/browse/530,eHRAF,tip,DEG_XINAG,dege1248
546,Orokaiva,Orokaiva,8,Language[1747]->Nuclear Trans New Guinea[1804]->Greater Binanderean[2147]->Binanderean[3496]->Nuclear Binanderean[4788]->South Binanderean[6047]->Orokaivic[7459]->Orokaiva[8982],https://religiondatabase.org/browse/546,eHRAF,tip,OROKAIVA,orok1269
621,Haitians,Haitian,18,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Northwestern Shifted Romance[13414]->Gallo-Rhaetian[13934]->Oil[14282]->Central Oil[14449]->Macro-French[14570]->Circum-Caribbean French[14635]->Haitian[14708],https://religiondatabase.org/browse/621,Database of Religious History (DRH) [default],tip,HAITIAN_CREOLE,hait1244
669,Orokaiva,Aeka,8,Language[1747]->Nuclear Trans New Guinea[1804]->Greater Binanderean[2147]->Binanderean[3496]->Nuclear Binanderean[4788]->South Binanderean[6047]->Orokaivic[7459]->Aeka[8984],https://religiondatabase.org/browse/669,eHRAF,tip,AEKA,aeka1244
744,Rwala Bedouin,Najdi Arabic,10,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595]->Arabian Peninsula Arabic[9964]->North Arabian Beduin Arabic[11105]->Najdi Arabic[12043],https://religiondatabase.org/browse/744,eHRAF,tip,NAJDI_ARABIC,najd1235
752,Haroi,Haroi,9,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Malayo-Sumbawan[3523]->North and East Malayo-Sumbawan[4858]->Aceh-Chamic[6154]->Chamic[7578]->Coastal Chamic[9076]->Haroi[10308],https://religiondatabase.org/browse/752,Database of Religious History (DRH) [default],tip,HAROI,haro1237
764,Timbira (Canela),Krahô,9,Language[1747]->Nuclear-Macro-Je[1800]->Je[2134]->Je Setentrional[3455]->Core Northern Je[4720]->Eastern Timbira[5967]->Southeastern Timbira[7368]->Canela-Krahô[8880]->Krahô[33241],https://religiondatabase.org/browse/764,eHRAF,tip,KRAHO,krah1246
1013,Estado da Índia Renegades in Deccan,Goan Konkani,11,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Indo-Aryan Southern zone[9716]->Marathic[10941]->Marathi-Konkani[11898]->Goan Konkani[12777],https://religiondatabase.org/browse/1013,Database of Religious History (DRH) [default],tip,GOAN_KONKANI,goan1235
