NEEDS_CODE,CODE,CODER,entry_id,entry_name,entrytag_name,tip_name,Glottocode,ID,asjp_candidates,source,coding
True,,,174,Matthew-James-Didache Movement,Classical Syriac,AA.SEMITIC.CLASSICAL_SYRIAC,clas1252,CLASSICAL_SYRIAC,CLASSICAL_SYRIAC | SYRIAC | SYRIAC_2,DRH,SCCSR.v3
True,,,230,Religion in Mesopotamia,Akkadian,AA.SEMITIC.AKKADIAN,akka1240,AKKADIAN,AKKADIAN | AKKADIAN_2,DRH,SCCSR.v3
True,,,284,Yolngu religion,Nuclear Dhuwal,Aus.PAMA_NYUNGAN.DJAPU,nucl1333,DJAPU,DJAPU | DHUWAL,DRH,SCCSR.v3
True,,,354,Priests and Scholars of Hellenistic Uruk,Akkadian,AA.SEMITIC.AKKADIAN,akka1240,AKKADIAN,AKKADIAN | AKKADIAN_2,DRH,SCCSR.v3
True,,,455,Lan Na Buddhism,Northern Thai,TK.KAM_TAI.LAMPANG_THAI,nort2740,LAMPANG_THAI,LAMPANG_THAI | TAI_CHIENGMAI,DRH,SCCSR.v3
True,,,577,Ganda,Ganda,NC.BANTOID.LUGANDA,gand1255,LUGANDA,LUGANDA | J15_GANDA,DRH,SCCSR.v3
True,,,602,Amhara,Amharic,AA.SEMITIC.AMHARIC,amha1245,AMHARIC,AMHARIC | AMHARIC_2 | AMHARIC_3,manual_A,Matthew Hamm
True,,,630,Aranda,Alyawarr,Aus.PAMA_NYUNGAN.ALYAWARRA,alya1239,ALYAWARRA,ALYAWARRA | ALYAWARR_ALYAWARA | ALYAWARR_MACDONALDDOWNS_ALYAWARA,DRH,SCCSR.v3
True,,,667,Ainu,Russian,IE.SLAVIC.RUSSIAN,russ1263,RUSSIAN,RUSSIAN | NINILCHIK_RUSSIAN,DRH,SCCSR.v3
True,,,675,Chukchee,Russian,IE.SLAVIC.RUSSIAN,russ1263,RUSSIAN,RUSSIAN | NINILCHIK_RUSSIAN,DRH,SCCSR.v3
True,,,679,Santal,Santali,AuA.MUNDA.SANTALI,sant1410,SANTALI,SANTALI | BODOBELGHORIA_SANTALI | JABRI_SANTALI | PAHARPUR_SANTALI | PATICHORA_SANTALI | RAJARAMPUR_SANTALI | RASHIDPUR_SANTALI | RAUTNAGAR_SANTALI,DRH,SCCSR.v3
True,,,681,Sargonic Empire,Akkadian,AA.SEMITIC.AKKADIAN,akka1240,AKKADIAN,AKKADIAN | AKKADIAN_2,DRH,SCCSR.v3
True,,,684,Huron,Huron-Wyandot,Iro.NORTHERN_IROQUOIAN.WYANDOT,wyan1247,WYANDOT,WYANDOT | WENDAT_HURON,DRH,SCCSR.v3
True,,,689,Lengua,Enxet Sur,Mas.MASCOIAN.LENGUA,sout2989,LENGUA,LENGUA | LENGUA_2,DRH,SCCSR.v3
True,,,728,Pentecost,Seke (Vanuatu),An.OCEANIC.SKE,seke1241,SKE,SKE | SEKE,DRH,SCCSR.v3
True,,,729,Kikuyu,Kikuyu,NC.BANTOID.GIKUYU,kiku1240,GIKUYU,GIKUYU | GIKUYU_2,DRH,SCCSR.v3
True,,,732,Marquesans,North Marquesan,An.OCEANIC.NORTH_MARQUESAN,nort2845,NORTH_MARQUESAN,NORTH_MARQUESAN | LANGUE_DE_ISLES_MARQUISES | MARQUESAN_NUKUHIVA | UA_POU,DRH,SCCSR.v3
True,,,739,Lakalai,Nakanai,An.OCEANIC.NAKANAI,naka1262,NAKANAI,NAKANAI | BILEKI_NAKANAI | MAUTUTU | NAKANAI_2,DRH,SCCSR.v3
True,,,745,Buka,Halia,An.OCEANIC.HALIA,hali1244,HALIA,HALIA | HALIA_2,DRH,SCCSR.v3
True,,,763,Moriori,Maori,An.OCEANIC.MAORI,maor1246,MAORI,MAORI | MOORIORI | SOUTH_ISLAND_MAORI,DRH,SCCSR.v3
True,,,770,Thai Forest Tradition,Northern Thai,TK.KAM_TAI.LAMPANG_THAI,nort2740,LAMPANG_THAI,LAMPANG_THAI | TAI_CHIENGMAI,DRH,SCCSR.v3
True,,,834,The Plum Village Sangha of Thich Nhat Hanh,Vietnamese,AuA.VIET_MUONG.VIETNAMESE,viet1252,VIETNAMESE,VIETNAMESE | VIETNAMESE_2 | VIETNAMESE_3,DRH,SCCSR.v3
True,,,841,Sa skya,Tibetan,ST.BODIC.RANG_PAS,tibe1272,RANG_PAS,RANG_PAS | LHASA_TIBETAN | TIBETAN_CENTRAL | TIBETAN_LHASA | TIBETAN_WRITTEN,DRH,SCCSR.v3
True,,,858,"The New Prophecy or ""Montanism""",Classical Syriac,AA.SEMITIC.CLASSICAL_SYRIAC,clas1252,CLASSICAL_SYRIAC,CLASSICAL_SYRIAC | SYRIAC | SYRIAC_2,DRH,SCCSR.v3
True,,,867,Nyingma Treasure,Tibetan,ST.BODIC.RANG_PAS,tibe1272,RANG_PAS,RANG_PAS | LHASA_TIBETAN | TIBETAN_CENTRAL | TIBETAN_LHASA | TIBETAN_WRITTEN,DRH,SCCSR.v3
True,,,877,The International Network of Engaged Buddhists - INEB,Thai,TK.KAM_TAI.THAI,thai1261,THAI,THAI | KHORAT_THAI | SIAMESE | SIAMESE_2 | TAI | THAI_2 | THAI_3,DRH,SCCSR.v3
True,,,883,Catholics in the People's Republic of China (PRC),Mandarin Chinese,ST.CHINESE.MANDARIN,mand1415,MANDARIN,MANDARIN | KUNMING_MANDARIN | MANDARIN_2,DRH,SCCSR.v3
True,,,924,Muridiyya of Senegal,Standard Arabic,AA.SEMITIC.STANDARD_ARABIC,stan1318,STANDARD_ARABIC,STANDARD_ARABIC | ARABIC_QURANIC | CLASSICAL_ARABIC,DRH,SCCSR.v3
True,,,928,The Ghost Dance Movement and the Lakota Sioux,Lakota,Sio.SIOUAN.LAKOTA,lako1247,LAKOTA,LAKOTA | LAKHOTA,DRH,SCCSR.v3
True,,,935,Nigerian Pentecostalism,Yoruba,NC.DEFOID.YORUBA,yoru1245,YORUBA,YORUBA | OKA,DRH,SCCSR.v3
True,,,946,Nyingma (rnying ma),Tibetan,ST.BODIC.RANG_PAS,tibe1272,RANG_PAS,RANG_PAS | LHASA_TIBETAN | TIBETAN_CENTRAL | TIBETAN_LHASA | TIBETAN_WRITTEN,DRH,SCCSR.v3
True,,,952,Ethiopian Jews,Amharic,AA.SEMITIC.AMHARIC,amha1245,AMHARIC,AMHARIC | AMHARIC_2 | AMHARIC_3,DRH,SCCSR.v3
True,,,960,Bön (Bon),Tibetan,ST.BODIC.RANG_PAS,tibe1272,RANG_PAS,RANG_PAS | LHASA_TIBETAN | TIBETAN_CENTRAL | TIBETAN_LHASA | TIBETAN_WRITTEN,DRH,SCCSR.v3
True,,,961,Romanian Orthodox Church,Romanian,IE.ROMANCE.ROMANIAN,roma1327,ROMANIAN,ROMANIAN | ROMANIAN_2,DRH,SCCSR.v3
True,,,966,"Naqshbandī Order, Naqshbandī Tarīqa, Naqshbandīyyah, Khwājagān,",Turkmen,Alt.TURKIC.TURKMEN,turk1304,TURKMEN,TURKMEN | TURKMEN_2,DRH,SCCSR.v3
True,,,972,Nestorian Christianity,Classical Syriac,AA.SEMITIC.CLASSICAL_SYRIAC,clas1252,CLASSICAL_SYRIAC,CLASSICAL_SYRIAC | SYRIAC | SYRIAC_2,DRH,SCCSR.v3
True,,,980,Pure Land Buddhist Schools in Early Medieval Japan,Japanese,Jap.JAPANESE.JAPANESE,nucl1643,JAPANESE,JAPANESE | EI_JAPANESE | JAPANESE_2 | JAPANESE_KYOTO | TAKARAJIMA_JAPANESE | TOKYO_JAPANESE,DRH,SCCSR.v3
True,,,994,"Monastic Communities of Lower Egypt: Nitria, Kellia, Scetis",Classical Syriac,AA.SEMITIC.CLASSICAL_SYRIAC,clas1252,CLASSICAL_SYRIAC,CLASSICAL_SYRIAC | SYRIAC | SYRIAC_2,DRH,SCCSR.v3
True,,,1136,The Fellowship of Goodness 同善社 (Tongshanshe),Mandarin Chinese,ST.CHINESE.MANDARIN,mand1415,MANDARIN,MANDARIN | KUNMING_MANDARIN | MANDARIN_2,DRH,SCCSR.v3
True,,,1196,K’iche’ (Quiché),K'iche',May.MAYAN.KICHE,kich1262,KICHE,KICHE | CENTRAL_QUICHE | CENTRAL_QUICHE_SANTA_MARIA_CHIQUIMULA | KICHEE_ALDEA_ARGUETA_SOLOLA | KICHEE_CANTEL | KICHEE_CHICHICASTENANGO | KICHEE_CUBULCO | KICHEE_CUNEN_1 | KICHEE_CUNEN_2 | KICHEE_JOYABAJ_1 | KICHEE_JOYABAJ_2 | KICHEE_MOMOSTENANGO | KICHEE_NAHUALA_1 | KICHEE_NAHUALA_2 | KICHEE_SAMAYAC_1 | KICHEE_SAMAYAC_2 | KICHEE_SANTA_CLARA_LA_LAGUNA | KICHEE_SANTA_CRUZ_DE_EL_QUICHE | KICHEE_SANTA_LUCIA_UTATLAN | KICHEE_SANTA_MARIA_CHIQUIMULA_1 | KICHEE_SANTA_MARIA_CHIQUIMULA_2 | KICHEE_SAN_ANTONIO_ILOTENANGO | KICHEE_SAN_JOSE_CHIQUILAJA_QUETZ | KICHEE_SAN_MIGUEL_CHICAJ | KICHEE_TOTONICAPAN_1 | KICHEE_TOTONICAPAN_2 | KICHEE_ZACUALPA | KICHEE_ZUNIL | QUICHE | WESTERN_QUICHE_MOMOSTENANGO | WESTERN_QUICHE_SANTA_CATARINA_IXTAHUACAN | WESTERN_QUICHE_TOTONICAPAN,DRH,SCCSR.v3
True,,,1199,Tiv,Tiv,NC.BANTOID.TIV_1,tivv1240,TIV_1,TIV_1 | TIV_2,DRH,SCCSR.v3
True,,,1229,Three Self Patriotic Movement (TSPM),Mandarin Chinese,ST.CHINESE.MANDARIN,mand1415,MANDARIN,MANDARIN | KUNMING_MANDARIN | MANDARIN_2,DRH,SCCSR.v3
True,,,1231,"Shenxiao 神霄 (""Divine Empyrean"") Daoism",Mandarin Chinese,ST.CHINESE.MANDARIN,mand1415,MANDARIN,MANDARIN | KUNMING_MANDARIN | MANDARIN_2,DRH,SCCSR.v3
True,,,1234,Ashanti,Akan,NC.KWA.TWI_FANTE,akan1250,TWI_FANTE,TWI_FANTE | TWI_ASANTE,DRH,SCCSR.v3
True,,,1246,Shilluk,Shilluk,ESu.NILOTIC.SHILLUK,shil1265,SHILLUK,SHILLUK | SHILLUK_2,DRH,SCCSR.v3
True,,,1248,Religion in the Old Assyrian Period,Akkadian,AA.SEMITIC.AKKADIAN,akka1240,AKKADIAN,AKKADIAN | AKKADIAN_2,DRH,SCCSR.v3
True,,,1289,Buginese Muslims,Buginese,An.SOUTH_SULAWESI.BUGINESE,bugi1244,BUGINESE,BUGINESE | SOPPENG_BUGINESE,DRH,SCCSR.v3
True,,,1299,Russians (of Viriatino Village),Russian,IE.SLAVIC.RUSSIAN,russ1263,RUSSIAN,RUSSIAN | NINILCHIK_RUSSIAN,DRH,SCCSR.v3
True,,,1303,Emar: A Hittite Vassal in Late Bronze Age Syria,Akkadian,AA.SEMITIC.AKKADIAN,akka1240,AKKADIAN,AKKADIAN | AKKADIAN_2,DRH,SCCSR.v3
True,,,1333,Cult of Thecla,Classical Syriac,AA.SEMITIC.CLASSICAL_SYRIAC,clas1252,CLASSICAL_SYRIAC,CLASSICAL_SYRIAC | SYRIAC | SYRIAC_2,DRH,SCCSR.v3
True,,,1344,Tibetan Nonsectarianism (ris med),Tibetan,ST.BODIC.RANG_PAS,tibe1272,RANG_PAS,RANG_PAS | LHASA_TIBETAN | TIBETAN_CENTRAL | TIBETAN_LHASA | TIBETAN_WRITTEN,DRH,SCCSR.v3
True,,,1369,Astronomers in Babylon,Akkadian,AA.SEMITIC.AKKADIAN,akka1240,AKKADIAN,AKKADIAN | AKKADIAN_2,DRH,SCCSR.v3
True,,,1376,African Initiated Churches,Zulu,NC.BANTOID.ZULU,zulu1248,ZULU,ZULU | NGONI_2 | ZULU_2 | ZULU_NKANDLA,DRH,SCCSR.v3
True,,,1392,Messalians,Classical Syriac,AA.SEMITIC.CLASSICAL_SYRIAC,clas1252,CLASSICAL_SYRIAC,CLASSICAL_SYRIAC | SYRIAC | SYRIAC_2,DRH,SCCSR.v3
True,,,1412,Tenrikyo,Japanese,Jap.JAPANESE.JAPANESE,nucl1643,JAPANESE,JAPANESE | EI_JAPANESE | JAPANESE_2 | JAPANESE_KYOTO | TAKARAJIMA_JAPANESE | TOKYO_JAPANESE,DRH,SCCSR.v3
True,,,1511,Sokoto,Hausa,AA.WEST_CHADIC.HAUSA,haus1257,HAUSA,HAUSA | HAUSA_2 | HAUSA_3 | KANO,DRH,SCCSR.v3
True,,,1574,Household religion at Ur,Akkadian,AA.SEMITIC.AKKADIAN,akka1240,AKKADIAN,AKKADIAN | AKKADIAN_2,DRH,SCCSR.v3
True,,,1619,"Saint Nicholas ""Maroulenas"", Kastania, southern Greece, byzantine church",Akkadian,AA.SEMITIC.AKKADIAN,akka1240,AKKADIAN,AKKADIAN | AKKADIAN_2,DRH,SCCSR.v3
True,,,1621,"Saint Spyridon,Kardamyli, southern Greece, postbyzantine church",Akkadian,AA.SEMITIC.AKKADIAN,akka1240,AKKADIAN,AKKADIAN | AKKADIAN_2,DRH,SCCSR.v3
True,,,1677,Royal Hittite Religion,Akkadian,AA.SEMITIC.AKKADIAN,akka1240,AKKADIAN,AKKADIAN | AKKADIAN_2,DRH,SCCSR.v3
True,,,1869,IFA RELIGIOUS GROUP IN ILE- IFE,Yoruba,NC.DEFOID.YORUBA,yoru1245,YORUBA,YORUBA | OKA,DRH,SCCSR.v3
True,,,1872,"The Holy Apostles Community, Ayetoro",Yoruba,NC.DEFOID.YORUBA,yoru1245,YORUBA,YORUBA | OKA,manual_A,Matthew Hamm
True,,,1897,"The Episcopal Church of Cherubim and Seraphim, Zion Pepe",Yoruba,NC.DEFOID.YORUBA,yoru1245,YORUBA,YORUBA | OKA,manual_A,Matthew Hamm
True,,,1908,"Buddhist Traders in the Chinese Quarter in Hakata, Japan",Japanese,Jap.JAPANESE.JAPANESE,nucl1643,JAPANESE,JAPANESE | EI_JAPANESE | JAPANESE_2 | JAPANESE_KYOTO | TAKARAJIMA_JAPANESE | TOKYO_JAPANESE,DRH,SCCSR.v3
True,,,1940,"The Holy Apostles Community, Ori-Oke Iwamimo",Yoruba,NC.DEFOID.YORUBA,yoru1245,YORUBA,YORUBA | OKA,manual_A,Matthew Hamm
True,,,1961,"Grace Covenant Centre, Ado-Ekiti",Yoruba,NC.DEFOID.YORUBA,yoru1245,YORUBA,YORUBA | OKA,manual_A,Matthew Hamm
True,,,1966,Cherubim & Seraphim Movement Church (Worldwide) Ayo Ni O,Yoruba,NC.DEFOID.YORUBA,yoru1245,YORUBA,YORUBA | OKA,DRH,SCCSR.v3
True,,,2000,"The Community Church of Apostles Nigeria and Oversea (COCANO), Ajegunle",Yoruba,NC.DEFOID.YORUBA,yoru1245,YORUBA,YORUBA | OKA,DRH,SCCSR.v3
True,,,2006,New Life for All Nations Ministries,Yoruba,NC.DEFOID.YORUBA,yoru1245,YORUBA,YORUBA | OKA,DRH,SCCSR.v3
True,,,2052,Christ Way Ministries International,Yoruba,NC.DEFOID.YORUBA,yoru1245,YORUBA,YORUBA | OKA,DRH,SCCSR.v3
True,,,2054,Christ Apostolic Church,Yoruba,NC.DEFOID.YORUBA,yoru1245,YORUBA,YORUBA | OKA,DRH,SCCSR.v3
True,,,2061,OYA RELIGIOUS GROUP IN OYO,Yoruba,NC.DEFOID.YORUBA,yoru1245,YORUBA,YORUBA | OKA,DRH,SCCSR.v3
True,,,2126,Nasrul-lahi-li Fathi Society of Nigeria (NASFAT),Yoruba,NC.DEFOID.YORUBA,yoru1245,YORUBA,YORUBA | OKA,DRH,SCCSR.v3
True,,,2146,Maruyamakyō,Japanese,Jap.JAPANESE.JAPANESE,nucl1643,JAPANESE,JAPANESE | EI_JAPANESE | JAPANESE_2 | JAPANESE_KYOTO | TAKARAJIMA_JAPANESE | TOKYO_JAPANESE,DRH,SCCSR.v3
True,,,2178,Aladura Christianity in Nigeria,Yoruba,NC.DEFOID.YORUBA,yoru1245,YORUBA,YORUBA | OKA,DRH,SCCSR.v3
True,,,2210,Living Faith Church Worldwide,Yoruba,NC.DEFOID.YORUBA,yoru1245,YORUBA,YORUBA | OKA,DRH,SCCSR.v3
True,,,2271,The Gideons International in Ngeria,Yoruba,NC.DEFOID.YORUBA,yoru1245,YORUBA,YORUBA | OKA,DRH,SCCSR.v3
True,,,2274,Ìjọ Àdìmúlà (An Institutionalised Indigenous Religious Movement in Yorubaland,Yoruba,NC.DEFOID.YORUBA,yoru1245,YORUBA,YORUBA | OKA,DRH,SCCSR.v3
True,,,2284,Tarascan Religion,Purepecha,Tar.TARASCAN.PUREPECHA,pure1242,PUREPECHA,PUREPECHA | PURHEPECHA | PURHEPECHA_2 | TARASCAN,DRH,SCCSR.v3
True,,,2327,ỌBÀTÁLA RELIGIOUS GROUP AMONG THE YORUBA OF ILÉ-IFẸ̀,Yoruba,NC.DEFOID.YORUBA,yoru1245,YORUBA,YORUBA | OKA,DRH,SCCSR.v3
True,,,2329,Hòa Hảo,Vietnamese,AuA.VIET_MUONG.VIETNAMESE,viet1252,VIETNAMESE,VIETNAMESE | VIETNAMESE_2 | VIETNAMESE_3,DRH,SCCSR.v3
True,,,2330,Evangelical Church Winning All,Yoruba,NC.DEFOID.YORUBA,yoru1245,YORUBA,YORUBA | OKA,DRH,SCCSR.v3
True,,,2339,Yorùbá Traditional Religion,Yoruba,NC.DEFOID.YORUBA,yoru1245,YORUBA,YORUBA | OKA,DRH,SCCSR.v3
True,,,2347,Nichiren Buddhism,Japanese,Jap.JAPANESE.JAPANESE,nucl1643,JAPANESE,JAPANESE | EI_JAPANESE | JAPANESE_2 | JAPANESE_KYOTO | TAKARAJIMA_JAPANESE | TOKYO_JAPANESE,DRH,SCCSR.v3
True,,,2614,فيضة (An Overflow of Spiritual Grace),Hausa,AA.WEST_CHADIC.HAUSA,haus1257,HAUSA,HAUSA | HAUSA_2 | HAUSA_3 | KANO,DRH,SCCSR.v3
False,,,173,Johannine Christianity,Turkic,IE.GREEK.GREEK_ANCIENT,,,,manual_B,Willis Monroe
False,,,180,Chinese Folk Religion,Old Chinese,ST.CHINESE.OLD_CHINESE,oldc1244,OLD_CHINESE,,DRH,SCCSR.v3
False,,,196,Pauline Christianity (ca. 45-60 CE),Ionic-Attic Ancient Greek,IE.GREEK.GREEK_ANCIENT,anci1242,GREEK_ANCIENT,,DRH,SCCSR.v3
False,,,212,Warring States (China) Religion,Old Chinese,ST.CHINESE.OLD_CHINESE,oldc1244,OLD_CHINESE,,DRH,SCCSR.v3
False,,,217,Roman private religion,Latin,IE.ROMANCE.LATIN,lati1261,LATIN,,manual_A,Matthew Hamm
False,,,222,Late Classic Lowland Maya,Epigraphic Mayan,May.MAYAN.CHOL_TILA,,,,manual_B,Diana Moreiras
False,,,231,Roman private religion,Corsican,IE.ROMANCE.CORSICAN,cors1241,CORSICAN,,DRH,SCCSR.v3
False,,,257,Classic Zapotec,Zapotecan,OM.POPOLOCAN.SAN_JUAN_CHIQUIHUITLAN,,,,manual_B,Diana Moreiras
False,,,381,Sikhism: Guru Nanak to Guru Arjan,Eastern Panjabi,IE.INDIC.PUNJABI_MAJHI,panj1256,PUNJABI_MAJHI,,DRH,SCCSR.v3
False,,,389,Iban traditional religion,Iban,An.MALAYO_SUMBAWAN.IBAN,iban1264,IBAN,,DRH,SCCSR.v3
False,,,392,Sikhism: Guru Hargobind to Guru Gobind Singh,Eastern Panjabi,IE.INDIC.PUNJABI_MAJHI,panj1256,PUNJABI_MAJHI,,DRH,SCCSR.v3
False,,,400,Singaporean Mega-Churches,English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,415,Shaiva World Renouncers,Hindi,IE.INDIC.HINDI,hind1269,HINDI,,DRH,SCCSR.v3
False,,,419,The Worship of Jagannath in Puri (Odisha),Odia,IE.INDIC.ORIYA,oriy1255,ORIYA,,DRH,SCCSR.v3
False,,,424,Achaemenid Religion,Jewish Babylonian Aramaic (ca. 200-1200 CE),AA.SEMITIC.ACHAEMENID_ARAMAIC,jewi1240,ACHAEMENID_ARAMAIC,,DRH,SCCSR.v3
False,,,441,Worshipers of Śītalā,Urdu,IE.INDIC.URDU,urdu1245,URDU,,DRH,SCCSR.v3
False,,,442,Donatism,Neo-Punic,AA.SEMITIC.PHOENICIAN,,,,manual_B,Willis Monroe
False,,,456,The Essenes,Ancient Hebrew,AA.SEMITIC.BIBLICAL_HEBREW,anci1244,BIBLICAL_HEBREW,,DRH,SCCSR.v3
False,,,469,Won-Buddhism,Korean,Kor.KOREAN.KOREAN,kore1280,KOREAN,,DRH,SCCSR.v3
False,,,476,Cham Bani,Eastern Cham,An.MALAYO_SUMBAWAN.CHAM_EASTERN,east2563,CHAM_EASTERN,,DRH,SCCSR.v3
