ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,classification_glottolog,recently_extinct,long_extinct,tip_name
MALAGASY_TSIMIHETY_MANDRITSARA,MALAGASY_TSIMIHETY_MANDRITSARA,tsim1257,Tsimihety Malagasy,xmw,Africa,-15.83,48.82,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,North-CentralMalagasic,NorthernMalagasic,Tsimihety-Betsimisaraka",False,False,An.BARITO.MALAGASY_TSIMIHETY_MANDRITSARA
MALAGASY_VEZO,MALAGASY_VEZO,saka1291,West Malagasy Sakalava,skg,Africa,-23.23,44.3,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,SouthwesternMalagasic,SouthWest-CentralMalagasic,NuclearSouthWest-CentralMalagasic,Inland-WesternMalagasic,WesternMalagasic",False,False,An.BARITO.MALAGASY_VEZO
MALAGASY_ZAFISORO,MALAGASY_ZAFISORO,tesa1236,Tesaka Malagasy,tkg,Africa,-22.34,47.73,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic,SouthwesternMalagasic,SouthWest-CentralMalagasic",False,False,An.BARITO.MALAGASY_ZAFISORO
MALAGHETI_TALISE,MALAGHETI_TALISE,tali1259,Talise,tlr,Papunesia,-9.75,160.17,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,SoutheastSolomonic,Guadalcanal-Nggelic,SoutheastGuadalcanal",False,False,An.OCEANIC.MALAGHETI_TALISE
MALAKONI_ENGGANO,MALAKONI_ENGGANO,engg1245,Enggano,eno,Papunesia,-5.4,102.27,Austronesian,"Austronesian,Malayo-Polynesian,Sumatran",False,False,An.ENGGANO.MALAKONI_ENGGANO
MALANG,MALANG,java1254,Javanese,jav,Papunesia,-7.97,112.62,Austronesian,"Austronesian,Malayo-Polynesian,Javanesic,ModernJavanese,GlobalJavanese",False,False,An.JAVANESE.MALANG
MALANGO,MALANGO,mala1484,Malango,mln,Papunesia,-9.58,160.08,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,SoutheastSolomonic,Guadalcanal-Nggelic,NuclearGuadalcanal-Nggelic,NorthandWestGuadalcanal",False,False,An.OCEANIC.MALANGO
MALAPA,MALAPA,west2600,West Makian,mqs,Papunesia,0.5,127.58,North Halmahera,NorthHalmahera,False,False,WP.NORTH_HALMAHERAN.MALAPA
MALAS,MALAS,mala1495,Manep,mkr,Papunesia,-4.73,145.59,Nuclear Trans New Guinea,"NuclearTransNewGuinea,Madang,Croisilles,GreaterNorthernAdelbert,NorthernAdelbert,Manep-Barem",False,False,TNG.MADANG.MALAS
MALASANGA,MALASANGA,mala1487,Malasanga,mqz,Papunesia,-6.0,147.08,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,NorthNewGuinealinkage,Ngero-Vitiazlinkage,Vitiazlinkage,Koraplinkage",False,False,An.OCEANIC.MALASANGA
MALAY,MALAY,mala1479,Central Malay,zlm,Eurasia,3.0,102.0,Austronesian,"Austronesian,Malayo-Polynesian,Malayo-Chamic,Malayic,NuclearMalayic,GreaterRiau-Johoric",False,False,An.MALAYO_SUMBAWAN.MALAY
MALAYALAM,MALAYALAM,mala1464,Malayalam,mal,Eurasia,10.0,76.5,Dravidian,"Dravidian,SouthDravidian,SouthDravidianI,Tamil-Kannada,Tamil-Kota,Tamil-Toda,Tamil-Irula,Tamil-Kodagu,Tamil-Malayalam,Malayalamoid",False,False,Dra.SOUTHERN_DRAVIDIAN.MALAYALAM
MALAY_PATTANI,MALAY_PATTANI,patt1249,Kelantan-Pattani Malay,mfa,Eurasia,6.42,101.58,Austronesian,"Austronesian,Malayo-Polynesian,Malayo-Chamic,Malayic,NuclearMalayic,GreaterRiau-Johoric,NortheasternPeninsularMalay",False,False,An.MALAYO_SUMBAWAN.MALAY_PATTANI
MALDIVIAN,MALDIVIAN,dhiv1236,Dhivehi,div,Eurasia,4.17,73.5,Indo-European,"Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,Dhivehi-Sinhala",False,False,IE.INDIC.MALDIVIAN
MALEU,MALEU,male1289,Maleu-Kilenge,mgl,Papunesia,-5.72,148.4,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,NorthNewGuinealinkage,Ngero-Vitiazlinkage,Vitiazlinkage",False,False,An.OCEANIC.MALEU
MALEU_2,MALEU_2,male1289,Maleu-Kilenge,mgl,Papunesia,-5.72,148.42,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,NorthNewGuinealinkage,Ngero-Vitiazlinkage,Vitiazlinkage",False,False,An.OCEANIC.MALEU_2
MALE_ETHIOPIA,MALE_ETHIOPIA,male1284,Male (Ethiopia),mdy,Africa,6.0,36.92,Ta-Ne-Omotic,"Ta-Ne-Omotic,Ometo,North-WestOmeto",False,False,AA.NORTH_OMOTIC.MALE_ETHIOPIA
MALE_PAPUANG,MALE_PAPUANG,male1291,Male (Papua New Guinea),mdc,Papunesia,-5.47,145.77,Nuclear Trans New Guinea,"NuclearTransNewGuinea,Madang,RaiCoast,Mindjim,LowerMinjim,InlandMinjim",False,False,TNG.MADANG.MALE_PAPUANG
MALFAXAL,MALFAXAL,malf1237,Na'ahai,mlx,Papunesia,-16.56,167.53,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,CentralVanuatu,Malakula,WesternMalakulalinkage,PeripheralWesternMalakula,SouthwesternMalakula,SouthwestCoastalMalekula",False,False,An.OCEANIC.MALFAXAL
MALGBE,MALGBE,malg1250,Malgbe,mxf,Africa,12.42,14.83,Afro-Asiatic,"Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Kotoko-Buduma,KotokoSeptentrional,KotokoSeptentrional2",False,False,AA.BIU_MANDARA.MALGBE
MALI,MALI,mali1284,Mali,gcc,Papunesia,-4.83,152.25,Baining,Baining,False,False,BT.BAINING.MALI
MALIENG,MALIENG,male1282,Maleng,pkt,Eurasia,17.75,105.5,Austroasiatic,"Austroasiatic,Vietic,Chutic,EastChutic",False,False,AuA.VIET_MUONG.MALIENG
MALINKE,MALINKE,west2500,Western Maninkakan,mlq,Africa,13.0,-11.0,Mande,"Mande,WesternMande,Manding-Kpelle,CentralMande,Manding-Jogo,Manding-Vai,Manding-Mokole,Manding,WestManding,Xasonka",False,False,Man.WESTERN_MANDE.MALINKE
MALLAGORI_PASHTO,MALLAGORI_PASHTO,nort2646,Northern Pashto,pbu,Eurasia,34.01,71.37,Indo-European,"Indo-European,ClassicalIndo-European,Indo-Iranian,Iranian,Pashto,NuclearPashto",False,False,IE.IRANIAN.MALLAGORI_PASHTO
MALMARIV,MALMARIV,tial1239,Tiale,mnl,Papunesia,-15.29,166.9,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,NorthernVanuatu,EspirituSanto,WestSanto,CentralSanto",False,False,An.OCEANIC.MALMARIV
MALTESE,MALTESE,malt1254,Maltese,mlt,Eurasia,35.92,14.42,Afro-Asiatic,"Afro-Asiatic,Semitic,WestSemitic,CentralSemitic,Arabian,Arabic,NorthAfricanArabic,Malta-TunisianArabic",False,False,AA.SEMITIC.MALTESE
MALTESE_ARABIC,MALTESE_ARABIC,malt1254,Maltese,mlt,Eurasia,35.92,14.42,Afro-Asiatic,"Afro-Asiatic,Semitic,WestSemitic,CentralSemitic,Arabian,Arabic,NorthAfricanArabic,Malta-TunisianArabic",False,False,AA.SEMITIC.MALTESE_ARABIC
MALUA_BAY,MALUA_BAY,malu1245,Malua-Tepërav,mll,Papunesia,-16.0,167.2,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,CentralVanuatu,Malakula,NorthernMalakula",False,False,An.OCEANIC.MALUA_BAY
MALUA_BAY_PETARMUR,MALUA_BAY_PETARMUR,malu1245,Malua-Tepërav,mll,Papunesia,-15.96,167.19,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,CentralVanuatu,Malakula,NorthernMalakula",False,False,An.OCEANIC.MALUA_BAY_PETARMUR
MALULA,MALULA,west2763,Western Neo-Aramaic,amw,Eurasia,33.84,36.55,Afro-Asiatic,"Afro-Asiatic,Semitic,WestSemitic,CentralSemitic,NorthwestSemitic,Aramaic,Imperial-Middle-ModernAramaic,Middle-ModernAramaic,WesternAramaic",False,False,AA.SEMITIC.MALULA
MALYANGAPA,MALYANGAPA,maly1234,Malyangapa,yga,Australia,-29.43,142.0,Pama-Nyungan,"Pama-Nyungan,Yarli-Baagandji,Yarli",True,False,Aus.PAMA_NYUNGAN.MALYANGAPA
MAMAINDE,MAMAINDE,mama1278,Mamaindé,wmd,South America,-12.75,-59.17,Nambiquaran,"Nambiquaran,NambikwaraComplex,NorthernNambiquaran",False,False,Nam.NAMBIKUARAN.MAMAINDE
MAMANWA,MAMANWA,mama1275,Minamanwa,mmn,Papunesia,9.42,125.5,Austronesian,"Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine",False,False,An.GREATER_CENTRAL_PHILIPPINE.MAMANWA
MAMARA_SENOUFO,MAMARA_SENOUFO,mama1271,Mamara Senoufo,myk,Africa,12.5,-5.5,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Senufo,NorthSenufo",False,False,NC.GUR.MAMARA_SENOUFO
MAMBAE,MAMBAE,mamb1306,Mambae,mgm,Papunesia,-8.83,125.5,Austronesian,"Austronesian,Malayo-Polynesian,CentralTimor",False,False,An.CENTRAL_MALAYO_POLYNESIAN.MAMBAE
MAMBAI,MAMBAI,mamb1294,Mambai,mcs,Africa,9.5,13.92,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,Mbumic,NorthernMbum,Tupuri-Mundang-Mambai",False,False,NC.ADAMAWA.MAMBAI
MAMBARE_RIVER,MAMBARE_RIVER,bina1277,Binandere,bhg,Papunesia,-8.25,148.0,Nuclear Trans New Guinea,"NuclearTransNewGuinea,GreaterBinanderean,Binanderean,NuclearBinanderean",False,False,TNG.BINANDEREAN.MAMBARE_RIVER
MAMBI,MAMBI,aral1243,Aralle-Tabulahan,atq,Papunesia,-2.75,119.25,Austronesian,"Austronesian,Malayo-Polynesian,GreaterSouthSulawesi,SouthSulawesi,NorthernSouthSulawesi,PituUlunnaSalu,Matangnga-Aralle-Tabulahan",False,False,An.SOUTH_SULAWESI.MAMBI
MAMBILA,MAMBILA,nige1255,Western Mambila,mzk,Africa,6.75,11.5,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,NorthernBantoid,Mambiloid,Nizaa-Mambila-Vute,Konja-Mambila-Vute,Mambila-Vute,Mambila-Mbongno,Mambila",False,False,NC.BANTOID.MAMBILA
MAMBILA_ATTA,MAMBILA_ATTA,came1252,Donga Mambila,mcu,Africa,6.75,11.5,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,NorthernBantoid,Mambiloid,Nizaa-Mambila-Vute,Konja-Mambila-Vute,Mambila-Vute,Mambila-Mbongno,Mambila,EasternMambila",False,False,NC.BANTOID.MAMBILA_ATTA
MAMBORU,MAMBORU,mamb1305,Mamboru,mvd,Papunesia,-9.33,119.5,Austronesian,"Austronesian,Malayo-Polynesian,Bima-Lembata,Flores-Sumba-Hawu,Sumba-Hawu,Sumba,Central-EastSumbanese",False,False,An.CENTRAL_MALAYO_POLYNESIAN.MAMBORU
MAMBWE,MAMBWE,mamb1296,Mambwe-Lungu,mgr,Africa,-9.08,31.17,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,CorridorBantu,Mbozi,Mwika,Fipaic,Maluwawaru",False,False,NC.BANTOID.MAMBWE
MAMPRULI,MAMPRULI,mamp1244,Mampruli,maw,Africa,10.33,-0.67,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,CentralGur,NorthernCentralGur,Bwamu-Oti-Volta,Oti-Volta,NuclearOti-Volta,Gurma-Yom-Oti-VoltaOccidental,Oti-VoltaOccidental,NuclearOti-VoltaOccidental,SoutheastWesternOti-Volta,Mampruli-Dagbani",False,False,NC.GUR.MAMPRULI
MAMUJU,MAMUJU,mamu1255,Mamuju,mqx,Papunesia,-2.33,119.0,Austronesian,"Austronesian,Malayo-Polynesian,GreaterSouthSulawesi,SouthSulawesi,NorthernSouthSulawesi",False,False,An.SOUTH_SULAWESI.MAMUJU
MAMVU,MAMVU,mamv1243,Mamvu,mdi,Africa,3.25,29.0,Central Sudanic,"CentralSudanic,Membi-Mangbutu-Efe,Mangbutu-Efe",False,False,CSu.MANGBUTU_EFE.MAMVU
MAM_CABRICAN,MAM_CABRICAN,mamm1241,Mam,mam,North America,15.42,-91.83,Mayan,"Mayan,CoreMayan,Quichean-Mamean,GreaterMamean,Mamean",False,False,May.MAYAN.MAM_CABRICAN
MAM_CAJOLA,MAM_CAJOLA,mamm1241,Mam,mam,North America,15.42,-91.83,Mayan,"Mayan,CoreMayan,Quichean-Mamean,GreaterMamean,Mamean",False,False,May.MAYAN.MAM_CAJOLA
MAM_CONSEPCION_CHIQUIRICHAPA,MAM_CONSEPCION_CHIQUIRICHAPA,mamm1241,Mam,mam,North America,15.42,-91.83,Mayan,"Mayan,CoreMayan,Quichean-Mamean,GreaterMamean,Mamean",False,False,May.MAYAN.MAM_CONSEPCION_CHIQUIRICHAPA
MAM_NORTHERN,MAM_NORTHERN,mamm1241,Mam,mam,North America,15.0,-91.83,Mayan,"Mayan,CoreMayan,Quichean-Mamean,GreaterMamean,Mamean",False,False,May.MAYAN.MAM_NORTHERN
MAM_SANTA_BARBARA,MAM_SANTA_BARBARA,mamm1241,Mam,mam,North America,15.42,-91.83,Mayan,"Mayan,CoreMayan,Quichean-Mamean,GreaterMamean,Mamean",False,False,May.MAYAN.MAM_SANTA_BARBARA
MAM_SANTIAGO_CHIMALTENANGO,MAM_SANTIAGO_CHIMALTENANGO,mamm1241,Mam,mam,North America,15.42,-91.83,Mayan,"Mayan,CoreMayan,Quichean-Mamean,GreaterMamean,Mamean",False,False,May.MAYAN.MAM_SANTIAGO_CHIMALTENANGO
MAM_SAN_GASPAR_IXCHIL,MAM_SAN_GASPAR_IXCHIL,mamm1241,Mam,mam,North America,15.42,-91.83,Mayan,"Mayan,CoreMayan,Quichean-Mamean,GreaterMamean,Mamean",False,False,May.MAYAN.MAM_SAN_GASPAR_IXCHIL
MAM_SAN_ILDEFONSO_IXTAHUACAN,MAM_SAN_ILDEFONSO_IXTAHUACAN,mamm1241,Mam,mam,North America,15.0,-91.83,Mayan,"Mayan,CoreMayan,Quichean-Mamean,GreaterMamean,Mamean",False,False,May.MAYAN.MAM_SAN_ILDEFONSO_IXTAHUACAN
MAM_SAN_JUAN_ATITLAN,MAM_SAN_JUAN_ATITLAN,mamm1241,Mam,mam,North America,15.42,-91.83,Mayan,"Mayan,CoreMayan,Quichean-Mamean,GreaterMamean,Mamean",False,False,May.MAYAN.MAM_SAN_JUAN_ATITLAN
MAM_SAN_JUAN_OSTUNCALCO,MAM_SAN_JUAN_OSTUNCALCO,mamm1241,Mam,mam,North America,15.42,-91.83,Mayan,"Mayan,CoreMayan,Quichean-Mamean,GreaterMamean,Mamean",False,False,May.MAYAN.MAM_SAN_JUAN_OSTUNCALCO
MAM_SAN_MARTIN_SACATEPEQUEZ,MAM_SAN_MARTIN_SACATEPEQUEZ,mamm1241,Mam,mam,North America,15.42,-91.83,Mayan,"Mayan,CoreMayan,Quichean-Mamean,GreaterMamean,Mamean",False,False,May.MAYAN.MAM_SAN_MARTIN_SACATEPEQUEZ
MAM_SAN_MIGUEL_SIGUILA,MAM_SAN_MIGUEL_SIGUILA,mamm1241,Mam,mam,North America,15.42,-91.83,Mayan,"Mayan,CoreMayan,Quichean-Mamean,GreaterMamean,Mamean",False,False,May.MAYAN.MAM_SAN_MIGUEL_SIGUILA
MAM_SAN_PEDRO_NECTA,MAM_SAN_PEDRO_NECTA,mamm1241,Mam,mam,North America,15.42,-91.83,Mayan,"Mayan,CoreMayan,Quichean-Mamean,GreaterMamean,Mamean",False,False,May.MAYAN.MAM_SAN_PEDRO_NECTA
MAM_SAN_RAFAEL_PETZAL,MAM_SAN_RAFAEL_PETZAL,mamm1241,Mam,mam,North America,15.0,-91.83,Mayan,"Mayan,CoreMayan,Quichean-Mamean,GreaterMamean,Mamean",False,False,May.MAYAN.MAM_SAN_RAFAEL_PETZAL
MAM_SAN_SEBASTIAN_H,MAM_SAN_SEBASTIAN_H,mamm1241,Mam,mam,North America,15.0,-91.83,Mayan,"Mayan,CoreMayan,Quichean-Mamean,GreaterMamean,Mamean",False,False,May.MAYAN.MAM_SAN_SEBASTIAN_H
MAM_TACANA_1,MAM_TACANA_1,mamm1241,Mam,mam,North America,15.3,-92.13,Mayan,"Mayan,CoreMayan,Quichean-Mamean,GreaterMamean,Mamean",False,False,May.MAYAN.MAM_TACANA_1
MAM_TACANA_2,MAM_TACANA_2,mamm1241,Mam,mam,North America,15.3,-92.13,Mayan,"Mayan,CoreMayan,Quichean-Mamean,GreaterMamean,Mamean",False,False,May.MAYAN.MAM_TACANA_2
MAM_TACANA_3,MAM_TACANA_3,mamm1241,Mam,mam,North America,15.3,-92.13,Mayan,"Mayan,CoreMayan,Quichean-Mamean,GreaterMamean,Mamean",False,False,May.MAYAN.MAM_TACANA_3
MAM_TECTITAN,MAM_TECTITAN,tekt1235,Tektiteko,ttc,North America,15.42,-92.08,Mayan,"Mayan,CoreMayan,Quichean-Mamean,GreaterMamean,Mamean",False,False,May.MAYAN.MAM_TECTITAN
MAM_TODOS_SANTOS_CUCHUMATAN_1,MAM_TODOS_SANTOS_CUCHUMATAN_1,mamm1241,Mam,mam,North America,15.5,-91.5,Mayan,"Mayan,CoreMayan,Quichean-Mamean,GreaterMamean,Mamean",False,False,May.MAYAN.MAM_TODOS_SANTOS_CUCHUMATAN_1
MAM_TODOS_SANTOS_CUCHUMATAN_2,MAM_TODOS_SANTOS_CUCHUMATAN_2,mamm1241,Mam,mam,North America,15.5,-91.5,Mayan,"Mayan,CoreMayan,Quichean-Mamean,GreaterMamean,Mamean",False,False,May.MAYAN.MAM_TODOS_SANTOS_CUCHUMATAN_2
MAM_TODOS_SANTOS_CUCHUMATAN_3,MAM_TODOS_SANTOS_CUCHUMATAN_3,mamm1241,Mam,mam,North America,15.5,-91.5,Mayan,"Mayan,CoreMayan,Quichean-Mamean,GreaterMamean,Mamean",False,False,May.MAYAN.MAM_TODOS_SANTOS_CUCHUMATAN_3
MANADONESE,MANADONESE,mala1481,Manado Malay,xmm,Papunesia,1.5,124.83,Austronesian,"Austronesian,Malayo-Polynesian,Malayo-Chamic,Malayic,NuclearMalayic,VehicularMalay,EasternIndonesiaTradeMalay,ManadoicMalay",False,False,An.MALAYO_SUMBAWAN.MANADONESE
MANAM,MANAM,mana1295,Manam,mva,Papunesia,-4.0,145.0,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,NorthNewGuinealinkage,Schoutenlinkage,Kairiru-Manam,Manamiclinkage,Bam-Manam,Manam-Sepa",False,False,An.OCEANIC.MANAM
MANAMBU,MANAMBU,mana1298,Manambu,mle,Papunesia,-4.25,142.83,Ndu,"Ndu,NuclearNdu,Manambu-Yalaku",False,False,Sep.MIDDLE_SEPIK.MANAMBU
MANANGE,MANANGE,mana1288,Manange,nmm,Eurasia,28.4,84.01,Sino-Tibetan,"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Gurungic,Manangba-Nar-Phu",False,False,ST.BODIC.MANANGE
MANCHU,MANCHU,manc1252,Manchu,mnc,Eurasia,49.5,127.5,Tungusic,"Tungusic,Manchu-Jurchen,Manchu-Xibe",False,False,Alt.TUNGUSIC.MANCHU
MANCHU_2,MANCHU_2,manc1252,Manchu,mnc,Eurasia,49.5,127.5,Tungusic,"Tungusic,Manchu-Jurchen,Manchu-Xibe",False,False,Alt.TUNGUSIC.MANCHU_2
MANCHU_3,MANCHU_3,manc1252,Manchu,mnc,Eurasia,49.5,127.5,Tungusic,"Tungusic,Manchu-Jurchen,Manchu-Xibe",False,False,Alt.TUNGUSIC.MANCHU_3
MANDA,MANDA,mand1416,Manda (Australia),zma,Australia,-13.67,129.83,Western Daly,"WesternDaly,Maranunggu-Ame-Manda,Ame-Manda",True,False,Aus.WESTERN_DALY.MANDA
MANDAHUACA,MANDAHUACA,mand1448,Mandahuaca,mht,South America,1.75,-66.83,Arawakan,"Arawakan,Japura-Colombia,NuclearJapura-Colombia,NortheastJapura-Colombia,Cassiquiare",True,False,Arw.NORTHERN_ARAWAKAN.MANDAHUACA
MANDAN,MANDAN,mand1446,Mandan,mhq,North America,46.5,-102.5,Siouan,Siouan,True,False,Sio.SIOUAN.MANDAN
MANDAR,MANDAR,mand1442,Mandar,mdr,Papunesia,-3.42,119.08,Austronesian,"Austronesian,Malayo-Polynesian,GreaterSouthSulawesi,SouthSulawesi,NorthernSouthSulawesi",False,False,An.SOUTH_SULAWESI.MANDAR
MANDARA,MANDARA,mand1440,Mandara,tbf,Papunesia,-2.83,152.0,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,MesoMelanesianlinkage,NewIreland-NorthwestSolomoniclinkage,Tabarlinkage",False,False,An.OCEANIC.MANDARA
MANDARIN,MANDARIN,mand1415,Mandarin Chinese,cmn,Eurasia,34.0,110.0,Sino-Tibetan,"Sino-Tibetan,Sinitic,Classical-Middle-ModernSinitic,Middle-ModernSinitic,NorthernChinese,Mandarinic",False,False,ST.CHINESE.MANDARIN
MANDARIN_2,MANDARIN_2,mand1415,Mandarin Chinese,cmn,Eurasia,34.0,110.0,Sino-Tibetan,"Sino-Tibetan,Sinitic,Classical-Middle-ModernSinitic,Middle-ModernSinitic,NorthernChinese,Mandarinic",False,False,ST.CHINESE.MANDARIN_2
MANDAYAN_BOSO,MANDAYAN_BOSO,kara1489,Mandaya,mry,Papunesia,7.33,126.5,Austronesian,"Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Mansakan,EasternMansakan",False,False,An.GREATER_CENTRAL_PHILIPPINE.MANDAYAN_BOSO
MANDAYAN_CARAGA,MANDAYAN_CARAGA,kara1489,Mandaya,mry,Papunesia,7.5,126.42,Austronesian,"Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Mansakan,EasternMansakan",False,False,An.GREATER_CENTRAL_PHILIPPINE.MANDAYAN_CARAGA
MANDAYAN_ISLAM_PISO,MANDAYAN_ISLAM_PISO,kala1388,Kalagan,kqe,Papunesia,6.83,125.17,Austronesian,"Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Mansakan,WesternMansakan,Kagan-Kalagan",False,False,An.GREATER_CENTRAL_PHILIPPINE.MANDAYAN_ISLAM_PISO
MANDA_INDIA,MANDA_INDIA,mand1413,Manda (India),mha,Eurasia,19.83,83.83,Dravidian,"Dravidian,SouthDravidian,SouthDravidianII,Konda-Kui,Manda-Kui,Manda-Pengo",False,False,Dra.SOUTH_CENTRAL_DRAVIDIAN.MANDA_INDIA
MANDEALI,MANDEALI,mand1409,Mandeali,mjl,Eurasia,30.0,77.17,Indo-European,"Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,EasternDardic,Himachali",False,False,IE.INDIC.MANDEALI
MANDINKA,MANDINKA,mand1436,Mandinka,mnk,Africa,13.42,-16.0,Mande,"Mande,WesternMande,Manding-Kpelle,CentralMande,Manding-Jogo,Manding-Vai,Manding-Mokole,Manding,WestManding",False,False,Man.WESTERN_MANDE.MANDINKA
MANDI_CAMEROON,MANDI_CAMEROON,noma1260,Nomaande,lem,Africa,4.7,11.2,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Mbam-Bubi,Mbam,NuclearMbam,Sanaga-WestMbam(A.40),WestMbam(A.40),Mandi-Nyokon",False,False,NC.BANTOID.MANDI_CAMEROON
MANDI_PAPUANG,MANDI_PAPUANG,wiar1238,Wiarumus,tua,Papunesia,-3.58,143.75,Nuclear Torricelli,"NuclearTorricelli,Marienberg,Mandi-Muniwara",False,False,Tor.MARIENBERG.MANDI_PAPUANG
MANEHAS,MANEHAS,baka1273,Bakaka,bqz,Africa,4.78,9.77,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Lundu-Balong(A.10),GreaterManenguba,Bafaw-Balong-Manenguba,Manenguba,CentralManenguba",False,False,NC.BANTOID.MANEHAS
MANEM,MANEM,mane1266,Manem,jet,Papunesia,-3.0,140.83,Border,"Border,Warisic,NuclearWarisic",False,False,Bor.BORDER.MANEM
MANG,MANG,mang1378,Mang,zng,Eurasia,22.25,103.0,Austroasiatic,"Austroasiatic,Mangic",False,False,AuA.PALAUNG_KHMUIC.MANG
MANGA,MANGA,mang1404,Mangga Buang,mmo,Papunesia,-7.0,146.67,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,NorthNewGuinealinkage,HuonGulf,SouthHuonGulflinkage,Buanglinkage,Mapos-Mangga-Wagau",False,False,An.OCEANIC.MANGA
MANGAP,MANGAP,mbul1263,Mbula,mna,Papunesia,-5.67,148.08,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,NorthNewGuinealinkage,Ngero-Vitiazlinkage,Vitiazlinkage",False,False,An.OCEANIC.MANGAP
MANGARAYI,MANGARAYI,mang1381,Mangarrayi,mpc,Australia,-14.67,133.5,Mangarrayi-Maran,Mangarrayi-Maran,False,False,Aus.MANGARRAYI.MANGARAYI
MANGAYAT,MANGAYAT,mang1387,Mangayat,myj,Africa,8.98,25.25,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,Ubangi,UbangiKa,Sereic,Feroge-Mangaya",False,False,NC.UBANGI.MANGAYAT
MANGA_KANURI,MANGA_KANURI,mang1399,Manga-Dagera Kanuri,kby,Africa,14.0,10.0,Saharan,"Saharan,WesternSaharan,Kanuri-Kanembu,Kanuric",False,False,Sah.WESTERN_SAHARAN.MANGA_KANURI
MANGBETU,MANGBETU,mang1394,Mangbetu,mdj,Africa,2.5,26.5,Central Sudanic,"CentralSudanic,Mangbetu-Asua,Mangbetuic",False,False,CSu.MANGBETU.MANGBETU
MANGBETU_2,MANGBETU_2,mang1394,Mangbetu,mdj,Africa,2.5,26.5,Central Sudanic,"CentralSudanic,Mangbetu-Asua,Mangbetuic",False,False,CSu.MANGBETU.MANGBETU_2
MANGBUTU,MANGBUTU,mang1396,Mangbutu,mdk,Africa,2.75,29.74,Central Sudanic,"CentralSudanic,Membi-Mangbutu-Efe,Mangbutu-Efe",False,False,CSu.MANGBUTU_EFE.MANGBUTU
