entry_id,violent_external,extra_ritual_group_markers,year_scaled,world_region,ID,tip_name
755,1,1,0.69121043000932,Central Eurasia,UYGHUR,Alt.TURKIC.UYGHUR
770,1,0,0.7520979504442659,Southeast Asia,LAMPANG_THAI,TK.KAM_TAI.LAMPANG_THAI
788,0,0,-2.2226923336630846,Southwest Asia,UGARITIC,AA.SEMITIC.UGARITIC
794,1,1,0.6825122128043278,North America,ENGLISH,IE.GERMANIC.ENGLISH
834,0,0,0.8060268971152178,Southeast Asia,VIETNAMESE_2,AuA.VIET_MUONG.VIETNAMESE_2
841,0,1,0.015358953181422,South Asia,TIBETAN_WRITTEN,ST.BODIC.TIBETAN_WRITTEN
842,0,0,0.586831823549413,North America,ENGLISH,IE.GERMANIC.ENGLISH
846,0,1,-0.3569247431922464,East Asia,MIDDLE_CHINESE,ST.CHINESE.MIDDLE_CHINESE
848,0,1,-1.0919240970140918,Southwest Asia,ACHAEMENID_ARAMAIC,AA.SEMITIC.ACHAEMENID_ARAMAIC
849,0,0,0.6042282579593975,North America,SENECA,Iro.NORTHERN_IROQUOIAN.SENECA
851,1,1,0.733831694313782,North America,ENGLISH,IE.GERMANIC.ENGLISH
854,1,1,-1.2658884411139366,Europe,OLD_IRISH,IE.CELTIC.OLD_IRISH
857,0,0,0.5937903973134068,Africa,SPANISH,IE.ROMANCE.SPANISH
858,1,1,-0.7744391690318745,Europe,CLASSICAL_SYRIAC,AA.SEMITIC.CLASSICAL_SYRIAC
859,0,0,-0.8005338206468512,Europe,ACHAEMENID_ARAMAIC,AA.SEMITIC.ACHAEMENID_ARAMAIC
862,0,0,0.7407902680777759,South Asia,ENGLISH,IE.GERMANIC.ENGLISH
863,0,1,-1.3963616991888206,Europe,ACHAEMENID_ARAMAIC,AA.SEMITIC.ACHAEMENID_ARAMAIC
867,0,1,0.1258263116848236,South Asia,TIBETAN_WRITTEN,ST.BODIC.TIBETAN_WRITTEN
871,0,0,0.6894707865683216,Europe,ENGLISH,IE.GERMANIC.ENGLISH
877,0,0,0.8121156491587124,Southeast Asia,TAI,TK.KAM_TAI.TAI
880,1,1,0.7086068644193045,Southwest Asia,TUNISIAN_ARABIC_MAGHRIB,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB
882,0,0,-1.309379527138898,Europe,ACHAEMENID_ARAMAIC,AA.SEMITIC.ACHAEMENID_ARAMAIC
883,0,0,0.7773227803387434,Central Eurasia,MANDARIN_2,ST.CHINESE.MANDARIN_2
885,0,1,0.7868908192642349,Africa,FONGBE,NC.KWA.FONGBE
886,0,1,0.8129854708792116,Europe,ENGLISH,IE.GERMANIC.ENGLISH
891,0,1,0.7834115323822379,South America,SPANISH,IE.ROMANCE.SPANISH
892,0,0,0.7868908192642349,North America,ENGLISH,IE.GERMANIC.ENGLISH
897,0,1,0.7590565242082596,East Asia,KOREAN,Kor.KOREAN.KOREAN
900,1,1,-1.0484330109891304,Southwest Asia,ACHAEMENID_ARAMAIC,AA.SEMITIC.ACHAEMENID_ARAMAIC
906,0,0,0.7895002844257325,Europe,ENGLISH,IE.GERMANIC.ENGLISH
910,0,0,0.7938493930282287,North America,PORTUGUESE,IE.ROMANCE.PORTUGUESE
914,0,1,0.1762759714737787,Africa,SPANISH,IE.ROMANCE.SPANISH
919,0,0,0.8173345794817077,Europe,CROATIAN,IE.SLAVIC.CROATIAN
921,0,1,0.5607371719344363,South Asia,URDU,IE.INDIC.URDU
924,1,1,0.6938198951708178,Africa,ARABIC_QURANIC,AA.SEMITIC.ARABIC_QURANIC
927,1,1,-0.9179597529142466,Southwest Asia,ACHAEMENID_ARAMAIC,AA.SEMITIC.ACHAEMENID_ARAMAIC
928,0,0,0.6999086472143123,North America,LAKHOTA,Sio.SIOUAN.LAKHOTA
931,1,0,0.4563585654745292,Europe,ENGLISH,IE.GERMANIC.ENGLISH
933,0,0,-0.7927054251623582,Europe,ACHAEMENID_ARAMAIC,AA.SEMITIC.ACHAEMENID_ARAMAIC
935,1,0,0.7433997332392736,Africa,OKA,NC.DEFOID.OKA
938,1,0,-2.3096745057130073,Southwest Asia,UGARITIC,AA.SEMITIC.UGARITIC
940,1,0,-0.9449242262497226,Europe,LATIN,IE.ROMANCE.LATIN
942,0,0,0.6616364915123464,Africa,PORTUGUESE,IE.ROMANCE.PORTUGUESE
943,1,0,0.605967901400396,North America,INUKTITUT_EASTERN_CANADIAN,EA.ESKIMO.INUKTITUT_EASTERN_CANADIAN
944,1,0,0.4911514342944982,Europe,UKRAINIAN,IE.SLAVIC.UKRAINIAN
946,1,0,-0.3090845485647889,South Asia,TIBETAN_WRITTEN,ST.BODIC.TIBETAN_WRITTEN
949,0,0,0.7895002844257325,North America,ENGLISH,IE.GERMANIC.ENGLISH
950,0,0,0.5189857293504735,Africa,TIKUU,NC.BANTOID.TIKUU
952,0,1,0.8042872536742193,Southwest Asia,AMHARIC,AA.SEMITIC.AMHARIC
953,0,0,0.7999381450717232,South Asia,URDU,IE.INDIC.URDU
958,1,0,0.4215656966545602,Europe,LATIN,IE.ROMANCE.LATIN
960,0,0,-0.0481380324150213,South Asia,LHASA_TIBETAN,ST.BODIC.LHASA_TIBETAN
961,0,0,0.7216541902267929,Europe,ROMANIAN,IE.ROMANCE.ROMANIAN
962,1,1,0.2997906557846687,East Asia,MAQU_TIBETAN,ST.BODIC.MAQU_TIBETAN
963,1,1,0.0553707523243864,Europe,LATIN,IE.ROMANCE.LATIN
966,1,1,0.2284652747037322,Central Eurasia,TURKMEN_2,Alt.TURKIC.TURKMEN_2
969,0,0,0.7268731205497883,South Asia,TAMIL,Dra.SOUTHERN_DRAVIDIAN.TAMIL
971,1,1,-0.483048892664634,South Asia,SANSKRIT,IE.INDIC.SANSKRIT
972,1,0,-0.5430665913790805,Southwest Asia,SYRIAC,AA.SEMITIC.SYRIAC
973,1,1,0.6868613214068239,South Asia,SADRI,IE.INDIC.SADRI
975,0,0,0.8042872536742193,North America,ENGLISH,IE.GERMANIC.ENGLISH
976,0,0,0.1145186293183337,South Asia,ASSAMESE,IE.INDIC.ASSAMESE
978,0,0,0.3867728278345912,Southeast Asia,LATIN,IE.ROMANCE.LATIN
980,0,0,0.104080768672343,East Asia,TAKARAJIMA_JAPANESE,Jap.JAPANESE.TAKARAJIMA_JAPANESE
982,1,1,-1.35200079144336,Southwest Asia,GREEK_ANCIENT,IE.GREEK.GREEK_ANCIENT
983,0,0,-0.3960667206147115,South Asia,KYIRONG,ST.BODIC.KYIRONG
984,0,0,0.4041692622445757,Europe,FRENCH,IE.ROMANCE.FRENCH
985,0,0,0.0458027133988949,Europe,LATIN,IE.ROMANCE.LATIN
986,0,0,-0.7874864948393628,Europe,LATIN,IE.ROMANCE.LATIN
987,0,0,0.4737549998845137,South Asia,GUJARATI,IE.INDIC.GUJARATI
988,0,0,0.6755536390403339,North America,ENGLISH,IE.GERMANIC.ENGLISH
989,0,0,0.7590565242082596,Europe,FRENCH,IE.ROMANCE.FRENCH
991,0,0,0.7729736717362472,North America,ENGLISH,IE.GERMANIC.ENGLISH
993,1,0,-1.537272817909695,Europe,LATIN,IE.ROMANCE.LATIN
994,1,1,-0.6309185851495023,Africa,SYRIAC_2,AA.SEMITIC.SYRIAC_2
1004,1,0,-1.0919240970140918,Europe,BIBLICAL_HEBREW,AA.SEMITIC.BIBLICAL_HEBREW
1011,1,1,-1.6138171293136268,Southwest Asia,BIBLICAL_HEBREW,AA.SEMITIC.BIBLICAL_HEBREW
1028,1,1,0.0388441396349011,Europe,BIBLICAL_HEBREW,AA.SEMITIC.BIBLICAL_HEBREW
1041,0,0,0.4737549998845137,East Asia,KOREAN,Kor.KOREAN.KOREAN
1043,1,1,0.3867728278345912,Southeast Asia,ACEH,An.MALAYO_SUMBAWAN.ACEH
1071,0,0,0.8225535098047031,Africa,PORTUGUESE,IE.ROMANCE.PORTUGUESE
1076,1,1,0.4389621310645447,South Asia,LATIN,IE.ROMANCE.LATIN
1087,1,0,-0.0751025057504973,Europe,BULGARIAN,IE.SLAVIC.BULGARIAN
1127,0,0,0.726003298829289,East Asia,KOREAN,Kor.KOREAN.KOREAN
1129,1,0,-1.5268349572637043,Europe,GREEK_ANCIENT,IE.GREEK.GREEK_ANCIENT
1178,0,0,0.8190742229227062,South America,FRENCH,IE.ROMANCE.FRENCH
1180,1,1,0.4737549998845137,Southeast Asia,BATAK_MANDAILING,An.NORTHWEST_SUMATRA_BARRIER_ISLANDS.BATAK_MANDAILING
1191,0,1,-1.1789062690640142,Africa,BIBLICAL_HEBREW,AA.SEMITIC.BIBLICAL_HEBREW
1192,1,1,0.7738434934567464,Southeast Asia,SAMIHIM,An.BARITO.SAMIHIM
1199,1,1,0.7390506246367774,Africa,TIV_2,NC.BANTOID.TIV_2
1223,0,1,0.7216541902267929,South Asia,TODA,Dra.SOUTHERN_DRAVIDIAN.TODA
1229,0,0,0.7781926020592426,Central Eurasia,KUNMING_MANDARIN,ST.CHINESE.KUNMING_MANDARIN
1231,0,1,0.0388441396349011,East Asia,MANDARIN,ST.CHINESE.MANDARIN
1234,1,1,0.7173050816242968,Africa,TWI_FANTE,NC.KWA.TWI_FANTE
1247,0,1,0.7216541902267929,North America,FRENCH,IE.ROMANCE.FRENCH
1248,0,0,-2.633248185738719,Southwest Asia,AKKADIAN_2,AA.SEMITIC.AKKADIAN_2
1249,0,0,-1.173687338741019,Europe,GREEK,IE.GREEK.GREEK
1258,1,1,-1.787781473413472,Southwest Asia,BIBLICAL_HEBREW,AA.SEMITIC.BIBLICAL_HEBREW
1268,1,1,-0.6048239335345256,Southwest Asia,SABEAN,AA.SEMITIC.SABEAN
1279,1,1,0.4676662478410192,Southeast Asia,MANDAR,An.SOUTH_SULAWESI.MANDAR
1281,1,1,0.7433997332392736,Africa,UTORO,Krd.HEIBAN.UTORO
1283,1,1,0.3867728278345912,Southeast Asia,WOLIO,An.CELEBIC.WOLIO
1289,1,1,0.3867728278345912,Southeast Asia,BUGINESE,An.SOUTH_SULAWESI.BUGINESE
1295,1,0,-0.6474451978389876,Africa,LATIN,IE.ROMANCE.LATIN
1300,1,0,0.8129854708792116,North America,SPANISH,IE.ROMANCE.SPANISH
1303,0,0,-2.135710161613162,Southwest Asia,AKKADIAN_2,AA.SEMITIC.AKKADIAN_2
1304,0,0,0.7129559730218007,North America,ENGLISH,IE.GERMANIC.ENGLISH
1307,0,0,0.6868613214068239,North America,ENGLISH,IE.GERMANIC.ENGLISH
1323,1,1,0.7433997332392736,Africa,LUGURU,NC.BANTOID.LUGURU
1333,0,0,-0.7874864948393628,Europe,CLASSICAL_SYRIAC,AA.SEMITIC.CLASSICAL_SYRIAC
1335,0,1,0.4520094568720331,Europe,LATIN,IE.ROMANCE.LATIN
1340,0,1,0.7842813541027371,Europe,FRENCH,IE.ROMANCE.FRENCH
1344,0,0,0.6825122128043278,East Asia,TIBETAN_WRITTEN,ST.BODIC.TIBETAN_WRITTEN
1348,1,0,0.8321215487301945,Southwest Asia,HEBREW,AA.SEMITIC.HEBREW
1352,0,0,-0.9162201094732482,South Asia,SANSKRIT,IE.INDIC.SANSKRIT
1370,1,1,0.7651452762517542,Africa,FRENCH,IE.ROMANCE.FRENCH
1371,1,1,0.8034174319537201,Southwest Asia,PERSIAN,IE.IRANIAN.PERSIAN
1374,1,1,0.4389621310645447,Europe,FRENCH,IE.ROMANCE.FRENCH
1376,0,1,0.7347015160342814,Africa,SOTHO_SOUTHERN,NC.BANTOID.SOTHO_SOUTHERN
1390,1,1,0.6955595386118162,North America,LIPAN,NDe.ATHAPASKAN.LIPAN
1392,0,0,-0.6048239335345256,Southwest Asia,CLASSICAL_SYRIAC,AA.SEMITIC.CLASSICAL_SYRIAC
1412,0,0,0.6807725693633293,Central Eurasia,EI_JAPANESE,Jap.JAPANESE.EI_JAPANESE
1420,1,1,0.6346720181768704,North America,CREEK,Mus.MUSKOGEAN.CREEK
1450,1,1,0.6955595386118162,South America,SPANISH,IE.ROMANCE.SPANISH
1474,1,1,0.7738434934567464,South America,YAMINAWA,Pan.PANOAN.YAMINAWA
1495,0,0,0.8190742229227062,Europe,ENGLISH,IE.GERMANIC.ENGLISH
1511,1,1,0.6511986308663557,Africa,HAUSA,AA.WEST_CHADIC.HAUSA
1517,0,0,0.7660150979722534,Africa,FRENCH,IE.ROMANCE.FRENCH
1544,1,0,0.4702757130025168,Europe,OLD_CHURCH_SLAVONIC,IE.SLAVIC.OLD_CHURCH_SLAVONIC
1570,0,1,0.7347015160342814,South Asia,ENGLISH,IE.GERMANIC.ENGLISH
1574,0,0,-2.6576031939126974,Southwest Asia,AKKADIAN_2,AA.SEMITIC.AKKADIAN_2
1619,1,0,0.1258263116848236,Europe,AKKADIAN,AA.SEMITIC.AKKADIAN
1621,1,0,0.5607371719344363,Europe,AKKADIAN_2,AA.SEMITIC.AKKADIAN_2
1677,1,0,-2.353165591737969,Southwest Asia,AKKADIAN_2,AA.SEMITIC.AKKADIAN_2
1869,0,1,0.7607961676492581,Africa,OKA,NC.DEFOID.OKA
1908,1,0,0.0388441396349011,East Asia,JAPANESE_2,Jap.JAPANESE.JAPANESE_2
1966,0,0,0.7973286799102255,Africa,OKA,NC.DEFOID.OKA
1974,0,0,0.8121156491587124,Africa,ENGLISH,IE.GERMANIC.ENGLISH
1978,0,0,0.7912399278667309,East Asia,CANTONESE,ST.CHINESE.CANTONESE
1994,0,0,0.7938493930282287,Africa,ENGLISH,IE.GERMANIC.ENGLISH
2000,0,0,0.7634056328107558,Africa,YORUBA,NC.DEFOID.YORUBA
2003,1,0,0.7468790201212705,Africa,ENGLISH,IE.GERMANIC.ENGLISH
2006,0,0,0.7973286799102255,Africa,OKA,NC.DEFOID.OKA
2011,0,0,0.7216541902267929,Africa,ENGLISH,IE.GERMANIC.ENGLISH
2021,1,0,0.7390506246367774,Africa,YORUBA,NC.DEFOID.YORUBA
2052,0,0,0.81472511432021,Africa,OKA,NC.DEFOID.OKA
2054,0,0,0.7503583070032673,Africa,OKA,NC.DEFOID.OKA
2061,0,1,0.6477193439843588,Africa,YORUBA,NC.DEFOID.YORUBA
2070,0,0,0.8242931532457015,Africa,OKA,NC.DEFOID.OKA
2126,0,0,0.8077665405562162,Africa,OKA,NC.DEFOID.OKA
2133,0,0,0.7547074156057635,Africa,ENGLISH,IE.GERMANIC.ENGLISH
2138,1,0,0.7486186635622689,Africa,ENGLISH,IE.GERMANIC.ENGLISH
2139,1,0,0.8042872536742193,Africa,ENGLISH,IE.GERMANIC.ENGLISH
2146,0,0,0.7086068644193045,East Asia,JAPANESE,Jap.JAPANESE.JAPANESE
2149,0,1,-0.6309185851495023,Europe,BIBLICAL_HEBREW,AA.SEMITIC.BIBLICAL_HEBREW
2178,0,1,0.7503583070032673,Africa,ENGLISH,IE.GERMANIC.ENGLISH
2194,0,0,0.779932245500241,Africa,ENGLISH,IE.GERMANIC.ENGLISH
2203,0,0,-1.3319948918718778,East Asia,OLD_CHINESE,ST.CHINESE.OLD_CHINESE
2209,0,0,0.6842518562453263,Africa,ENGLISH,IE.GERMANIC.ENGLISH
2210,0,1,0.8051570753947186,Africa,ENGLISH,IE.GERMANIC.ENGLISH
2228,1,0,0.7973286799102255,Africa,ENGLISH,IE.GERMANIC.ENGLISH
2241,1,1,-1.5703260432886657,Europe,LATIN,IE.ROMANCE.LATIN
2266,0,0,-1.4146279553193042,East Asia,OLD_CHINESE,ST.CHINESE.OLD_CHINESE
2271,1,0,0.7903701061462317,Africa,OKA,NC.DEFOID.OKA
2274,0,0,0.7520979504442659,Africa,OKA,NC.DEFOID.OKA
2297,1,0,0.1023411252313445,Europe,ENGLISH,IE.GERMANIC.ENGLISH
2312,1,0,-2.483638849812852,Africa,ENGLISH,IE.GERMANIC.ENGLISH
2313,0,0,-0.3960667206147115,Central Eurasia,MIDDLE_CHINESE,ST.CHINESE.MIDDLE_CHINESE
2327,0,0,0.7347015160342814,Africa,OKA,NC.DEFOID.OKA
2329,1,1,0.7668849196927526,Southeast Asia,VIETNAMESE_3,AuA.VIET_MUONG.VIETNAMESE_3
2330,0,0,0.7286127639907868,Africa,YORUBA,NC.DEFOID.YORUBA
2333,0,0,0.7607961676492581,Africa,ENGLISH,IE.GERMANIC.ENGLISH
2339,0,1,0.0388441396349011,Africa,YORUBA,NC.DEFOID.YORUBA
2347,0,0,0.1449623895358066,Africa,TOKYO_JAPANESE,Jap.JAPANESE.TOKYO_JAPANESE
2348,1,1,-1.9617458175133171,Southwest Asia,BIBLICAL_HEBREW,AA.SEMITIC.BIBLICAL_HEBREW
2349,0,0,0.5937903973134068,Africa,ENGLISH,IE.GERMANIC.ENGLISH
2375,1,1,0.5215951945119711,North America,ENGLISH,IE.GERMANIC.ENGLISH
2428,1,0,0.7834115323822379,South Asia,ENGLISH,IE.GERMANIC.ENGLISH
2451,0,1,-0.6326582285905008,Africa,ENGLISH,IE.GERMANIC.ENGLISH
2464,1,1,0.7329618725932828,Southeast Asia,ENGLISH,IE.GERMANIC.ENGLISH
2526,1,1,-0.7005043227894403,North America,CHONTAL_TABASCO,May.MAYAN.CHONTAL_TABASCO
2614,1,0,0.7868908192642349,Africa,HAUSA_2,AA.WEST_CHADIC.HAUSA_2
