entry_id,circumcision,dress,extra_ritual_group_markers,food_taboos,hair,ornaments,permanent_scarring,tattoos_scarification,violent_external,violent_internal,year_from,region_id,data_source,world_region,year_scaled,judges_other,judges_own,legal_code_other,legal_code_own,military_participate,military_possess,military_protected,police_force_other,police_force_own,punish_other,punish_own,society_type,state
1247,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,1885,1393,Database of Religious History (DRH) [default],North America,0.7123350200515511,,,,1.0,0.0,1.0,0.0,1.0,,,,A state,1.0
1248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1972,1394,Database of Religious History (DRH) [default],Southwest Asia,-2.879005854798921,1.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,A state,1.0
1249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-294,1395,Database of Religious History (DRH) [default],Europe,-1.316581694052462,1.0,,1.0,,1.0,0.0,1.0,1.0,0.0,,,A state,1.0
1250,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,850,1396,Database of Religious History (DRH) [default],Southwest Asia,-0.2513771410763303,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,
1258,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-1000,1404,Database of Religious History (DRH) [default],Southwest Asia,-1.973954433913606,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,A chiefdom,0.0
1259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200,2149,Database of Religious History (DRH) [default],Central Eurasia,0.0745158602712624,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,An empire,1.0
1268,1.0,,1.0,,,,1.0,1.0,1.0,1.0,360,1414,Database of Religious History (DRH) [default],Southwest Asia,-0.7076273429629601,1.0,,,,,1.0,,,,1.0,1.0,An empire,1.0
1279,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,1.0,1.0,1593,1424,Database of Religious History (DRH) [default],Southeast Asia,0.4404471446415594,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,A chiefdom,0.0
1281,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1910,1428,eHRAF,Africa,0.7356130915763792,1.0,1.0,1.0,1.0,1.0,,,1.0,0.0,1.0,1.0,A tribe,0.0
1283,1.0,,1.0,1.0,,,0.0,0.0,1.0,0.0,1500,1431,Database of Religious History (DRH) [default],Southeast Asia,0.3538527185691991,1.0,,1.0,,1.0,0.0,0.0,1.0,0.0,1.0,,,
1289,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1500,1437,Database of Religious History (DRH) [default],Southeast Asia,0.3538527185691991,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,
1291,,,,,,,0.0,,0.0,0.0,-400,1439,Database of Religious History (DRH) [default],East Asia,-1.4152807173177329,,,,,,,,,,,,,
1295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,311,1446,Database of Religious History (DRH) [default],Africa,-0.7532523631516231,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,An empire,1.0
1299,,,,,,,0.0,,1.0,1.0,1940,1449,eHRAF,Central Eurasia,0.7635467774061728,,,1.0,,1.0,,1.0,1.0,,,,A state,1.0
1300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1990,1450,Database of Religious History (DRH) [default],North America,0.810102920455829,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
1303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1400,1564,Database of Religious History (DRH) [default],Southwest Asia,-2.346403578310855,,,,,,0.0,1.0,0.0,0.0,,,,
1304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1875,1600,Database of Religious History (DRH) [default],North America,0.7030237914416199,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,A tribe,0.0
1307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1845,1538,Database of Religious History (DRH) [default],North America,0.6750901056118263,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,
1311,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1870,1460,Database of Religious History (DRH) [default],North America,0.6983681771366543,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,
1321,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,1853,382,Database of Religious History (DRH) [default],Africa,0.6825390884997712,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,A state,1.0
1323,0.0,,1.0,,1.0,1.0,0.0,,1.0,0.0,1910,1470,eHRAF,Africa,0.7356130915763792,,0.0,,,,,,,0.0,,0.0,A tribe,0.0
1333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,1487,Database of Religious History (DRH) [default],Europe,-0.9031631437715156,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,
1335,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1575,991,Database of Religious History (DRH) [default],Europe,0.4236869331436833,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,A state,1.0
1337,,,,,,,0.0,,1.0,0.0,-1200,1488,Database of Religious History (DRH) [default],Southwest Asia,-2.1601790061122306,1.0,,,,,,1.0,1.0,,,1.0,A state,1.0
1340,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,1957,1493,Database of Religious History (DRH) [default],Europe,0.7793758660430559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A state,1.0
1344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1840,1497,Database of Religious History (DRH) [default],East Asia,0.6704344913068606,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,
1348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2012,1502,Database of Religious History (DRH) [default],Southwest Asia,0.8305876233976777,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,
1349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1124,1503,Database of Religious History (DRH) [default],Central Eurasia,0.0037505228357851,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,,A state,1.0
1352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1505,Database of Religious History (DRH) [default],South Asia,-1.040969327198498,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,
1369,,,,,,,0.0,,0.0,0.0,-750,1524,Database of Religious History (DRH) [default],Southwest Asia,-1.7411737186653258,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,An empire,1.0
1370,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1935,1525,eHRAF,Africa,0.7588911631012072,1.0,1.0,1.0,1.0,1.0,0.0,,,0.0,1.0,,A tribe,0.0
1371,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1979,1526,Database of Religious History (DRH) [default],Southwest Asia,0.7998605689849047,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
1374,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1560,1527,Database of Religious History (DRH) [default],Europe,0.4097200902287864,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,An empire,1.0
1376,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1900,1529,Database of Religious History (DRH) [default],Africa,0.7263018629664479,1.0,0.0,1.0,0.0,,0.0,0.0,,0.0,1.0,0.0,,
1386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1807,1541,Mapping Religious Diversity in Modern Sichuan,East Asia,0.6397074368940876,1.0,0.0,1.0,0.0,,0.0,1.0,,0.0,1.0,0.0,A state,1.0
1390,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1855,1545,eHRAF,North America,0.6844013342217574,,,,0.0,,,1.0,,0.0,,,A band,0.0
1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360,1549,Database of Religious History (DRH) [default],Southwest Asia,-0.7076273429629601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-304,1551,Database of Religious History (DRH) [default],Africa,-1.3258929226623932,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
1397,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,400,1552,Database of Religious History (DRH) [default],North America,-0.6703824285232353,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,
1400,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,300,1555,Database of Religious History (DRH) [default],East Asia,-0.7634947146225475,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,A state,1.0
1409,,,,,,,1.0,,0.0,1.0,-1500,1565,Database of Religious History (DRH) [default],North America,-2.439515864410167,,,,,0.0,0.0,0.0,0.0,0.0,,,A chiefdom,0.0
1412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1838,1568,Database of Religious History (DRH) [default],Central Eurasia,0.6685722455848744,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,A state,1.0
1415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,350,1573,Database of Religious History (DRH) [default],Europe,-0.7169385715728913,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,An empire,1.0
1419,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,,-1550,1577,Database of Religious History (DRH) [default],Africa,-2.4860720074598235,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,A state,1.0
1420,,,1.0,1.0,1.0,,0.0,,1.0,1.0,1785,1578,eHRAF,North America,0.6192227339522389,,1.0,,1.0,,1.0,,,1.0,,1.0,A chiefdom,0.0
1426,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1580,1583,Database of Religious History (DRH) [default],East Asia,0.4283425474486488,1.0,,1.0,1.0,,0.0,1.0,1.0,,1.0,1.0,A state,1.0
1433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,1588,Database of Religious History (DRH) [default],Europe,-0.8100508576722035,,0.0,1.0,0.0,,0.0,,,0.0,0.0,1.0,An empire,1.0
1434,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1912,1589,eHRAF,South America,0.7374753372983655,,0.0,,0.0,,,,,1.0,,0.0,A tribe,0.0
1436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,320,1593,Database of Religious History (DRH) [default],Southwest Asia,-0.744872257402685,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,An empire,1.0
1441,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1325,585,Database of Religious History (DRH) [default],North America,0.1909062178954027,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,An empire,1.0
1450,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1855,1607,eHRAF,South America,0.6844013342217574,,,,,,,,,0.0,,,A band,0.0
1454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1337,1612,Database of Religious History (DRH) [default],Europe,0.2020796922273202,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,0.0,1.0,,An empire,1.0
1468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,325,1626,Database of Religious History (DRH) [default],Europe,-0.7402166430977194,1.0,,1.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,An empire,1.0
1474,,,1.0,1.0,,,,1.0,1.0,1.0,1945,1632,eHRAF,South America,0.7682023917111385,,,,,,,,,0.0,,,A band,0.0
1492,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1925,1650,eHRAF,South America,0.749579934491276,,,,,,,,,0.0,,,A band,0.0
1495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997,1652,Database of Religious History (DRH) [default],Europe,0.8166207804827808,1.0,0.0,1.0,0.0,,0.0,,1.0,0.0,1.0,0.0,,
1511,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1804,1673,Database of Religious History (DRH) [default],Africa,0.6369140683111082,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,A state,1.0
1517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1936,341,Database of Religious History (DRH) [default],Africa,0.7598222859622004,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,A state,1.0
1521,,,,,,,0.0,,0.0,0.0,1256,1683,Database of Religious History (DRH) [default],Europe,0.1266587404868773,,,,,,,,,,,,,
1522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1781,1748,Database of Religious History (DRH) [default],Africa,0.6154982425082665,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,
1544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1596,331,Database of Religious History (DRH) [default],Europe,0.4432405132245388,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
1555,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1970,1764,Database of Religious History (DRH) [default],Southwest Asia,0.7914804632359665,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,A state,1.0
1570,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1900,1117,Database of Religious History (DRH) [default],South Asia,0.7263018629664479,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
1574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2000,1328,Database of Religious History (DRH) [default],Southwest Asia,-2.9050772949067283,1.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,A state,1.0
1619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1200,1837,Database of Religious History (DRH) [default],Europe,0.0745158602712624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A state,1.0
1621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1700,1839,Database of Religious History (DRH) [default],Europe,0.5400772907678235,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,A state,1.0
1624,,,,,,,0.0,,0.0,0.0,-900,582,Database of Religious History (DRH) [default],Southwest Asia,-1.880842147814294,1.0,0.0,,0.0,,0.0,1.0,,0.0,1.0,0.0,An empire,1.0
1626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-800,1852,Database of Religious History (DRH) [default],Europe,-1.7877298617149815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,
1627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978,1842,Database of Religious History (DRH) [default],North America,0.7989294461239115,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,An empire,1.0
1636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814,1626,Database of Religious History (DRH) [default],Europe,-0.2848975640720826,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,0.0,1.0,1.0,An empire,1.0
1653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,341,1869,Database of Religious History (DRH) [default],Europe,-0.7253186773218294,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,An empire,1.0
1654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1981,1866,Database of Religious History (DRH) [default],Africa,0.8017228147068909,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,A state,1.0
1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850,1877,Database of Religious History (DRH) [default],Africa,0.6797457199167919,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,An empire,1.0
1677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1650,1884,Database of Religious History (DRH) [default],Southwest Asia,-2.579184293559136,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,An empire,1.0
1689,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1516,1892,Database of Religious History (DRH) [default],Southwest Asia,0.368750684345089,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,An empire,1.0
1690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,843,1893,Database of Religious History (DRH) [default],Europe,-0.2578950011032821,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,An empire,1.0
1694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1054,1897,Database of Religious History (DRH) [default],Europe,-0.0614280774337333,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,An empire,1.0
1697,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,450,1626,Database of Religious History (DRH) [default],Europe,-0.6238262854735791,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,An empire,1.0
1701,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1120,1902,Database of Religious History (DRH) [default],Europe,2.6031391812687267e-05,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,A state,1.0
1708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,708,1909,Database of Religious History (DRH) [default],Southwest Asia,-0.3835965873373536,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,A band,0.0
1734,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-1600,1941,Database of Religious History (DRH) [default],South America,-2.532628150509479,,,0.0,0.0,,,,,,,,,
1737,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,661,1943,Database of Religious History (DRH) [default],Southwest Asia,-0.4273593618040304,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,A chiefdom,0.0
1759,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1195,1962,Database of Religious History (DRH) [default],Africa,0.0698602459662968,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A chiefdom,0.0
1776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1881,1969,Database of Religious History (DRH) [default],Africa,0.7086105286075787,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A band,0.0
1777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1881,1970,Database of Religious History (DRH) [default],Africa,0.7086105286075787,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A band,0.0
1780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1881,1980,Database of Religious History (DRH) [default],Africa,0.7086105286075787,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A band,0.0
1781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1969,1970,Database of Religious History (DRH) [default],Africa,0.7905493403749734,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,
1791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1100,1985,Database of Religious History (DRH) [default],Southwest Asia,-0.0185964258280497,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A chiefdom,0.0
1820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980,1082,Database of Religious History (DRH) [default],Africa,0.8007916918458977,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
1829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1986,1082,Database of Religious History (DRH) [default],Africa,0.8063784290118564,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
1835,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1948,2005,Database of Religious History (DRH) [default],Africa,0.7709957602941178,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,
1845,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1018,2010,Database of Religious History (DRH) [default],Europe,-0.0949485004294857,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,
1869,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1930,2017,Personal Expertise,Africa,0.7542355487962417,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A tribe,0.0
1872,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1947,2063,Database of Religious History (DRH) [default],Africa,0.7700646374331247,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,A band,0.0
1897,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951,2040,Database of Religious History (DRH) [default],Africa,0.7737891288770972,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,A band,0.0
1903,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,750,2032,Database of Religious History (DRH) [default],Southwest Asia,-0.3444894271756425,1.0,1.0,0.0,1.0,,1.0,,0.0,1.0,0.0,1.0,A state,1.0
1904,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1800,2033,Database of Religious History (DRH) [default],Africa,0.6331895768671357,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A chiefdom,0.0
1908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1100,2035,Database of Religious History (DRH) [default],East Asia,-0.0185964258280497,1.0,0.0,1.0,1.0,,0.0,1.0,1.0,0.0,1.0,0.0,A band,0.0
1918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1950,2052,Database of Religious History (DRH) [default],East Asia,0.7728580060161041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850,2045,Database of Religious History (DRH) [default],Southwest Asia,0.6797457199167919,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1940,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950,2044,Database of Religious History (DRH) [default],Africa,0.7728580060161041,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,A band,0.0
1943,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1990,2047,Database of Religious History (DRH) [default],South America,0.810102920455829,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
1961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990,2064,Database of Religious History (DRH) [default],Africa,0.810102920455829,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
1962,,,,,,,0.0,,,0.0,670,809,Database of Religious History (DRH) [default],East Asia,-0.4189792560550923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A tribe,0.0
1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972,2075,Database of Religious History (DRH) [default],Africa,0.7933427089579528,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,
1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970,1131,Database of Religious History (DRH) [default],North America,0.7914804632359665,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,
1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1989,2072,Database of Religious History (DRH) [default],Africa,0.8091717975948358,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1965,2077,Database of Religious History (DRH) [default],East Asia,0.7868248489310009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A band,0.0
1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,2092,Database of Religious History (DRH) [default],Southwest Asia,-0.6703824285232353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,An empire,1.0
1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34,2094,Database of Religious History (DRH) [default],Southwest Asia,-1.011173395646718,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,An empire,1.0
1989,,,,,,,0.0,,1.0,1.0,-600,2096,Database of Religious History (DRH) [default],Europe,-1.6015052895163573,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,A chiefdom,0.0
1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-600,2099,Database of Religious History (DRH) [default],Europe,-1.6015052895163573,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,0.0,1.0,0.0,,
1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1968,1082,Database of Religious History (DRH) [default],Africa,0.7896182175139802,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1933,2104,Database of Religious History (DRH) [default],Africa,0.757028917379221,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1914,1082,Database of Religious History (DRH) [default],Africa,0.7393375830203517,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,
