entry_id,entry_name,year_from,year_to,region_id,world_region
2081,Ben Sira 36:1–22,-200,100,2267,Southwest Asia
2082,(The spears of the Merciful Party on the Throat of the Servants of the Merciful.) رماح حزب الرحيم على نحور حزب الرحيم,1804,1903,1673,Africa
2083,(The spirit of Morality)روح الأدب,1900,1975,1673,Africa
2084,MAITATSINE: NIGERIA'S BLOODY RELIGIOUS TERRORIST MOVEMENT,1980,1985,2194,Africa
2085,الحصن الرصين في علم التصريف,1766,1828,1836,Africa
2086,Mathnawi ma'nawi,1462,2023,2172,Europe
2087,"Al-Tabari’s interpretation of the Qur’an تفسير الطبري""جامع البيان في تأويل آي القرآن """,839,923,2173,Southwest Asia
2088,مصباح الراوي في علم الحديث,1766,1828,1836,Africa
2089,L'ordre Soufit karkariya en Tunisie الطريقة الكركرية في تونس,1974,2023,2174,Africa
2090,أسهل المدارك شرح إرشاد السالك في فقه إمام الأئمة مالك,1892,1976,2179,Africa
2091,"Kizimkazi Dimbani Mosque, Zanzibar",1107,2023,2177,Africa
2092,Interpretation of Imam Ibn Arafaتفسير الامام ابن عرفة الورغمّي,1316,1401,2178,Africa
2093,Papyrus PGM XII / pdm xii (Bilingual Greek-Demotic Ritual Manual),300,350,1955,Africa
2094,Feathered Serpent's cult,100,1521,2182,North America
2095,Kaole Mosques,1200,1500,2180,Africa
2097,منظو مة مصباح الراوي في علم الحديث-عبد الله بن فودي,1766,1829,1673,Africa
2099,Nation Protecting Shrines,1939,2023,2181,Southeast Asia
2100,الدولة الزيانية Zayyanid Dynasty,1235,1554,2183,Africa
2101,"Le livre Fasl al-Maqal d'Ibn Rushd concernant le lien entre la sagesse et la charia""فصل المقال فيما بين الحكمة والشريعة من اتّصال",1126,1198,2184,Africa
2102,"The Stele of Ieou (PGM V, 96-172)",300,399,1955,Africa
2103,"(Revising the strong statement, an explanation of the chapter on hadith) تنقيح القول الحثيث شرح لباب الحديث",1804,1903,1673,Africa
2104,الطريقة التجانية في تونس ق18-ق19 ATARIKA TJENIA FI TOUNES  XVIII-XIXème siècle,1700,1900,2185,Africa
2110,Thiền viện Trúc Lâm Bình Phước,2017,2024,2337,Southeast Asia
2111,Tsinburbura Traditional Religion,700,1463,1673,Africa
2112,Mengzi,-323,-314,467,East Asia
2113,Sun Yat-sen Mausoleum,1926,2024,2189,East Asia
2114,Tijaniyyah Sufi Movement in North-Western Nigeria,1837,1990,1673,Africa
2116,Qadiriyyah Movement in the Sokoto Caliphate.,1804,1923,1673,Africa
2117,Tây Tạng Tự,1937,2024,2191,Southeast Asia
2118,Samaritan Hymn by Amram Dare,200,1800,2262,Southwest Asia
2119,"Funerary Caves of the Early Population in Tulum, Mexico",-13000,-8000,2437,North America
2120,تفسير رد الأذهان إلى معاني القرآن للشيخ أبوبكر غومي,1924,1992,1673,Africa
2121,Believers in the Sanctity of Canute III Magnussøn,1157,1200,2193,Europe
2122,Jama'at Izalat al-Bid'ah wa Iqamat al-Sunnah (JIBWIS),1978,2008,1673,Africa
2123,The Cacaxtla Gran Basamento,650,950,2196,North America
2124,إراءة عرائس شموس فلك الحقائق العرفانية بأصابع حق ماهية التربية بالطريقة التجانية,1934,2024,2197,Africa
2125,الإسلام في نيجيريا والشيخ عثمان بن فوديو الفلاتي-أدم عبد الله الالوري,1917,1992,1082,Africa
2126,Nasrul-lahi-li Fathi Society of Nigeria (NASFAT),1984,2023,1082,Africa
2127,Church of the Holy Apostles,330,1462,2222,Southwest Asia
2128,Paulicians,650,1700,1893,Europe
2129,Saint Thecla (acts of Paul and Thecla) and baptism,1,2,1495,Southwest Asia
2130,The Danish Dominican Chronicle,1220,1261,2198,Central Eurasia
2131,Chimú Empire Religion,900,1470,2199,South America
2133,ANSAR-UD-DEEN SOCIETY OF NIGERIA,1923,2000,1082,Africa
2134,"The Paredros of Pnouthis, the Sacred Scribe (PGM I, 42-195)",250,425,1287,Africa
2136,Panagia tou Araka,1100,1200,2203,Europe
2137,Great Temple Of Santa Cecilia,150,1521,2204,North America
2138,الجماعة الأحمدية الإسلامية في نيجيريا,1916,2024,1082,Africa
2139,Shi'a Group in Nigeria,1980,2020,1082,Africa
2140,"St. John Chrysostom, Homilies On the Incomprehensible Nature of God",347,407,2205,Southwest Asia
2142,Noravank (Նորավանք),1105,2024,2206,Southwest Asia
2143,City of God,410,426,2299,Africa
2144,Surb Astvatsatsin of Areni (Սուրբ Աստուածածին եկեղեցի),1321,2024,2208,Southwest Asia
2147,الدولة الحفصية Hafsid Dynasty,1229,1574,2210,Africa
2148,الدولة الحسينية The Husaynid Dynasty,1705,1957,2218,Africa
2149,Judaism in Byzantium,330,1453,1893,Europe
2150,Amboni Caves,-40000,2024,2286,Africa
2152,Wang Bi's 王弼 commentary to the Daodejing 道德經: the Laozi Daodejing zhu 老子道德經注,200,2023,809,East Asia
2153,Guishen zhi ming 鬼神之明,-400,-300,1775,East Asia
2154,Chichen Itza,650,1150,2220,North America
2155,Lingbao Canon: Perfect Script in Five Tablets 五篇真文 and Jade Instruction Written in Red 赤書玉訣,500,1000,2281,East Asia
2156,Oxkintok y el período del clásico medio en el norte de la Península de Yucatán.,-500,1000,2224,North America
2157,Blue Light Evangelicals in the Late Eighteenth-Century Royal Navy,1775,1815,2225,North America
2158,The Mausoleum of Galla Placidia,425,450,2226,Europe
2160,Manichaeans,250,843,2228,Southwest Asia
2161,Church of Hagios Vasileios tes Gephyras (of the bridge),1250,2024,2229,Europe
2163,The Basilica of Sant'Apollinare in Classe,532,549,2231,Europe
2164,Basilica of San Vitale,527,2024,2232,Europe
2166,Judaism in Byzantium,395,1453,1893,Europe
2167,Church of the Holy Saviour in Chora,300,2024,2234,Southwest Asia
2168,"Dzibilchaltún, arquitectura, poder y cambio religioso en el norte de Yucatán",-600,1100,2235,North America
2169,Church of the Holy Savior in Chora,330,2024,2236,Southwest Asia
2170,Liber Pontificalis,450,1500,146,Europe
2171,Mausoleum of Galla Placidia (or the Chapel of Galla Placidia),425,2024,2226,Europe
2172,The Basilica of Sant' Apollinare Nuovo,504,561,2237,Europe
2173,"Irenaeus of Lyons, ""Against Heresies""",130,202,2238,Southwest Asia
2174,Church of St. Demetrios Katsouris,800,2024,2239,Europe
2177,The Covenant Ceremony in the Community Rule (1QS),-100,0,2260,Southwest Asia
2178,Aladura Christianity in Nigeria,1918,2023,1082,Africa
2180,Cao Đài,1921,2024,2244,North America
2181,Communal Petitions for Days of the Week: Prayer for Friday (4Q504),-150,70,1438,Southwest Asia
2182,Tatev (Տաթևի),800,2024,2245,Southwest Asia
2183,"Gregory of Nyssa ""On the Soul and the Resurrection""",335,394,2246,Southwest Asia
2184,Zvartnots (Զուարթնոց),643,2024,2247,Southwest Asia
2187,1 Samuel 2:1-10,-900,-500,1795,Southwest Asia
2189,"Epiphanius of Salamis (Cyprus), ""Panarion""",374,377,2250,Europe
2190,Ezra 9,-400,350,44,Southwest Asia
2191,Two Aramaic Mortuary Stelae from Nerab,-700,-700,2253,Southwest Asia
2192,Uxmal. La gran urbe y centro político religioso del Puuc,-600,1100,2254,North America
2193,Mayapán. La última gran urbe maya.,300,1450,2255,North America
2194,The Redeemed Christian Church of God,1952,2023,2256,Africa
2195,Church of the Holy Apostles,1310,2024,2257,Europe
2196,Balaam Inscription from Tell Deir ‘Allā,-850,-750,1368,Southwest Asia
2197,Bab edh-Dhra,-3300,-2000,2258,Southwest Asia
2198,Katumuwa Stele from Sam'al,-900,-700,1333,Southwest Asia
2199,"Prayer for Vengeance against Mariam, Kallinikos, and Others",401,500,136,Africa
2200,The Roman Catholic Mission in Nigeria,1480,2024,1082,Africa
2201,Panagia tou Bryoni,1238,2024,2259,Europe
2202,Faik Pasha Cami,1449,1460,2263,Europe
2203,Huang-Lao Daoism,-476,220,501,East Asia
2204,Alahan,400,2024,2264,Southwest Asia
2205,Al Oda,726,2024,2264,Southwest Asia
2206,Cennet ve Cehennem,400,2024,2265,Southwest Asia
2207,Synagogue at Magdala,1,80,2266,Southwest Asia
2208,The Book of Judith,-160,80,44,Southwest Asia
2209,The Church of Nigeria Anglican Communion,1842,2024,1082,Africa
2210,Living Faith Church Worldwide,1981,2024,2119,Africa
2211,Mahras Dağı,400,2024,2264,Southwest Asia
2212,Dağ Pazarı,400,2024,2264,Southwest Asia
2213,Geghard Monastery,1100,2024,2268,Southwest Asia
2214,Tiwanaku Religion,600,1000,2433,South America
2216,Monastery of Mega Spilaion,362,2024,2270,Europe
2217,Horasani-zade dervish lodge (tekke) in Heraklion,1650,1924,2271,Europe
2218,Church of Saint Nicholas Orphanos,1310,2024,2272,Europe
2219,Heart Sūtra,350,2024,2273,Central Eurasia
2220,Ansar-ud-deen Society of Nigeria,1923,2023,1082,Africa
2221,A Votive Inscription to Hathor/Baʿalat,-1850,-1500,2276,Africa
2222,Kohunlich. Un enlaze político - religioso entre el Petén y el norte de la Península de Yucatán,-200,900,2277,North America
2223,Cusco,1400,1533,2278,South America
2224,Graffiti and Inscriptions from Roman Palestine,160,500,485,Southwest Asia
2225,"Culdees, Céli Dé, Céili Dé, Céle Dé,  ""Clients of God"", ""Servants of God"", ""Spouses of God"", ""Companions of God"", Kelidei, Kaledei; Céile Dé",700,1100,2283,Europe
2226,Leimonos Monastery,1526,2024,2284,Europe
2228,Church of God Mission,1972,2024,1082,Africa
2229,Church of Saint Demetrios,1260,2024,2285,Europe
2230,Boca de Potrerillos,-7880,1750,2287,North America
2231,جواهر المعاني وبلوغ الأماني,1798,2024,2288,Africa
2232,"Lollards, Lollard, the Lollard movement, Lollardism,  Lollardy, Wycliffites",1350,1500,2289,Europe
2233,The Way of Former Heaven (Xiantiandao 先天道),1734,2024,2291,East Asia
2234,Monastery of Saint Mena,300,650,2292,Africa
2235,Cholula (Tollan Cholollan Tlachihualtépetl),-900,1519,2293,North America
2236,الرّسالة المفصّلة لأحوال المتعلّمين وأحكام المعلّمين والمتعلّمين لأبي الحسن  علي القابسي,935,1012,2294,Southwest Asia
2237,"Order of Preachers, Dominicans, Friars Preachers, Black Friars, Jacobins",1217,2024,2332,Europe
2238,XX ــــــــ    ـق  XVIII   الطريقة التجانية في الجزائر :ق,1700,2000,2296,Africa
2239,Chaco Culture,800,1200,2297,North America
2240,"Inka and non-Inka groups in Cusco, Peru",900,1532,2298,South America
2242,Kato Panagia,1250,2024,2300,Europe
2243,Hui People,700,2024,2301,Central Eurasia
2244,"Catholicism in the Latin Empire, Catholicism in the Eastern Roman Empire (Byzantium), the Latin Patriarchate of Constantinople",1204,1261,2302,Europe
2245,صقلية الإسلامية Islamic Sicily,652,1240,2303,Europe
2246,المذهب الحنفي بالبلاد التونسية The Hanafi school in Tunisia,819,1957,2329,Africa
2247,الفتح العربي الإسلامي لشمال إفريقيا The Arab-Islamic Conquest of North Africa,647,712,2330,Africa
2248,الدولة المرادية في تونس The Muradid Dynasty in Tunisia,1631,1702,2331,Africa
2249,Basilica of Saint Epiphanios,370,2024,2333,Europe
2250,"The Monastery of Vatopaidi, Mount Athos",950,2024,2334,Europe
2252,Monastery of Saint Herakleidios,400,2024,2336,Europe
2253,الزاوية التجانية بالتماسين,1803,2024,2338,Africa
2254,The Megali Panagia (Dormition of the Virgin),1250,2024,2339,Europe
2255,Dongxiang,1340,2024,2340,Central Eurasia
2256,الطريقة الرحمانية في الجزائر  ق18-ق20,1700,2000,2342,Africa
2257,Acropolis of Polizzello,-750,-480,2343,Europe
2258,"Livre  des Règle  de conduite des maîtres كتاب "" آداب المعلّمين  "" محمد ابن سحنون""",817,870,2344,Southwest Asia
2261,Tiwanaku,180,1010,2434,South America
2262,Le Commencement et la Fin البداية والنهاية de Ibn Kathir لابن كثير,1301,1373,2348,Southwest Asia
2263,"lettre au disciple Ayyuha-l-walad par Al Ghazâlî رسالة ""ايّها الولد لأبي حامد الغزالي",1058,1111,2349,Southwest Asia
2264,Puritans,1560,1720,2350,Europe
2265,القرآن الكريم Le Noble Coran,610,2024,2351,Southwest Asia
2266,Yangsheng Daoism from Laozi to Ge Hong,-571,343,1183,East Asia
2267,Tingambato,0,900,2352,North America
2268,St. Nicholas of Melissourgoi,1778,1967,2353,Europe
2269,The Norwegian Seamen's Church in Leith,1865,1974,2354,Europe
2271,The Gideons International in Ngeria,1964,2024,2256,Africa
2272,Abou Hamid Al-Ghazali:   Le livre d'Al-Jam Al-Awam sur la science de la théologie الجام العوام عن علم الكلام,1058,1111,2355,Southwest Asia
2273,Yuan divination schools,1291,1368,2356,East Asia
2274,Ìjọ Àdìmúlà (An Institutionalised Indigenous Religious Movement in Yorubaland,1920,2023,2357,Africa
2275,Luofu Shan,-200,2024,2358,East Asia
2276,Western Zhou (1045 BCE - 771 BCE),-1045,-771,79,East Asia
2277,Western Zhou Bronze Inscriptions (Xi Zhou jinwen 西周金文),-1046,-771,82,East Asia
2278,الطريقة القادرية البودشيشية في المغرب الأقصى,1700,2024,2359,Africa
2279,The Ndau people of Chimanimani area in Zimbabwe,1890,2024,2360,Africa
2280,Enki and Ninmaḫ,-1900,-1600,476,Southwest Asia
2281,Suleymaniye Mosque in Rhodes,1522,2005,2361,Africa
2282,Heart Sutra 波若波羅蜜多心經,649,2024,497,East Asia
2283,Ge Hong 葛洪 and Outer Alchemy 外丹,283,364,103,East Asia
2284,Tarascan Religion,1300,1522,2362,North America
2285,Enki and Ninḫursaĝa,-1900,-1600,476,Southwest Asia
2286,Religious Practices of the Valdivians during Ecuador's Early Formative Period,-3500,-1300,2369,South America
2287,Cara,950,1532,2371,South America
2288,A subterranean ceremonial complex in the  southeast of Teotihuacan's Pyramid of the Sun,0,1150,1989,North America
2289,Glastonbury Goddess Temple,2000,2024,2396,Europe
2290,الطريقة القادرية في مصر ق13م-ق21م,1200,2024,2372,Africa
2293,Church of Saint John of the Collachium/Sencovan Mosque in Rhodes,1310,1863,2374,Africa
2294,Baopuzi neipian 抱朴子內篇,220,330,138,East Asia
2295,Nergal and Ereškigal,-1600,-500,476,Southwest Asia
2296,Taiyi jiangxing tu 太一將行圖,-221,-194,598,East Asia
2297,Waldensians (Waldenses),1173,1699,2375,Europe
2298,The Baal Cycle,-1400,-1350,1084,Southwest Asia
2299,الحشاشين  ق11-ق13   =   Assassins   XI-XIII,1100,1300,2377,Southwest Asia
2301,Kaloutsiani Mosque,1600,2024,2460,Europe
2302,Casma-Sechín Culture Religion,-3400,-1800,2379,South America
2303,"Church of St. George, Smari (Pediada), Crete",1320,2024,2380,Europe
2304,"Church of St. George, Lyttos (Pediada), Crete",1321,2024,2381,Europe
2305,"The Church of Christ, Agia Irini (Selino), Crete",1357,2024,2382,Europe
2306,"Church of St. Demetrios, Platanes (Selino), Crete",1372,2024,2383,Europe
2307,"Church of the Panagia and Christ the Savior, Roustika (Rethymnon), Crete",1390,2024,2384,Europe
2308,الفتح العربي الإسلامي للأندلس The Arab-Islamic Conquest of the Iberian Peninsula,711,726,2385,Europe
2309,الدولة الأموية بالأندلس The Umayyad Dynasty in the Iberian Peninsula,756,1031,2386,Europe
2312,The philosophical system of 'Ubuntu' in Southern Africa,-1800,2024,2389,Africa
2313,Dungan people,600,2024,2390,Central Eurasia
2314,"Church of the Panagia, Kapetaniana (Monofatsi), Crete",1401,2024,2391,Europe
2315,"The Church of St. Isidore, Kakodiki (Selino), Crete",1420,2024,2392,Europe
2316,"The Church of St. George, Kalamiou (Selino), Crete",1441,2024,2393,Europe
2317,"Church of St. George, Kato Floria (Selino), Crete",1497,2024,2394,Europe
2318,"Church of St. George, Agia Irini (Selino), Crete",1460,2024,2395,Europe
2320,Sanjiejiao (三階教),500,800,2398,East Asia
2321,Falungong 法輪功 (Falun Gong) / Falun Dafa 法輪大法,1992,2024,2399,East Asia
2322,الدّولة الأمويّة في المشرق  بين662 م و750م (The Umayyad State in the Mashriq from 662 to 750),661,750,2400,Southwest Asia
2323,Machu Picchu,1420,1532,2448,South America
2324,"Justice and Development Party (PJD), Morocco",1970,2024,459,Africa
2325,"Outer alchemy (外丹, waidan)",-200,900,501,East Asia
2327,ỌBÀTÁLA RELIGIOUS GROUP AMONG THE YORUBA OF ILÉ-IFẸ̀,1900,2024,2406,Africa
2328,Church of Almighty God (Quannengshen jiaohui 全能神教會) / Eastern Lightning (Dongfang shandian 東方閃電),1991,2024,2407,East Asia
2329,Hòa Hảo,1937,2024,2408,Southeast Asia
2330,Evangelical Church Winning All,1893,2024,2256,Africa
2331,الدولة العباسيبّة في المشرق  من 750 م الى 1517 م (The Abbasid State in the Mashriq from 750 to 1517),750,1517,2409,Southwest Asia
2332,Religion in the Minaean kingdom,-800,50,2410,Southwest Asia
2333,Sōka Gakkai (創価学会),1930,2024,2417,Africa
2334,'Solar Shrine' at Lachish,-450,-150,2411,Southwest Asia
2335,The Seventh-day Adventist Church in Nigeria,1914,2024,1082,Africa
2336,الزاوية التيجانية الكبرى بفاس AZZAWI TIJANIA Fes,1800,2024,2412,Africa
2337,Inca,1350,1533,2413,South America
2338,Enūma eliš,-1200,550,476,Southwest Asia
2339,Yorùbá Traditional Religion,1100,2024,2414,Africa
2340,Líneas de Nasca,-200,650,2415,South America
2341,The Totonacapan Culture-Religion,600,1521,2418,North America
2342,Ugaritic Ba'lu Cycle,-1350,-1200,1084,Southwest Asia
2344,Sican Culture religion,900,1200,2422,South America
2345,Contemporary Shingon,1950,2024,86,East Asia
2346,Igbo Traditional Religion,1800,2024,2428,Africa
2347,Nichiren Buddhism,1222,2023,2425,Africa
2348,Ancient Israelite Religion (Iron Age),-1200,-500,2424,Southwest Asia
2349,Methodism (Wesleyanism),1738,2024,2426,Africa
2350,L'ordre de L'Islam de Taqi al-Din al-Nabhani نظام الإسلام لتقي الدين النبهاني,1958,2024,2427,Southwest Asia
2353,Sannō Ichijitsu Shintō,1617,1868,1419,East Asia
2354,Funerary Cenotes of the Mayas,0,300,2430,North America
2356,"Popol Vuh, El libro de la estera, El libro del consejo",1500,1600,2439,North America
2357,Fatih Sultan Mehmed Han Mosque in Heraklion,1242,1856,2441,Europe
2358,Köprülüzade Fazıl Ahmed Paşa Mosque in Heraklion,1446,1834,2440,Europe
2359,Turhan Valide Mosque in Heraklion,1250,1923,2442,Europe
2360,Toltecas,600,1200,2450,North America
2361,Mississippian Religion,1000,1700,2446,North America
2362,الدّولة السلجوقيّة(1037 م - 1194م),1037,1194,2447,Southwest Asia
2363,"L'ordre Soufi Tunisien ""al-Hasaniyya"" الطريقة الحسنية التونسية",1940,2024,2449,Africa
2364,Dewa Sanzan,592,2024,2451,East Asia
2365,Moriscos,1502,1614,2452,Africa
2366,Islam in Hausaland,1500,2024,2453,Africa
2367,Missions San Xavier del Bac,1692,2024,2454,North America
2368,'Uyun akhbar al-Ridha de Shaykh as-Saduq عيون أخبار الرضا للشيخ الصدوق,992,2024,2074,Southwest Asia
2369,Le Mouvement Sanussiyya الحركة السنوسيّة,1787,1977,2456,Africa
2371,Tewa Pueblo Religion,1950,2020,2458,North America
2372,Codex Borbonicus,1500,1550,585,North America
2374,"Zona Arqueológica de Tula, Hidalgo",600,1200,2461,North America
2378,Aztec-Mexica Temple R of Tlatelolco,1337,1521,1606,North America
2379,Acropolis of Polizzello,-750,-480,2343,Europe
2380,Acropolis of Monte Polizzo,-800,-500,2038,Europe
2381,Temple R,-570,-300,1922,Europe
2382,Great Temple Of Santa Cecilia,150,1521,2204,North America
2383,Great Temple of Tenayuca,800,1521,1756,North America
2384,Cult of Atargatis in Dura Europos,1,256,1935,Southwest Asia
2385,Sanctuary of Malophoros,-699,-250,1282,Europe
2386,Paganism in the 4th Century Nicomedia,300,400,1177,Europe
2387,Boca de Potrerillos,-7880,1750,2287,North America
2393,'Solar Shrine' at Lachish,-450,-150,2411,Southwest Asia
2394,Iron Age Cultic Place at Lachish,-950,-701,2107,Southwest Asia
2395,Cultic Practice at Khirbet Qeiyafa,-1020,-980,2091,Southwest Asia
2396,Basilica of Saint Epiphanios,370,2024,2333,Europe
2397,The Church of the Holy Sepulchre,335,2022,1687,Southwest Asia
2398,Temple at Tell Afis,-1100,-600,1769,Southwest Asia
2400,Asklepieion of Kos,-366,400,1782,Europe
2401,The Double-Basilica at Thasos (Aliki),350,500,601,Europe
2402,Temple of the Storm-God in Aleppo,-2500,-500,2053,Southwest Asia
2403,The Cacaxtla Gran Basamento,650,950,2196,North America
2406,The Sanctuary of Artemis Orthia (Sparta),-800,400,1547,Europe
2409,Shrine at En Hazeva,-700,-550,1513,Southwest Asia
2410,Temple at Busayra,-750,-300,1319,Southwest Asia
2412,Shrine at Horvat Qitmit,-800,-586,1342,Southwest Asia
2415,St. Nicholas of Melissourgoi,1778,1967,2353,Europe
2416,Faik Pasha Cami,1449,1460,2263,Europe
