entry_id,tip_name
859,IE.ROMANCE.LATIN
862,IE.INDIC.GUJARATI
863,IE.GREEK.GREEK_ANCIENT
867,ST.BODIC.TIBETAN_WRITTEN
869,ST.CHINESE.MIDDLE_CHINESE
870,Alt.MONGOLIC.MONGOLIAN
871,IE.GERMANIC.ENGLISH
877,TK.KAM_TAI.THAI
879,IE.GERMANIC.ENGLISH
880,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB
882,IE.GREEK.GREEK_ANCIENT
883,ST.CHINESE.MANDARIN
884,IE.GERMANIC.ENGLISH
885,NC.KWA.FONGBE
886,IE.GERMANIC.ENGLISH
887,Alt.MONGOLIC.MONGOLIAN
891,IE.ROMANCE.SPANISH
892,IE.GERMANIC.ENGLISH
896,Jap.JAPANESE.JAPANESE
897,Kor.KOREAN.KOREAN
900,AA.SEMITIC.BIBLICAL_HEBREW
906,IE.GERMANIC.ENGLISH
910,IE.ROMANCE.SPANISH
914,AA.SEMITIC.CLASSICAL_ARABIC
915,IE.GERMANIC.ENGLISH
918,ST.CHINESE.OLD_CHINESE
919,IE.SLAVIC.CROATIAN
921,IE.INDIC.GUJARATI
924,NC.NORTHERN_ATLANTIC.WOLOF
927,AA.SEMITIC.BIBLICAL_HEBREW
928,Sio.SIOUAN.LAKHOTA
931,IE.GERMANIC.ENGLISH
933,IE.ROMANCE.LATIN
934,Alt.MONGOLIC.MONGOLIAN
935,IE.GERMANIC.ENGLISH
938,AA.SEMITIC.UGARITIC
940,IE.ROMANCE.LATIN
941,ST.CHINESE.MIDDLE_CHINESE
942,IE.GERMANIC.ENGLISH
943,IE.GERMANIC.ENGLISH
944,IE.SLAVIC.UKRAINIAN
946,ST.BODIC.TIBETAN_WRITTEN
948,IE.GREEK.GREEK_ANCIENT
949,IE.GERMANIC.ENGLISH
950,IE.GERMANIC.ENGLISH
952,AA.SEMITIC.AMHARIC
953,IE.INDIC.NEPALI
957,IE.GREEK.GREEK_ANCIENT
958,IE.ROMANCE.ITALIAN
960,ST.BODIC.TIBETAN_WRITTEN
961,IE.ROMANCE.ROMANIAN
962,ST.BODIC.TIBETAN_WRITTEN
963,IE.ROMANCE.LATIN
964,IE.INDIC.BENGALI
966,IE.IRANIAN.EASTERN_FARSI
967,IE.GERMANIC.ENGLISH
969,Dra.SOUTHERN_DRAVIDIAN.TAMIL
971,IE.INDIC.SANSKRIT
972,AA.SEMITIC.CLASSICAL_SYRIAC
973,AuA.MUNDA.MUNDARI
974,IE.GREEK.GREEK_ANCIENT
975,IE.GERMANIC.ENGLISH
976,ST.TANI.MISING
978,An.MALAYO_SUMBAWAN.INDONESIAN
980,Jap.JAPANESE.JAPANESE
982,AA.SEMITIC.BIBLICAL_HEBREW
983,ST.BODIC.TIBETAN_WRITTEN
984,IE.ROMANCE.FRENCH
985,IE.ROMANCE.FRENCH
986,IE.GREEK.GREEK_ANCIENT
987,IE.INDIC.GUJARATI
988,IE.GERMANIC.ENGLISH
989,IE.ROMANCE.LATIN
991,IE.GERMANIC.ENGLISH
993,IE.ROMANCE.LATIN
994,AA.SEMITIC.CLASSICAL_SYRIAC
997,AA.EGYPTIAN_COPTIC.MIDDLE_EGYPTIAN
1004,IE.ROMANCE.LATIN
1006,AA.EGYPTIAN_COPTIC.MIDDLE_EGYPTIAN
1010,IE.GREEK.GREEK_ANCIENT
1011,AA.SEMITIC.BIBLICAL_HEBREW
1013,IE.ROMANCE.PORTUGUESE
1028,IE.GERMANIC.YIDDISH_WESTERN
1037,AA.EGYPTIAN_COPTIC.MIDDLE_EGYPTIAN
1038,ST.CHINESE.MIDDLE_CHINESE
1041,Kor.KOREAN.KOREAN
1043,An.MALAYO_SUMBAWAN.ACEH
1044,ST.CHINESE.OLD_CHINESE
1051,AA.SEMITIC.BIBLICAL_HEBREW
1060,ST.CHINESE.SUZHOU_WU
1069,AA.EGYPTIAN_COPTIC.MIDDLE_EGYPTIAN
1071,Jap.JAPANESE.JAPANESE
1076,IE.ROMANCE.PORTUGUESE
1083,ST.BODIC.TIBETAN_WRITTEN
1087,IE.SLAVIC.BULGARIAN
1127,Kor.KOREAN.KOREAN
1129,IE.GREEK.GREEK_ANCIENT
1134,ST.CHINESE.MIDDLE_CHINESE
1136,ST.CHINESE.MANDARIN
1140,ST.CHINESE.MIDDLE_CHINESE
1154,ST.CHINESE.MANDARIN
1162,ST.CHINESE.MIDDLE_CHINESE
1172,ST.CHINESE.MIDDLE_CHINESE
1178,IE.GERMANIC.ENGLISH
1180,An.NORTHWEST_SUMATRA_BARRIER_ISLANDS.BATAK_ANGKOLA
1191,IE.GREEK.GREEK_ANCIENT
1192,An.BARITO.KATINGAN
1196,May.MAYAN.CENTRAL_QUICHE
1199,NC.BANTOID.TIV_1
1210,Man.WESTERN_MANDE.MENDE
1220,Alt.MONGOLIC.MONGOLIAN
1223,Dra.SOUTHERN_DRAVIDIAN.TODA
1227,AA.SEMITIC.SABEAN
1229,ST.CHINESE.MANDARIN
1231,ST.CHINESE.MANDARIN
1234,NC.KWA.TWI_ASANTE
1241,ST.CHINESE.HAKKA
1246,ESu.NILOTIC.SHILLUK
1247,IE.GERMANIC.ENGLISH
1248,AA.SEMITIC.AKKADIAN
1249,IE.GREEK.GREEK_ANCIENT
1250,AA.SEMITIC.IRAQ_MUSLIM_BAGHDAD_ARABIC
1258,AA.SEMITIC.BIBLICAL_HEBREW
1259,ST.CHINESE.MANDARIN
1268,AA.SEMITIC.SABEAN
1279,An.SOUTH_SULAWESI.MANDAR
1281,Krd.HEIBAN.UTORO
1283,An.CELEBIC.WOLIO
1289,An.SOUTH_SULAWESI.BUGINESE
1291,ST.CHINESE.MIDDLE_CHINESE
1295,IE.ROMANCE.LATIN
1299,IE.SLAVIC.RUSSIAN
1300,IE.ROMANCE.SPANISH
1303,AA.SEMITIC.AKKADIAN
1304,IE.GERMANIC.ENGLISH
1307,IE.GERMANIC.ENGLISH
1311,IE.GERMANIC.ENGLISH
1321,NC.NORTHERN_ATLANTIC.WOLOF
1323,NC.BANTOID.LUGURU
1333,IE.GREEK.GREEK_ANCIENT
1335,IE.ROMANCE.ITALIAN
1337,AA.SEMITIC.AMEDYA_ARAMAIC
1340,IE.GERMANIC.ENGLISH
1344,ST.BODIC.TIBETAN_WRITTEN
1348,AA.SEMITIC.PALESTINIAN_ARABIC
1349,ST.CHINESE.XIANG
1352,IE.INDIC.SANSKRIT
1369,AA.SEMITIC.AKKADIAN
1370,Sah.WESTERN_SAHARAN.TEDAGA
1371,IE.IRANIAN.PERSIAN
1374,IE.ROMANCE.LATIN
1376,IE.GERMANIC.ENGLISH
1386,ST.CHINESE.MANDARIN
1390,NDe.ATHAPASKAN.LIPAN
1392,AA.SEMITIC.CLASSICAL_SYRIAC
1396,IE.GREEK.GREEK_ANCIENT
1397,OM.POPOLOCAN.SAN_JUAN_CHIQUIHUITLAN
1400,ST.CHINESE.MIDDLE_CHINESE
1409,MZ.MIXE_ZOQUE.LOWLAND_MIXE
1412,Jap.JAPANESE.JAPANESE
1415,IE.GREEK.GREEK_ANCIENT
1419,AA.EGYPTIAN_COPTIC.MIDDLE_EGYPTIAN
1420,Mus.MUSKOGEAN.CREEK
1426,ST.CHINESE.MANDARIN
1433,IE.ROMANCE.LATIN
1434,Chi.KUNA.CUNA
1436,IE.GREEK.GREEK_ANCIENT
1441,UA.AZTECAN.CLASSICAL_NAHUATL
1450,Chn.CHON_PROPER.TEHUELCHE
1454,IE.GREEK.GREEK_ANCIENT
1468,IE.GREEK.GREEK_ANCIENT
1474,Pan.PANOAN.AMAHUACA
1492,Nam.NAMBIKUARAN.NAMBIKWARA
1495,IE.GERMANIC.ENGLISH
1511,AA.WEST_CHADIC.HAUSA
1517,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB
1521,IE.ROMANCE.LATIN
1522,AA.SEMITIC.ARABIC_QURANIC
1544,IE.SLAVIC.UKRAINIAN
1555,AA.SEMITIC.ARABIC_QURANIC
1570,Dra.SOUTHERN_DRAVIDIAN.TAMIL
1574,AA.SEMITIC.AKKADIAN
1619,IE.GREEK.GREEK
1621,IE.GREEK.GREEK
1624,AA.SEMITIC.AKKADIAN
1626,IE.GREEK.GREEK_ANCIENT
1627,ST.CHINESE.MANDARIN
1636,IE.GREEK.GREEK_ANCIENT
1653,IE.GERMANIC.GOTHIC
1654,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB
1667,IE.ROMANCE.FRENCH
1677,IE.ANATOLIAN.HITTITE
1689,AA.SEMITIC.SYRIAN_ARABIC
1690,IE.GREEK.GREEK_ANCIENT
1694,IE.GREEK.GREEK_ANCIENT
1697,IE.GREEK.GREEK_ANCIENT
1701,IE.ROMANCE.FRENCH
1708,AA.SEMITIC.ARABIC_GULF_SPOKEN
1734,
1737,IE.IRANIAN.EASTERN_FARSI
1759,AA.SEMITIC.STANDARD_ARABIC
1776,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB
1777,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB
1780,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB
1781,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB
1791,AA.SEMITIC.IRAQ_MUSLIM_BAGHDAD_ARABIC
1820,IE.GERMANIC.ENGLISH
1829,IE.GERMANIC.ENGLISH
1835,IE.GERMANIC.ENGLISH
1845,IE.GERMANIC.DANISH
1869,NC.DEFOID.YORUBA
1872,NC.DEFOID.YORUBA
1897,NC.DEFOID.YORUBA
1903,AA.SEMITIC.SYRIAN_ARABIC
1904,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB
1908,Jap.JAPANESE.JAPANESE
1918,ST.CHINESE.MANDARIN
1938,IE.IRANIAN.PERSIAN
1940,NC.DEFOID.YORUBA
1943,IE.ROMANCE.SPANISH
1961,NC.DEFOID.YORUBA
1962,ST.CHINESE.MIDDLE_CHINESE
1966,NC.DEFOID.YORUBA
1972,IE.GERMANIC.ENGLISH
1974,NC.DEFOID.YORUBA
1978,ST.CHINESE.CANTONESE
1983,IE.GREEK.GREEK_ANCIENT
1985,IE.GREEK.GREEK_ANCIENT
1989,IE.ROMANCE.LATIN
1993,IE.GREEK.GREEK_ANCIENT
1994,IE.GERMANIC.ENGLISH
2000,NC.DEFOID.YORUBA
2003,IE.GERMANIC.ENGLISH
2006,NC.DEFOID.YORUBA
2009,IE.GREEK.GREEK_ANCIENT
2010,Alt.TURKIC.TURKISH
2011,IE.GERMANIC.ENGLISH
2016,AA.SEMITIC.CLASSICAL_ARABIC
2021,IE.GERMANIC.ENGLISH
2023,AA.SEMITIC.CLASSICAL_ARABIC
2038,IE.ROMANCE.LATIN
2048,AA.SEMITIC.CLASSICAL_ARABIC
2051,AuA.VIET_MUONG.VIETNAMESE
2052,NC.DEFOID.YORUBA
2054,NC.DEFOID.YORUBA
2061,NC.DEFOID.YORUBA
2069,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB
2070,IE.GERMANIC.ENGLISH
2074,AA.SEMITIC.STANDARD_ARABIC
2084,NC.DEFOID.YORUBA
2089,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB
2104,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB
2111,AA.WEST_CHADIC.HAUSA
2114,AA.SEMITIC.STANDARD_ARABIC
2116,AA.SEMITIC.STANDARD_ARABIC
2122,AA.SEMITIC.STANDARD_ARABIC
2126,AA.SEMITIC.STANDARD_ARABIC
2128,IE.GREEK.GREEK_ANCIENT
2131,Cmu.CHIMUAN.MOCHICA
2133,AA.SEMITIC.STANDARD_ARABIC
2138,AA.SEMITIC.STANDARD_ARABIC
2139,AA.SEMITIC.STANDARD_ARABIC
2141,AA.SEMITIC.STANDARD_ARABIC
2146,Jap.JAPANESE.JAPANESE
2147,AA.SEMITIC.CLASSICAL_ARABIC
2149,IE.GREEK.GREEK_ANCIENT
2160,IE.IRANIAN.PERSIAN
2178,NC.DEFOID.YORUBA
2194,NC.DEFOID.YORUBA
2203,ST.CHINESE.OLD_CHINESE
2209,IE.GERMANIC.ENGLISH
2210,NC.DEFOID.YORUBA
2214,
2228,IE.GERMANIC.ENGLISH
2232,IE.GERMANIC.ENGLISH
2233,ST.CHINESE.MANDARIN
2238,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB
2240,Que.QUECHUAN.CUZCO_GNL
2241,IE.ROMANCE.LATIN
2244,IE.ROMANCE.LATIN
2245,AA.SEMITIC.CLASSICAL_ARABIC
2246,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB
2247,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB
2248,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB
2256,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB
2264,IE.GERMANIC.ENGLISH
2266,ST.CHINESE.OLD_CHINESE
2271,NC.DEFOID.YORUBA
2273,ST.CHINESE.MIDDLE_CHINESE
2274,NC.DEFOID.YORUBA
2278,AA.SEMITIC.MOROCCAN_ARABIC
2279,NC.BANTOID.SHONA_NDAU
2283,ST.CHINESE.OLD_CHINESE
2284,Tar.TARASCAN.PUREPECHA
2286,
2290,AA.SEMITIC.CLASSICAL_ARABIC
2297,IE.ROMANCE.LATIN
2299,AA.SEMITIC.CLASSICAL_ARABIC
2301,IE.GREEK.GREEK
2308,AA.SEMITIC.CLASSICAL_ARABIC
2309,AA.SEMITIC.CLASSICAL_ARABIC
2312,NC.BANTOID.XHOSA
2313,ST.CHINESE.DUNGAN
2320,ST.CHINESE.MIDDLE_CHINESE
2321,ST.CHINESE.MANDARIN
2322,AA.SEMITIC.CLASSICAL_ARABIC
2324,AA.SEMITIC.MOROCCAN_ARABIC
2325,ST.CHINESE.OLD_CHINESE
2327,NC.DEFOID.YORUBA
2328,ST.CHINESE.MANDARIN
2329,AuA.VIET_MUONG.VIETNAMESE
2330,NC.DEFOID.YORUBA
2331,AA.SEMITIC.CLASSICAL_ARABIC
2333,Jap.JAPANESE.JAPANESE
2335,IE.GERMANIC.ENGLISH
2339,NC.DEFOID.YORUBA
2341,Tot.TOTONACAN.PAPANTLA_TOTONAC
2344,Cmu.CHIMUAN.MOCHICA
2346,NC.IGBOID.IGBO_ONITSHA
2347,Jap.JAPANESE.JAPANESE
2348,AA.SEMITIC.BIBLICAL_HEBREW
2349,IE.GERMANIC.ENGLISH
2353,Jap.JAPANESE.JAPANESE
2360,UA.AZTECAN.CLASSICAL_NAHUATL
2363,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB
2365,IE.ROMANCE.SPANISH
2369,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB
2371,KT.KIOWA_TANOAN.TEWA_SAN_JUAN_PUEBLO
2373,IE.GERMANIC.ENGLISH
2375,IE.GERMANIC.ENGLISH
2376,IE.GERMANIC.ENGLISH
2407,IE.GERMANIC.ENGLISH
2418,
2420,IE.GREEK.GREEK
2428,IE.INDIC.HINDI
2429,IE.GREEK.GREEK
2433,IE.GREEK.GREEK_ANCIENT
2445,IE.GREEK.GREEK_ANCIENT
2451,AA.SEMITIC.AMHARIC
2455,IE.GERMANIC.ENGLISH
2464,An.GREATER_CENTRAL_PHILIPPINE.TAGALOG
2490,ST.CHINESE.MIDDLE_CHINESE
2496,AuA.VIET_MUONG.VIETNAMESE
2526,May.MAYAN.CHONTAL_TABASCO
2567,AA.SEMITIC.CLASSICAL_ARABIC
2614,AA.SEMITIC.STANDARD_ARABIC
