marker,model,parameter,rhat,ess_bulk,ess_tail
dress,fit_phylo_year,world_regionNorthAmerica,1,10163.7,5911.79
dress,fit_phylo_year,world_regionOceaniaMAustralia,1,17125.59,5392.17
dress,fit_phylo_year,world_regionSouthAmerica,1,17887.83,6111.63
dress,fit_phylo_year,world_regionSouthAsia,1,10552.68,6849.18
dress,fit_phylo_year,world_regionSoutheastAsia,1,10737.03,6176.81
dress,fit_phylo_year,world_regionSouthwestAsia,1,11411.24,6416.9
extra_ritual_group_markers,fit_base,Intercept,1,5418.19,4863.37
extra_ritual_group_markers,fit_base,violent_external,1,5641.37,5069.53
extra_ritual_group_markers,fit_phylo,Intercept,1,8577.28,5961.47
extra_ritual_group_markers,fit_phylo,violent_external,1,15645.56,6047.98
extra_ritual_group_markers,fit_phylo_repeat,Intercept,1,5853.41,4262.43
extra_ritual_group_markers,fit_phylo_repeat,violent_external,1,11189.35,6411.5
extra_ritual_group_markers,fit_phylo_year,Intercept,1,8084.88,5722.13
extra_ritual_group_markers,fit_phylo_year,violent_external,1,14804.21,6090.12
extra_ritual_group_markers,fit_phylo_year,year_scaled,1,13070.29,6693.06
extra_ritual_group_markers,fit_phylo_year,world_regionCentralEurasia,1,11952.42,6164.25
extra_ritual_group_markers,fit_phylo_year,world_regionEastAsia,1,11074.56,6401.67
extra_ritual_group_markers,fit_phylo_year,world_regionEurope,1,10066.62,6691.06
extra_ritual_group_markers,fit_phylo_year,world_regionNorthAmerica,1,10671.53,5981.86
extra_ritual_group_markers,fit_phylo_year,world_regionOceaniaMAustralia,1,16320.97,5259.11
extra_ritual_group_markers,fit_phylo_year,world_regionSouthAmerica,1,15934.87,5980.47
extra_ritual_group_markers,fit_phylo_year,world_regionSouthAsia,1,11251.6,6554.6
extra_ritual_group_markers,fit_phylo_year,world_regionSoutheastAsia,1,11559.04,6164.77
extra_ritual_group_markers,fit_phylo_year,world_regionSouthwestAsia,1,11740.36,6866.23
food_taboos,fit_base,Intercept,1,4136,4349.65
food_taboos,fit_base,violent_external,1,4414.56,4304.75
food_taboos,fit_phylo,Intercept,1,10084.85,5598.07
food_taboos,fit_phylo,violent_external,1,16795.66,5386.18
food_taboos,fit_phylo_repeat,Intercept,1,6364.39,5322.46
food_taboos,fit_phylo_repeat,violent_external,1,11416.12,5869.42
food_taboos,fit_phylo_year,Intercept,1,7394.13,5704.5
food_taboos,fit_phylo_year,violent_external,1,15513.12,5184.06
food_taboos,fit_phylo_year,year_scaled,1,11430.4,6726.32
food_taboos,fit_phylo_year,world_regionCentralEurasia,1,12916.92,6101.64
food_taboos,fit_phylo_year,world_regionEastAsia,1,9882.32,6381.77
food_taboos,fit_phylo_year,world_regionEurope,1,10347.98,6179.22
food_taboos,fit_phylo_year,world_regionNorthAmerica,1,12701.7,5633.57
food_taboos,fit_phylo_year,world_regionOceaniaMAustralia,1,15153.05,6307.44
food_taboos,fit_phylo_year,world_regionSouthAmerica,1,16602.75,6128.23
food_taboos,fit_phylo_year,world_regionSouthAsia,1,10048.98,6182.6
food_taboos,fit_phylo_year,world_regionSoutheastAsia,1,9196.71,6467.64
food_taboos,fit_phylo_year,world_regionSouthwestAsia,1,10446.94,6749.76
hair,fit_base,Intercept,1,5065.24,4000.34
hair,fit_base,violent_external,1,5623.05,4830.78
hair,fit_phylo,Intercept,1,9116.14,5782.73
hair,fit_phylo,violent_external,1,13768.99,5977.01
hair,fit_phylo_repeat,Intercept,1,3914.48,4731.26
hair,fit_phylo_repeat,violent_external,1,9884.07,6186.54
hair,fit_phylo_year,Intercept,1,7056.24,5124.3
hair,fit_phylo_year,violent_external,1,13852.02,6189.51
hair,fit_phylo_year,year_scaled,1,11132.7,6578.6
hair,fit_phylo_year,world_regionCentralEurasia,1,13237.72,5867.12
hair,fit_phylo_year,world_regionEastAsia,1,9455.76,6578.92
hair,fit_phylo_year,world_regionEurope,1,11060.88,6494.41
hair,fit_phylo_year,world_regionNorthAmerica,1,9145.38,5580.84
hair,fit_phylo_year,world_regionOceaniaMAustralia,1,14573.47,5729.72
hair,fit_phylo_year,world_regionSouthAmerica,1,14870.82,6022.87
hair,fit_phylo_year,world_regionSouthAsia,1,8918.96,5526.56
hair,fit_phylo_year,world_regionSoutheastAsia,1,11481.95,6212.06
hair,fit_phylo_year,world_regionSouthwestAsia,1,10900.4,6440.57
ornaments,fit_base,Intercept,1,5378.27,4221.52
ornaments,fit_base,violent_external,1,5713.8,5265.79
ornaments,fit_phylo,Intercept,1,8748.26,5936.34
ornaments,fit_phylo,violent_external,1,16239.44,5944.95
ornaments,fit_phylo_repeat,Intercept,1,7608.49,5818.26
ornaments,fit_phylo_repeat,violent_external,1,14778.8,5775.94
ornaments,fit_phylo_year,Intercept,1,10052.39,6624.15
ornaments,fit_phylo_year,violent_external,1,16744.2,5640.23
ornaments,fit_phylo_year,year_scaled,1,14815.07,6748.6
ornaments,fit_phylo_year,world_regionCentralEurasia,1,15951.82,6016.6
ornaments,fit_phylo_year,world_regionEastAsia,1,13219.4,6371.01
ornaments,fit_phylo_year,world_regionEurope,1,14172.96,6986.56
ornaments,fit_phylo_year,world_regionNorthAmerica,1,16033.74,5906.11
ornaments,fit_phylo_year,world_regionOceaniaMAustralia,1,19227.2,5667.39
ornaments,fit_phylo_year,world_regionSouthAmerica,1,16645.83,6036.62
ornaments,fit_phylo_year,world_regionSouthAsia,1,12682.01,7179.99
ornaments,fit_phylo_year,world_regionSoutheastAsia,1,15693.14,6853.79
ornaments,fit_phylo_year,world_regionSouthwestAsia,1,12301.28,5528.85
permanent_scarring,fit_base,Intercept,1,3387.41,3739.46
permanent_scarring,fit_base,violent_external,1,3876.81,4182.6
permanent_scarring,fit_phylo,Intercept,1,7294.83,5223.96
permanent_scarring,fit_phylo,violent_external,1,12218.92,6099.92
permanent_scarring,fit_phylo_repeat,Intercept,1,5408.62,4436.25
permanent_scarring,fit_phylo_repeat,violent_external,1,9540.69,5961.18
permanent_scarring,fit_phylo_year,Intercept,1,7735.35,4861.23
permanent_scarring,fit_phylo_year,violent_external,1,13074.43,5713.71
permanent_scarring,fit_phylo_year,year_scaled,1,9730.2,5794.88
permanent_scarring,fit_phylo_year,world_regionCentralEurasia,1,12612.97,5860.77
permanent_scarring,fit_phylo_year,world_regionEastAsia,1,11090.39,6332.54
permanent_scarring,fit_phylo_year,world_regionEurope,1,9849.03,6129.41
permanent_scarring,fit_phylo_year,world_regionNorthAmerica,1,11091.11,6224.12
permanent_scarring,fit_phylo_year,world_regionOceaniaMAustralia,1,10498.91,5839.01
permanent_scarring,fit_phylo_year,world_regionSouthAmerica,1,13992.36,5986.09
permanent_scarring,fit_phylo_year,world_regionSouthAsia,1,11009.02,5337.52
permanent_scarring,fit_phylo_year,world_regionSoutheastAsia,1,9428.15,6225.74
permanent_scarring,fit_phylo_year,world_regionSouthwestAsia,1,9831.26,6252.83
tattoos_scarification,fit_base,Intercept,1,4926.42,4313.9
tattoos_scarification,fit_base,violent_external,1,5537.14,4798.21
tattoos_scarification,fit_phylo,Intercept,1,7407.68,5478.07
tattoos_scarification,fit_phylo,violent_external,1,12824.77,5340.87
tattoos_scarification,fit_phylo_repeat,Intercept,1,5685.35,3968.55
tattoos_scarification,fit_phylo_repeat,violent_external,1,11694.91,5729.38
tattoos_scarification,fit_phylo_year,Intercept,1,8287.13,5706.27
tattoos_scarification,fit_phylo_year,violent_external,1,13313.95,6200.05
tattoos_scarification,fit_phylo_year,year_scaled,1,11804.32,6067.54
tattoos_scarification,fit_phylo_year,world_regionCentralEurasia,1,13645.74,5893.87
tattoos_scarification,fit_phylo_year,world_regionEastAsia,1,11114.21,6314.22
tattoos_scarification,fit_phylo_year,world_regionEurope,1,10780.87,6546.42
tattoos_scarification,fit_phylo_year,world_regionNorthAmerica,1,10765.47,5955.02
tattoos_scarification,fit_phylo_year,world_regionOceaniaMAustralia,1,12116.39,5829.35
tattoos_scarification,fit_phylo_year,world_regionSouthAmerica,1,14085.55,5829.61
tattoos_scarification,fit_phylo_year,world_regionSouthAsia,1,10034.78,5685.62
tattoos_scarification,fit_phylo_year,world_regionSoutheastAsia,1,9520.32,6032.22
tattoos_scarification,fit_phylo_year,world_regionSouthwestAsia,1,10441.69,5587.21
