entry_id,entrytag_path,ids,depth
1542,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Southwestern Shifted Romance[13415]->West Ibero-Romance[13935]->Galician Romance[14287]->Macro-Portuguese[14461],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9690, 10909, 11855, 12721, 13415, 13935, 14287, 14461]",15
1542,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9690, 10909, 11855, 12721]",11
1542,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Southwestern Shifted Romance[13415]->West Ibero-Romance[13935]->Galician Romance[14287]->Macro-Portuguese[14461]->Brazil-Portugal Portuguese[14577]->Portuguese[14640]->Brazilian Portuguese[42747],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9690, 10909, 11855, 12721, 13415, 13935, 14287, 14461, 14577, 14640, 42747]",18
1542,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Southwestern Shifted Romance[13415]->West Ibero-Romance[13935]->Galician Romance[14287],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9690, 10909, 11855, 12721, 13415, 13935, 14287]",14
1542,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Southwestern Shifted Romance[13415]->West Ibero-Romance[13935],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9690, 10909, 11855, 12721, 13415, 13935]",13
1542,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736],"[1747, 1904, 2479, 4031, 5349, 6736]",6
1544,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Balto-Slavic[4026],"[1747, 1904, 2479, 4026]",4
1544,Language[1747]->Indo-European[1904],"[1747, 1904]",2
1544,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Balto-Slavic[4026]->Slavic[5339]->West Slavic[6722],"[1747, 1904, 2479, 4026, 5339, 6722]",6
1544,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Balto-Slavic[4026]->Slavic[5339]->West Slavic[6722]->Lechitic[8271],"[1747, 1904, 2479, 4026, 5339, 6722, 8271]",7
1544,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Balto-Slavic[4026]->Slavic[5339]->East Slavic[6720],"[1747, 1904, 2479, 4026, 5339, 6720]",6
1544,Language[1747]->Indo-European[1904]->Classical Indo-European[2479],"[1747, 1904, 2479]",3
1544,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Balto-Slavic[4026]->Slavic[5339]->South Slavic[6721],"[1747, 1904, 2479, 4026, 5339, 6721]",6
1544,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Balto-Slavic[4026]->Slavic[5339]->South Slavic[6721]->Eastern South Slavic[8268]->Church Slavic[9678],"[1747, 1904, 2479, 4026, 5339, 6721, 8268, 9678]",8
1544,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Balto-Slavic[4026]->Slavic[5339]->East Slavic[6720]->Ukrainian-Rusyn[8266]->Ukrainian[9672],"[1747, 1904, 2479, 4026, 5339, 6720, 8266, 9672]",8
1544,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Balto-Slavic[4026]->Slavic[5339],"[1747, 1904, 2479, 4026, 5339]",5
1544,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Balto-Slavic[4026]->Slavic[5339]->West Slavic[6722]->Lechitic[8271]->Polish[9684],"[1747, 1904, 2479, 4026, 5339, 6722, 8271, 9684]",8
1544,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Balto-Slavic[4026]->Slavic[5339]->South Slavic[6721]->Eastern South Slavic[8268],"[1747, 1904, 2479, 4026, 5339, 6721, 8268]",7
1544,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Balto-Slavic[4026]->Slavic[5339]->East Slavic[6720]->Ukrainian-Rusyn[8266],"[1747, 1904, 2479, 4026, 5339, 6720, 8266]",7
1544,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Balto-Slavic[4026]->Slavic[5339]->East Slavic[6720]->Russian[8263],"[1747, 1904, 2479, 4026, 5339, 6720, 8263]",7
1555,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095],"[1747, 1977, 3237, 4434, 5695, 7095]",6
1555,Language[1747]->Afro-Asiatic[1977]->Semitic[3237],"[1747, 1977, 3237]",3
1555,Language[1747],[1747],1
1555,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434],"[1747, 1977, 3237, 4434]",4
1555,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],"[1747, 1977, 3237, 4434, 5695, 7095, 8595]",7
1555,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695],"[1747, 1977, 3237, 4434, 5695]",5
1555,Language[1747]->Afro-Asiatic[1977],"[1747, 1977]",2
1556,Language[1747]->Indo-European[1904],"[1747, 1904]",2
1556,Language[1747]->Afro-Asiatic[1977],"[1747, 1977]",2
1556,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341],"[1747, 1904, 2479, 4027, 5341]",5
1556,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Northwest Semitic[7096]->Aramaic[8598]->Imperial-Middle-Modern Aramaic[9970]->Middle-Modern Aramaic[11126]->Middle Aramaic[12055]->Palmyrene[37938],"[1747, 1977, 3237, 4434, 5695, 7096, 8598, 9970, 11126, 12055, 37938]",11
1556,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Northwest Semitic[7096]->Aramaic[8598]->Imperial-Middle-Modern Aramaic[9970]->Imperial Aramaic (700-300 BCE)[11125],"[1747, 1977, 3237, 4434, 5695, 7096, 8598, 9970, 11125]",9
1556,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Northwest Semitic[7096]->Aramaic[8598]->Imperial-Middle-Modern Aramaic[9970],"[1747, 1977, 3237, 4434, 5695, 7096, 8598, 9970]",8
1556,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Celtic[4029]->Nuclear Celtic[5345],"[1747, 1904, 2479, 4029, 5345]",5
1556,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695],"[1747, 1977, 3237, 4434, 5695]",5
1556,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Celtic[4029]->Nuclear Celtic[5345]->TGB Celtic[6727],"[1747, 1904, 2479, 4029, 5345, 6727]",6
1556,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Northwest Semitic[7096],"[1747, 1977, 3237, 4434, 5695, 7096]",6
1556,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341]->South Greek[6723]->Central Greek[8272],"[1747, 1904, 2479, 4027, 5341, 6723, 8272]",7
1556,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Latin[9691]->Vulgar Latin[34065],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9691, 34065]",9
1556,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Northwest Semitic[7096]->Aramaic[8598]->Imperial-Middle-Modern Aramaic[9970]->Middle-Modern Aramaic[11126]->Middle Aramaic[12055]->Hatran[37936],"[1747, 1977, 3237, 4434, 5695, 7096, 8598, 9970, 11126, 12055, 37936]",11
1556,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434],"[1747, 1977, 3237, 4434]",4
1556,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Northwest Semitic[7096]->Aramaic[8598]->Imperial-Middle-Modern Aramaic[9970]->Middle-Modern Aramaic[11126]->Middle Aramaic[12055],"[1747, 1977, 3237, 4434, 5695, 7096, 8598, 9970, 11126, 12055]",10
1556,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341]->South Greek[6723],"[1747, 1904, 2479, 4027, 5341, 6723]",6
1556,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284],"[1747, 1904, 2479, 4031, 5349, 6736, 8284]",7
1556,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341]->South Greek[6723]->Central Greek[8272]->Ionic-Attic Ancient Greek[9686],"[1747, 1904, 2479, 4027, 5341, 6723, 8272, 9686]",8
1556,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Northwest Semitic[7096]->Canaanite[8597]->Hebrewic[9968],"[1747, 1977, 3237, 4434, 5695, 7096, 8597, 9968]",8
1556,Language[1747]->Afro-Asiatic[1977]->Semitic[3237],"[1747, 1977, 3237]",3
1556,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027],"[1747, 1904, 2479, 4027]",4
1556,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031],"[1747, 1904, 2479, 4031]",4
1556,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349],"[1747, 1904, 2479, 4031, 5349]",5
1556,Language[1747]->Indo-European[1904]->Classical Indo-European[2479],"[1747, 1904, 2479]",3
1556,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Celtic[4029]->Nuclear Celtic[5345]->TGB Celtic[6727]->Insular Celtic[8279],"[1747, 1904, 2479, 4029, 5345, 6727, 8279]",7
1556,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Northwest Semitic[7096]->Aramaic[8598],"[1747, 1977, 3237, 4434, 5695, 7096, 8598]",7
1556,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Celtic[4029]->Nuclear Celtic[5345]->TGB Celtic[6727]->Insular Celtic[8279]->Brythonic[9689],"[1747, 1904, 2479, 4029, 5345, 6727, 8279, 9689]",8
1556,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Northwest Semitic[7096]->Aramaic[8598]->Imperial-Middle-Modern Aramaic[9970]->Middle-Modern Aramaic[11126],"[1747, 1977, 3237, 4434, 5695, 7096, 8598, 9970, 11126]",9
1556,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736],"[1747, 1904, 2479, 4031, 5349, 6736]",6
1556,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Northwest Semitic[7096]->Aramaic[8598]->Imperial-Middle-Modern Aramaic[9970]->Middle-Modern Aramaic[11126]->Eastern Aramaic[12053],"[1747, 1977, 3237, 4434, 5695, 7096, 8598, 9970, 11126, 12053]",10
1556,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Northwest Semitic[7096]->Aramaic[8598]->Imperial-Middle-Modern Aramaic[9970]->Middle-Modern Aramaic[11126]->Eastern Aramaic[12053]->Classical Syriac[12890],"[1747, 1977, 3237, 4434, 5695, 7096, 8598, 9970, 11126, 12053, 12890]",11
1556,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Northwest Semitic[7096]->Canaanite[8597]->Hebrewic[9968]->Ancient Hebrew[11121]->Biblical Hebrew[36477],"[1747, 1977, 3237, 4434, 5695, 7096, 8597, 9968, 11121, 36477]",10
1556,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Northwest Semitic[7096]->Canaanite[8597]->Hebrewic[9968]->Ancient Hebrew[11121],"[1747, 1977, 3237, 4434, 5695, 7096, 8597, 9968, 11121]",9
1556,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Latin[9691],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9691]",8
1556,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Northwest Semitic[7096]->Canaanite[8597],"[1747, 1977, 3237, 4434, 5695, 7096, 8597]",7
1556,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Celtic[4029]->Celtiberian[5344],"[1747, 1904, 2479, 4029, 5344]",5
1556,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Celtic[4029],"[1747, 1904, 2479, 4029]",4
1570,Language[1747]->Dravidian[1908]->South Dravidian[2492]->South Dravidian I[4058]->Tamil-Kannada[5382]->Tamil-Kota[6773]->Tamil-Toda[8325]->Tamil-Irula[9751],"[1747, 1908, 2492, 4058, 5382, 6773, 8325, 9751]",8
1570,Language[1747]->Dravidian[1908]->South Dravidian[2492]->South Dravidian I[4058]->Tamil-Kannada[5382]->Tamil-Kota[6773]->Tamil-Toda[8325]->Tamil-Irula[9751]->Tamil-Kodagu[10977],"[1747, 1908, 2492, 4058, 5382, 6773, 8325, 9751, 10977]",9
1570,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705]->Anglic[10924]->Later Anglic[11872],"[1747, 1904, 2479, 4033, 5354, 6740, 8290, 9705, 10924, 11872]",10
1570,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705]->Anglic[10924]->Later Anglic[11872]->Middle-Modern English[12745],"[1747, 1904, 2479, 4033, 5354, 6740, 8290, 9705, 10924, 11872, 12745]",11
1570,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705]->Anglic[10924]->Later Anglic[11872]->Middle-Modern English[12745]->Macro-English[13445]->English[13951],"[1747, 1904, 2479, 4033, 5354, 6740, 8290, 9705, 10924, 11872, 12745, 13445, 13951]",13
1570,Language[1747]->Afro-Asiatic[1977],"[1747, 1977]",2
1570,Language[1747],[1747],1
1570,Language[1747]->Dravidian[1908],"[1747, 1908]",2
1570,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434],"[1747, 1977, 3237, 4434]",4
1570,Language[1747]->Dravidian[1908]->South Dravidian[2492]->South Dravidian I[4058]->Tamil-Kannada[5382]->Tamil-Kota[6773]->Tamil-Toda[8325]->Tamil-Irula[9751]->Tamil-Kodagu[10977]->Tamil-Malayalam[11959]->Tamiloid[12845]->Tamil-Paliyan[13570],"[1747, 1908, 2492, 4058, 5382, 6773, 8325, 9751, 10977, 11959, 12845, 13570]",12
1570,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695],"[1747, 1977, 3237, 4434, 5695]",5
1570,Language[1747]->Dravidian[1908]->South Dravidian[2492]->South Dravidian I[4058]->Tamil-Kannada[5382]->Tamil-Kota[6773]->Tamil-Toda[8325],"[1747, 1908, 2492, 4058, 5382, 6773, 8325]",7
1570,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],"[1747, 1977, 3237, 4434, 5695, 7095, 8595]",7
1570,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705]->Anglic[10924],"[1747, 1904, 2479, 4033, 5354, 6740, 8290, 9705, 10924]",9
1570,Language[1747]->Indo-European[1904],"[1747, 1904]",2
1570,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033],"[1747, 1904, 2479, 4033]",4
1570,Language[1747]->Dravidian[1908]->South Dravidian[2492]->South Dravidian I[4058],"[1747, 1908, 2492, 4058]",4
1570,Language[1747]->Dravidian[1908]->South Dravidian[2492]->South Dravidian I[4058]->Tamil-Kannada[5382]->Tamil-Kota[6773]->Tamil-Toda[8325]->Tamil-Irula[9751]->Tamil-Kodagu[10977]->Tamil-Malayalam[11959]->Tamiloid[12845],"[1747, 1908, 2492, 4058, 5382, 6773, 8325, 9751, 10977, 11959, 12845]",11
1570,Language[1747]->Dravidian[1908]->South Dravidian[2492]->South Dravidian I[4058]->Tamil-Kannada[5382]->Tamil-Kota[6773]->Tamil-Toda[8325]->Tamil-Irula[9751]->Tamil-Kodagu[10977]->Tamil-Malayalam[11959]->Tamiloid[12845]->Tamil-Paliyan[13570]->Tamil[14047],"[1747, 1908, 2492, 4058, 5382, 6773, 8325, 9751, 10977, 11959, 12845, 13570, 14047]",13
1570,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290],"[1747, 1904, 2479, 4033, 5354, 6740, 8290]",7
1570,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705]->Anglic[10924]->Later Anglic[11872]->Middle-Modern English[12745]->Macro-English[13445],"[1747, 1904, 2479, 4033, 5354, 6740, 8290, 9705, 10924, 11872, 12745, 13445]",12
1570,Language[1747]->Dravidian[1908]->South Dravidian[2492],"[1747, 1908, 2492]",3
1570,Language[1747]->Dravidian[1908]->South Dravidian[2492]->South Dravidian I[4058]->Tamil-Kannada[5382]->Tamil-Kota[6773]->Tamil-Toda[8325]->Tamil-Irula[9751]->Tamil-Kodagu[10977]->Tamil-Malayalam[11959],"[1747, 1908, 2492, 4058, 5382, 6773, 8325, 9751, 10977, 11959]",10
1570,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705],"[1747, 1904, 2479, 4033, 5354, 6740, 8290, 9705]",8
1570,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095],"[1747, 1977, 3237, 4434, 5695, 7095]",6
1570,Language[1747]->Dravidian[1908]->South Dravidian[2492]->South Dravidian I[4058]->Tamil-Kannada[5382],"[1747, 1908, 2492, 4058, 5382]",5
1570,Language[1747]->Indo-European[1904]->Classical Indo-European[2479],"[1747, 1904, 2479]",3
1570,Language[1747]->Afro-Asiatic[1977]->Semitic[3237],"[1747, 1977, 3237]",3
1570,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354],"[1747, 1904, 2479, 4033, 5354]",5
1570,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740],"[1747, 1904, 2479, 4033, 5354, 6740]",6
1570,Language[1747]->Dravidian[1908]->South Dravidian[2492]->South Dravidian I[4058]->Tamil-Kannada[5382]->Tamil-Kota[6773],"[1747, 1908, 2492, 4058, 5382, 6773]",6
1574,Language[1747]->Afro-Asiatic[1977],"[1747, 1977]",2
1574,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->East Semitic[4432]->Akkadian[5692]->Old Akkadian[29742],"[1747, 1977, 3237, 4432, 5692, 29742]",6
1574,Language[1747]->Language Isolates[43177]->Sumerian[43282],"[1747, 43177, 43282]",3
1574,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->East Semitic[4432]->Akkadian[5692],"[1747, 1977, 3237, 4432, 5692]",5
1574,Language[1747]->Afro-Asiatic[1977]->Semitic[3237],"[1747, 1977, 3237]",3
1574,Language[1747]->Language Isolates[43177],"[1747, 43177]",2
1574,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->East Semitic[4432],"[1747, 1977, 3237, 4432]",4
1582,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434],"[1747, 1977, 3237, 4434]",4
1582,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],"[1747, 1977, 3237, 4434, 5695, 7095, 8595]",7
1582,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695],"[1747, 1977, 3237, 4434, 5695]",5
1582,Language[1747]->Afro-Asiatic[1977],"[1747, 1977]",2
1582,Language[1747]->Afro-Asiatic[1977]->Semitic[3237],"[1747, 1977, 3237]",3
1582,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095],"[1747, 1977, 3237, 4434, 5695, 7095]",6
1619,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->East Semitic[4432]->Akkadian[5692]->Old Assyrian[29744],"[1747, 1977, 3237, 4432, 5692, 29744]",6
1619,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->East Semitic[4432]->Akkadian[5692]->Middle Assyrian[29747],"[1747, 1977, 3237, 4432, 5692, 29747]",6
1619,Language[1747]->Afro-Asiatic[1977],"[1747, 1977]",2
1619,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->East Semitic[4432]->Akkadian[5692],"[1747, 1977, 3237, 4432, 5692]",5
1619,Language[1747]->Afro-Asiatic[1977]->Semitic[3237],"[1747, 1977, 3237]",3
1619,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->East Semitic[4432],"[1747, 1977, 3237, 4432]",4
1619,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->East Semitic[4432]->Akkadian[5692]->Neo-Assyrian[29739],"[1747, 1977, 3237, 4432, 5692, 29739]",6
1621,Language[1747]->Afro-Asiatic[1977],"[1747, 1977]",2
1621,Language[1747]->Afro-Asiatic[1977]->Semitic[3237],"[1747, 1977, 3237]",3
1621,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->East Semitic[4432]->Akkadian[5692]->Neo-Assyrian[29739],"[1747, 1977, 3237, 4432, 5692, 29739]",6
1621,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->East Semitic[4432]->Akkadian[5692],"[1747, 1977, 3237, 4432, 5692]",5
1621,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->East Semitic[4432],"[1747, 1977, 3237, 4432]",4
1654,Language[1747]->Afro-Asiatic[1977]->Semitic[3237],"[1747, 1977, 3237]",3
1654,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095],"[1747, 1977, 3237, 4434, 5695, 7095]",6
1654,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434],"[1747, 1977, 3237, 4434]",4
1654,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],"[1747, 1977, 3237, 4434, 5695, 7095, 8595]",7
1654,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695],"[1747, 1977, 3237, 4434, 5695]",5
1654,Language[1747]->Afro-Asiatic[1977],"[1747, 1977]",2
1654,Language[1747],[1747],1
1677,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Northwest Semitic[7096]->Aramaic[8598],"[1747, 1977, 3237, 4434, 5695, 7096, 8598]",7
1677,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->East Semitic[4432]->Akkadian[5692],"[1747, 1977, 3237, 4432, 5692]",5
1677,Language[1747]->Afro-Asiatic[1977]->Semitic[3237],"[1747, 1977, 3237]",3
1677,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Northwest Semitic[7096]->Aramaic[8598]->Old Aramaic-Sam'alian[9971]->Old Aramaic (up to 700 BCE)[34722],"[1747, 1977, 3237, 4434, 5695, 7096, 8598, 9971, 34722]",9
1677,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->East Semitic[4432],"[1747, 1977, 3237, 4432]",4
1677,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695],"[1747, 1977, 3237, 4434, 5695]",5
1677,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Northwest Semitic[7096]->Aramaic[8598]->Old Aramaic-Sam'alian[9971],"[1747, 1977, 3237, 4434, 5695, 7096, 8598, 9971]",8
1677,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434],"[1747, 1977, 3237, 4434]",4
1677,Language[1747]->Afro-Asiatic[1977],"[1747, 1977]",2
1677,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Northwest Semitic[7096],"[1747, 1977, 3237, 4434, 5695, 7096]",6
1706,Language[1747]->Unknown[14806],"[1747, 14806]",2
1706,Language[1747],[1747],1
1734,Language[1747],[1747],1
1734,Language[1747]->Unknown[14806],"[1747, 14806]",2
1805,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],"[1747, 1977, 3237, 4434, 5695, 7095, 8595]",7
1805,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695],"[1747, 1977, 3237, 4434, 5695]",5
1805,Language[1747]->Afro-Asiatic[1977],"[1747, 1977]",2
1805,Language[1747]->Afro-Asiatic[1977]->Semitic[3237],"[1747, 1977, 3237]",3
1805,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095],"[1747, 1977, 3237, 4434, 5695, 7095]",6
1805,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434],"[1747, 1977, 3237, 4434]",4
1805,Language[1747],[1747],1
1806,Language[1747]->Atlantic-Congo[1822],"[1747, 1822]",2
1806,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Defoid[5014]->Yoruboid[6375]->Edekiri[7956],"[1747, 1822, 2237, 3616, 5014, 6375, 7956]",7
1806,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Defoid[5014]->Yoruboid[6375]->Edekiri[7956]->Ede[9517]->Eastern Ede[10813],"[1747, 1822, 2237, 3616, 5014, 6375, 7956, 9517, 10813]",9
