entry_id,entrytag_path,ids,depth
623,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Midlands Indo-Aryan[9718]->Shaurasenic[10945]->Indo-Aryan Central zone[11905]->Western Hindi[12783],"[1747, 1904, 2479, 4034, 5357, 6751, 8297, 9718, 10945, 11905, 12783]",11
623,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357],"[1747, 1904, 2479, 4034, 5357]",5
623,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297],"[1747, 1904, 2479, 4034, 5357, 6751, 8297]",7
623,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705],"[1747, 1904, 2479, 4033, 5354, 6740, 8290, 9705]",8
623,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Midlands Indo-Aryan[9718]->Shaurasenic[10945],"[1747, 1904, 2479, 4034, 5357, 6751, 8297, 9718, 10945]",9
623,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290],"[1747, 1904, 2479, 4033, 5354, 6740, 8290]",7
623,Language[1747]->Indo-European[1904]->Classical Indo-European[2479],"[1747, 1904, 2479]",3
623,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705]->Anglic[10924]->Later Anglic[11872]->Middle-Modern English[12745]->Macro-English[13445]->English[13951]->North American English[40933],"[1747, 1904, 2479, 4033, 5354, 6740, 8290, 9705, 10924, 11872, 12745, 13445, 13951, 40933]",14
623,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Indo-Aryan Central zone[29409]->Subcontinental Central Indo-Aryan[30767]->Western Hindi[32554]->Hindustani[34192],"[1747, 1904, 2479, 4034, 5357, 29409, 30767, 32554, 34192]",9
624,Language[1747]->Indo-European[1904]->Classical Indo-European[2479],"[1747, 1904, 2479]",3
624,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Iranian[5358]->Pashto[6759],"[1747, 1904, 2479, 4034, 5358, 6759]",6
624,Language[1747]->Indo-European[1904],"[1747, 1904]",2
624,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034],"[1747, 1904, 2479, 4034]",4
624,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Iranian[5358],"[1747, 1904, 2479, 4034, 5358]",5
625,Language[1747]->Eskimo-Aleut[1966]->Eskimo[3088]->Inuit[4394]->Western Canadian Inuktitut[5657]->Inuinnaqtun[29699],"[1747, 1966, 3088, 4394, 5657, 29699]",6
625,Language[1747]->Eskimo-Aleut[1966]->Eskimo[3088]->Inuit[4394]->Western Canadian Inuktitut[5657],"[1747, 1966, 3088, 4394, 5657]",5
625,Language[1747]->Eskimo-Aleut[1966]->Eskimo[3088]->Inuit[4394],"[1747, 1966, 3088, 4394]",4
625,Language[1747]->Eskimo-Aleut[1966]->Eskimo[3088],"[1747, 1966, 3088]",3
625,Language[1747]->Eskimo-Aleut[1966],"[1747, 1966]",2
626,Language[1747]->Cariban[1979]->Venezuelan Cariban[3247],"[1747, 1979, 3247]",3
626,Language[1747]->Cariban[1979]->Venezuelan Cariban[3247]->Pemong-Panare[4464]->Pemongan[5739],"[1747, 1979, 3247, 4464, 5739]",5
626,Language[1747]->Cariban[1979]->Venezuelan Cariban[3247]->Pemong-Panare[4464]->Pemongan[5739]->Kapong[7171],"[1747, 1979, 3247, 4464, 5739, 7171]",6
626,Language[1747]->Cariban[1979]->Venezuelan Cariban[3247]->Pemong-Panare[4464],"[1747, 1979, 3247, 4464]",4
626,Language[1747]->Cariban[1979]->Venezuelan Cariban[3247]->Pemong-Panare[4464]->Pemongan[5739]->Kapong[7171]->Patamona[8696],"[1747, 1979, 3247, 4464, 5739, 7171, 8696]",7
626,Language[1747]->Cariban[1979],"[1747, 1979]",2
627,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Eastern Malayo-Polynesian[3548]->Oceanic[4923]->Central Pacific linkage[6264]->Tokalau Fijian[7757],"[1747, 1807, 2158, 3548, 4923, 6264, 7757]",7
627,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Eastern Malayo-Polynesian[3548]->Oceanic[4923]->Central Pacific linkage[6264],"[1747, 1807, 2158, 3548, 4923, 6264]",6
627,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Eastern Malayo-Polynesian[3548]->Oceanic[4923]->Central Pacific linkage[6264]->Tokalau Fijian[7757]->Polynesian[9240]->Nuclear Polynesian[10467],"[1747, 1807, 2158, 3548, 4923, 6264, 7757, 9240, 10467]",9
627,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158],"[1747, 1807, 2158]",3
627,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Central-Eastern Malayo-Polynesian[27860]->Eastern Malayo-Polynesian[28256]->Oceanic[29007]->Central Pacific linkage[30197]->Tokelau-Fijian[31779]->Polynesian[33552]->Nuclear Polynesian[35286]->Tikopia[36903],"[1747, 1807, 2158, 27860, 28256, 29007, 30197, 31779, 33552, 35286, 36903]",11
627,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Central-Eastern Malayo-Polynesian[27860]->Eastern Malayo-Polynesian[28256]->Oceanic[29007]->Central Pacific linkage[30197],"[1747, 1807, 2158, 27860, 28256, 29007, 30197]",7
627,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Eastern Malayo-Polynesian[3548]->Oceanic[4923]->Central Pacific linkage[6264]->Tokalau Fijian[7757]->Polynesian[9240]->Nuclear Polynesian[10467]->Tikopia[11399],"[1747, 1807, 2158, 3548, 4923, 6264, 7757, 9240, 10467, 11399]",10
627,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Central-Eastern Malayo-Polynesian[27860]->Eastern Malayo-Polynesian[28256]->Oceanic[29007],"[1747, 1807, 2158, 27860, 28256, 29007]",6
627,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Central-Eastern Malayo-Polynesian[27860],"[1747, 1807, 2158, 27860]",4
627,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Central-Eastern Malayo-Polynesian[27860]->Eastern Malayo-Polynesian[28256]->Oceanic[29007]->Central Pacific linkage[30197]->Tokelau-Fijian[31779],"[1747, 1807, 2158, 27860, 28256, 29007, 30197, 31779]",8
627,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Central-Eastern Malayo-Polynesian[27860]->Eastern Malayo-Polynesian[28256]->Oceanic[29007]->Central Pacific linkage[30197]->Tokelau-Fijian[31779]->Polynesian[33552]->Nuclear Polynesian[35286],"[1747, 1807, 2158, 27860, 28256, 29007, 30197, 31779, 33552, 35286]",10
627,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Central-Eastern Malayo-Polynesian[27860]->Eastern Malayo-Polynesian[28256]->Oceanic[29007]->Central Pacific linkage[30197]->Tokelau-Fijian[31779]->Polynesian[33552],"[1747, 1807, 2158, 27860, 28256, 29007, 30197, 31779, 33552]",9
627,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Central-Eastern Malayo-Polynesian[27860]->Eastern Malayo-Polynesian[28256],"[1747, 1807, 2158, 27860, 28256]",5
627,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Eastern Malayo-Polynesian[3548]->Oceanic[4923]->Central Pacific linkage[6264]->Tokalau Fijian[7757]->Polynesian[9240],"[1747, 1807, 2158, 3548, 4923, 6264, 7757, 9240]",8
627,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Eastern Malayo-Polynesian[3548]->Oceanic[4923],"[1747, 1807, 2158, 3548, 4923]",5
627,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Eastern Malayo-Polynesian[3548],"[1747, 1807, 2158, 3548]",4
627,Language[1747]->Austronesian[1807],"[1747, 1807]",2
629,Language[1747]->Sino-Tibetan[1946]->Bodic[3022]->Bodish[4302],"[1747, 1946, 3022, 4302]",4
629,Language[1747]->Sino-Tibetan[1946]->Bodic[3022]->Bodish[4302]->Early Old Tibetan[5558]->Middle Old Tibetan[6951],"[1747, 1946, 3022, 4302, 5558, 6951]",6
629,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Midlands Indo-Aryan[9718],"[1747, 1904, 2479, 4034, 5357, 6751, 8297, 9718]",8
629,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Midlands Indo-Aryan[9718]->Indo-Aryan Northern zone[10943]->Eastern Pahari[11900]->Nepali[12779],"[1747, 1904, 2479, 4034, 5357, 6751, 8297, 9718, 10943, 11900, 12779]",11
629,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Midlands Indo-Aryan[9718]->Indo-Aryan Northern zone[10943]->Eastern Pahari[11900],"[1747, 1904, 2479, 4034, 5357, 6751, 8297, 9718, 10943, 11900]",10
629,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751],"[1747, 1904, 2479, 4034, 5357, 6751]",6
629,Language[1747]->Sino-Tibetan[1946]->Bodic[3022]->Bodish[4302]->Early Old Tibetan[5558],"[1747, 1946, 3022, 4302, 5558]",5
629,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034],"[1747, 1904, 2479, 4034]",4
629,Language[1747]->Sino-Tibetan[1946]->Bodic[3022],"[1747, 1946, 3022]",3
629,Language[1747]->Sino-Tibetan[1946],"[1747, 1946]",2
629,Language[1747]->Indo-European[1904],"[1747, 1904]",2
629,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297],"[1747, 1904, 2479, 4034, 5357, 6751, 8297]",7
629,Language[1747]->Sino-Tibetan[1946]->Bodic[3022]->Bodish[4302]->Early Old Tibetan[5558]->Middle Old Tibetan[6951]->Late Old Tibetan[8465],"[1747, 1946, 3022, 4302, 5558, 6951, 8465]",7
629,Language[1747]->Sino-Tibetan[1946]->Bodic[3022]->Bodish[4302]->Early Old Tibetan[5558]->Middle Old Tibetan[6951]->Late Old Tibetan[8465]->Central Tibetan[9859],"[1747, 1946, 3022, 4302, 5558, 6951, 8465, 9859]",8
629,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Midlands Indo-Aryan[9718]->Indo-Aryan Northern zone[10943],"[1747, 1904, 2479, 4034, 5357, 6751, 8297, 9718, 10943]",9
629,Language[1747]->Sino-Tibetan[1946]->Bodic[3022]->Bodish[4302]->Early Old Tibetan[5558]->Middle Old Tibetan[6951]->Late Old Tibetan[8465]->Central Tibetan[9859]->Tibetan[11041],"[1747, 1946, 3022, 4302, 5558, 6951, 8465, 9859, 11041]",9
629,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Indo-Aryan Northern zone[29408],"[1747, 1904, 2479, 4034, 5357, 29408]",6
629,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Indo-Aryan Northern zone[29408]->Eastern Pahari[30764]->Nepali[32545],"[1747, 1904, 2479, 4034, 5357, 29408, 30764, 32545]",8
629,Language[1747]->Indo-European[1904]->Classical Indo-European[2479],"[1747, 1904, 2479]",3
629,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Indo-Aryan Northern zone[29408]->Eastern Pahari[30764],"[1747, 1904, 2479, 4034, 5357, 29408, 30764]",7
629,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357],"[1747, 1904, 2479, 4034, 5357]",5
630,Language[1747]->Pama-Nyungan[1984]->Arandic-Thura-Yura[3283]->Arandic[4521]->South Arandic[5803]->Lower Southern Aranda[7242],"[1747, 1984, 3283, 4521, 5803, 7242]",6
630,Language[1747]->Pama-Nyungan[1984]->Arandic-Thura-Yura[3283],"[1747, 1984, 3283]",3
630,Language[1747]->Pama-Nyungan[1984]->Arandic-Thura-Yura[3283]->Arandic[4521]->Aranda[28725],"[1747, 1984, 3283, 4521, 28725]",5
630,Language[1747]->Pama-Nyungan[1984]->Arandic-Thura-Yura[3283]->Arandic[4521]->Aranda[28725]->Eastern Arrernte[29806]->Mparntwe Arrernte[31282],"[1747, 1984, 3283, 4521, 28725, 29806, 31282]",7
630,Language[1747]->Pama-Nyungan[1984]->Arandic-Thura-Yura[3283]->Arandic[4521]->Aranda[28725]->Alyawarr[29808],"[1747, 1984, 3283, 4521, 28725, 29808]",6
630,Language[1747]->Pama-Nyungan[1984]->Arandic-Thura-Yura[3283]->Arandic[4521]->Aranda[28725]->Anmatyerre[29807],"[1747, 1984, 3283, 4521, 28725, 29807]",6
630,Language[1747]->Pama-Nyungan[1984]->Arandic-Thura-Yura[3283]->Arandic[4521]->Aranda[28725]->Eastern Arrernte[29806],"[1747, 1984, 3283, 4521, 28725, 29806]",6
630,Language[1747]->Pama-Nyungan[1984]->Arandic-Thura-Yura[3283]->Arandic[4521]->Aranda[28725]->Andegerebinha[29805],"[1747, 1984, 3283, 4521, 28725, 29805]",6
630,Language[1747]->Pama-Nyungan[1984]->Arandic-Thura-Yura[3283]->Arandic[4521]->South Arandic[5803]->Upper Arrernte[7243]->Alyawarr[8761],"[1747, 1984, 3283, 4521, 5803, 7243, 8761]",7
630,Language[1747]->Pama-Nyungan[1984]->Arandic-Thura-Yura[3283]->Arandic[4521]->South Arandic[5803]->Upper Arrernte[7243],"[1747, 1984, 3283, 4521, 5803, 7243]",6
630,Language[1747]->Pama-Nyungan[1984]->Arandic-Thura-Yura[3283]->Arandic[4521]->Kaytetye[5802],"[1747, 1984, 3283, 4521, 5802]",5
630,Language[1747]->Pama-Nyungan[1984]->Arandic-Thura-Yura[3283]->Arandic[4521]->Aranda[28725]->Anmatyerre[29807]->Western Anmatyerre[31283],"[1747, 1984, 3283, 4521, 28725, 29807, 31283]",7
630,Language[1747]->Pama-Nyungan[1984]->Arandic-Thura-Yura[3283]->Arandic[4521]->Lower Southern Aranda[28724],"[1747, 1984, 3283, 4521, 28724]",5
630,Language[1747]->Pama-Nyungan[1984],"[1747, 1984]",2
630,Language[1747]->Pama-Nyungan[1984]->Arandic-Thura-Yura[3283]->Arandic[4521]->Aranda[28725]->Andegerebinha[29805]->Ayerrerenge[31278],"[1747, 1984, 3283, 4521, 28725, 29805, 31278]",7
630,Language[1747]->Pama-Nyungan[1984]->Arandic-Thura-Yura[3283]->Arandic[4521]->Aranda[28725]->Eastern Arrernte[29806]->Ikngerripenhe[31279],"[1747, 1984, 3283, 4521, 28725, 29806, 31279]",7
630,Language[1747]->Pama-Nyungan[1984]->Arandic-Thura-Yura[3283]->Arandic[4521]->Aranda[28725]->Western Arrarnta[29809]->Akerre[31285],"[1747, 1984, 3283, 4521, 28725, 29809, 31285]",7
630,Language[1747]->Pama-Nyungan[1984]->Arandic-Thura-Yura[3283]->Arandic[4521]->Aranda[28725]->Western Arrarnta[29809],"[1747, 1984, 3283, 4521, 28725, 29809]",6
630,Language[1747]->Pama-Nyungan[1984]->Arandic-Thura-Yura[3283]->Arandic[4521]->Aranda[28725]->Anmatyerre[29807]->Eastern Anmatyerre[31284],"[1747, 1984, 3283, 4521, 28725, 29807, 31284]",7
630,Language[1747]->Pama-Nyungan[1984]->Arandic-Thura-Yura[3283]->Arandic[4521]->Aranda[28725]->Eastern Arrernte[29806]->Akarre[31281],"[1747, 1984, 3283, 4521, 28725, 29806, 31281]",7
630,Language[1747]->Pama-Nyungan[1984]->Arandic-Thura-Yura[3283]->Arandic[4521]->South Arandic[5803],"[1747, 1984, 3283, 4521, 5803]",5
630,Language[1747]->Pama-Nyungan[1984]->Arandic-Thura-Yura[3283]->Arandic[4521],"[1747, 1984, 3283, 4521]",4
631,Language[1747]->Barbacoan[1934]->Cayapa-Colorado[2606]->Cha'palaa[4229],"[1747, 1934, 2606, 4229]",4
631,Language[1747]->Barbacoan[1934]->Cayapa-Colorado[2606],"[1747, 1934, 2606]",3
631,Language[1747]->Barbacoan[1934],"[1747, 1934]",2
632,Language[1747]->Indo-European[1904]->Classical Indo-European[2479],"[1747, 1904, 2479]",3
632,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027],"[1747, 1904, 2479, 4027]",4
632,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341]->South Greek[6723]->Central Greek[8272]->Ionic-Attic Ancient Greek[9686],"[1747, 1904, 2479, 4027, 5341, 6723, 8272, 9686]",8
632,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341]->South Greek[6723],"[1747, 1904, 2479, 4027, 5341, 6723]",6
632,Language[1747]->Indo-European[1904],"[1747, 1904]",2
632,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341]->South Greek[6723]->Central Greek[8272],"[1747, 1904, 2479, 4027, 5341, 6723, 8272]",7
632,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341],"[1747, 1904, 2479, 4027, 5341]",5
633,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Indo-Aryan Eastern zone[9719]->Oriya-Gauda-Kamrupa[10949]->Macro-Oriya[11931]->Odia[12811],"[1747, 1904, 2479, 4034, 5357, 6751, 8297, 9719, 10949, 11931, 12811]",11
633,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Indo-Aryan Eastern zone[9719]->Oriya-Gauda-Kamrupa[10949]->Gauda-Kamrupa[11932]->Gauda-Banga[12812],"[1747, 1904, 2479, 4034, 5357, 6751, 8297, 9719, 10949, 11932, 12812]",11
633,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Indo-Aryan Eastern zone[9719]->Oriya-Gauda-Kamrupa[10949]->Gauda-Kamrupa[11932]->Kamrupa[12813],"[1747, 1904, 2479, 4034, 5357, 6751, 8297, 9719, 10949, 11932, 12813]",11
633,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Midlands Indo-Aryan[9718]->Apabhramsic[10947]->Gujarati-Rajasthani[11925]->Gujaratic[12805]->Gujarati[13509],"[1747, 1904, 2479, 4034, 5357, 6751, 8297, 9718, 10947, 11925, 12805, 13509]",12
633,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Indo-Aryan Eastern zone[9719]->Oriya-Gauda-Kamrupa[10949]->Gauda-Kamrupa[11932]->Gauda-Banga[12812]->Bengali[13516],"[1747, 1904, 2479, 4034, 5357, 6751, 8297, 9719, 10949, 11932, 12812, 13516]",12
633,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Indo-Aryan Southern zone[9716]->Marathic[10941]->Marathi-Konkani[11898]->Old-Modern Marathi[12776]->Modern Marathi[13475]->Western Marathi[13967],"[1747, 1904, 2479, 4034, 5357, 6751, 8297, 9716, 10941, 11898, 12776, 13475, 13967]",13
633,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Midlands Indo-Aryan[9718]->Shaurasenic[10945]->Bihari[11907]->Magadhan[12793]->Bhojpuric[13496]->Bhojpuri[13988],"[1747, 1904, 2479, 4034, 5357, 6751, 8297, 9718, 10945, 11907, 12793, 13496, 13988]",13
633,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Indo-Aryan Eastern zone[9719]->Oriya-Gauda-Kamrupa[10949]->Gauda-Kamrupa[11932]->Kamrupa[12813]->Eastern Kamrupa[13522]->Assamese[14020],"[1747, 1904, 2479, 4034, 5357, 6751, 8297, 9719, 10949, 11932, 12813, 13522, 14020]",13
633,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Indo-Aryan Northwestern zone[29406],"[1747, 1904, 2479, 4034, 5357, 29406]",6
633,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Indo-Aryan Eastern zone[29411],"[1747, 1904, 2479, 4034, 5357, 29411]",6
633,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Bihari[29412]->Magadhan[30780]->Bhojpuric[32587],"[1747, 1904, 2479, 4034, 5357, 29412, 30780, 32587]",8
633,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Midlands Indo-Aryan[9718]->Shaurasenic[10945]->Indo-Aryan Central zone[11905]->Western Hindi[12783]->Hindustani[13478]->Hindi[13972],"[1747, 1904, 2479, 4034, 5357, 6751, 8297, 9718, 10945, 11905, 12783, 13478, 13972]",13
633,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Indo-Aryan Central zone[29409],"[1747, 1904, 2479, 4034, 5357, 29409]",6
633,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Indo-Aryan Northwestern zone[29406]->Kashmiric[30758],"[1747, 1904, 2479, 4034, 5357, 29406, 30758]",7
633,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Indo-Aryan Southern zone[29407]->Marathic[30763],"[1747, 1904, 2479, 4034, 5357, 29407, 30763]",7
633,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Indo-Aryan Central zone[29409]->Subcontinental Central Indo-Aryan[30767],"[1747, 1904, 2479, 4034, 5357, 29409, 30767]",7
633,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Bihari[29412]->Magadhan[30780],"[1747, 1904, 2479, 4034, 5357, 29412, 30780]",7
633,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Indo-Aryan Northwestern zone[29406]->Sindhi-Lahnda[30754]->Eastern Panjabic[32524],"[1747, 1904, 2479, 4034, 5357, 29406, 30754, 32524]",8
633,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Indo-Aryan Northwestern zone[29406]->Sindhi-Lahnda[30754]->Lahnda[32525]->Western Panjabi[34113],"[1747, 1904, 2479, 4034, 5357, 29406, 30754, 32525, 34113]",9
633,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Indo-Aryan Northwestern zone[29406]->Sindhi-Lahnda[30754]->Lahnda[32525],"[1747, 1904, 2479, 4034, 5357, 29406, 30754, 32525]",8
633,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Indo-Aryan Eastern zone[29411]->Oriya-Gauda-Kamrupa[30776]->Gauda-Kamrupa[32578]->Gauda-Banga[34274]->Bengali[36138],"[1747, 1904, 2479, 4034, 5357, 29411, 30776, 32578, 34274, 36138]",10
633,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Indo-Aryan Central zone[29409]->Subcontinental Central Indo-Aryan[30767]->Western Hindi[32554]->Hindustani[34192]->Hindi[35994],"[1747, 1904, 2479, 4034, 5357, 29409, 30767, 32554, 34192, 35994]",10
633,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Indo-Aryan Central zone[29409]->Subcontinental Central Indo-Aryan[30767]->Western Hindi[32554]->Hindustani[34192]->Urdu[35992],"[1747, 1904, 2479, 4034, 5357, 29409, 30767, 32554, 34192, 35992]",10
633,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Indo-Aryan Eastern zone[29411]->Oriya-Gauda-Kamrupa[30776]->Gauda-Kamrupa[32578]->Kamrupa[34275],"[1747, 1904, 2479, 4034, 5357, 29411, 30776, 32578, 34275]",9
633,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Indo-Aryan Eastern zone[29411]->Oriya-Gauda-Kamrupa[30776]->Macro-Oriya[32577]->Odia[34273],"[1747, 1904, 2479, 4034, 5357, 29411, 30776, 32577, 34273]",9
633,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Indo-Aryan Central zone[29409]->Subcontinental Central Indo-Aryan[30767]->Gujarati-Rajasthani[32557]->Gujaratic[34199],"[1747, 1904, 2479, 4034, 5357, 29409, 30767, 32557, 34199]",9
633,Language[1747]->Dravidian[1908],"[1747, 1908]",2
633,Language[1747]->Dravidian[1908]->South Dravidian[2492]->South Dravidian II[4059],"[1747, 1908, 2492, 4059]",4
633,Language[1747]->Dravidian[1908]->South Dravidian[2492]->South Dravidian I[4058]->Tamil-Kannada[5382]->Badaga-Kannada[6772],"[1747, 1908, 2492, 4058, 5382, 6772]",6
633,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Eastern Dardic[8295]->Kashmiric[9712],"[1747, 1904, 2479, 4034, 5357, 6751, 8295, 9712]",8
